ndc	atc	description
50428-4599-56	C01EB	Other cardiac preparations
50428-4599-57	C01EB	Other cardiac preparations
50428-4599-61	A11HA	Other plain vitamin preparations
50428-4601-32	A11HA	Other plain vitamin preparations
50428-4609-38	N05CH	Melatonin receptor agonists
50428-4609-67	B03AA	Iron bivalent, oral preparations
50428-4609-67	B03AD	Iron in combination with folic acid
50428-4637-35	C05AD	Local anesthetics
50428-4637-35	D04AB	Anesthetics for topical use
50428-4637-35	N01BA	Esters of aminobenzoic acid
50428-4637-35	R02AD	Anesthetics, local
50428-4658-05	R01BA	Sympathomimetics
50428-4704-88	A02AC	Calcium compounds
50428-4704-88	A12AA	Calcium
50428-4704-88	A02BA	H2-receptor antagonists
50428-4704-88	A02AA	Magnesium compounds
50428-4704-88	G04BX	Other urologicals
50428-4704-90	A02AC	Calcium compounds
50428-4704-90	A12AA	Calcium
50428-4704-90	A02BA	H2-receptor antagonists
50428-4704-90	A02AA	Magnesium compounds
50428-4704-90	G04BX	Other urologicals
50428-4704-91	A02AC	Calcium compounds
50428-4704-91	A12AA	Calcium
50428-4704-91	A02BA	H2-receptor antagonists
50428-4704-91	A02AA	Magnesium compounds
50428-4704-91	G04BX	Other urologicals
50428-4704-93	A02AC	Calcium compounds
50428-4704-93	A12AA	Calcium
50428-4704-93	A02BA	H2-receptor antagonists
50428-4704-93	A02AA	Magnesium compounds
50428-4704-93	G04BX	Other urologicals
50428-4736-04	N07BA	Drugs used in nicotine dependence
50428-4758-17	D04AA	Antihistamines for topical use
50428-4758-17	R06AA	Aminoalkyl ethers
50428-4758-17	C01EB	Other cardiac preparations
50428-4758-17	G02CC	Antiinflammatory products for vaginal administration
50428-4758-17	M01AE	Propionic acid derivatives
50428-4758-17	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-4758-17	R02AX	Other throat preparations
50428-4758-19	D04AA	Antihistamines for topical use
50428-4758-19	R06AA	Aminoalkyl ethers
50428-4758-19	C01EB	Other cardiac preparations
50428-4758-19	G02CC	Antiinflammatory products for vaginal administration
50428-4758-19	M01AE	Propionic acid derivatives
50428-4758-19	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-4758-19	R02AX	Other throat preparations
50428-4770-47	R05DA	Opium alkaloids and derivatives
50428-4770-47	R05CA	Expectorants
50428-4770-48	R05DA	Opium alkaloids and derivatives
50428-4770-48	R05CA	Expectorants
50428-4770-50	R05DA	Opium alkaloids and derivatives
50428-4770-50	R05CA	Expectorants
50428-4770-50	C01CA	Adrenergic and dopaminergic agents
50428-4770-50	R01AA	Sympathomimetics, plain
50428-4770-50	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-4770-50	R01BA	Sympathomimetics
50428-4770-50	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-4770-50	S01GA	Sympathomimetics used as decongestants
50428-4770-56	R05CA	Expectorants
50428-4770-60	R05DA	Opium alkaloids and derivatives
50428-4770-60	R05CA	Expectorants
50428-4770-66	D04AA	Antihistamines for topical use
50428-4770-66	R06AA	Aminoalkyl ethers
50428-4770-68	D04AA	Antihistamines for topical use
50428-4770-68	R06AA	Aminoalkyl ethers
50428-4770-69	D04AA	Antihistamines for topical use
50428-4770-69	R06AA	Aminoalkyl ethers
50428-4770-71	D04AA	Antihistamines for topical use
50428-4770-71	R06AA	Aminoalkyl ethers
50428-4770-72	D04AA	Antihistamines for topical use
50428-4770-72	R06AA	Aminoalkyl ethers
50428-4770-73	D04AA	Antihistamines for topical use
50428-4770-73	R06AA	Aminoalkyl ethers
50428-4770-74	R01BA	Sympathomimetics
50428-4770-76	R01BA	Sympathomimetics
50428-4770-77	R01BA	Sympathomimetics
50428-4770-80	R06AB	Substituted alkylamines
50428-4770-80	R05DA	Opium alkaloids and derivatives
50428-4770-80	C01CA	Adrenergic and dopaminergic agents
50428-4770-80	R01AA	Sympathomimetics, plain
50428-4770-80	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-4770-80	R01BA	Sympathomimetics
50428-4770-80	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-4770-80	S01GA	Sympathomimetics used as decongestants
50428-4770-82	R06AB	Substituted alkylamines
50428-4775-24	R06AB	Substituted alkylamines
50428-4775-24	C01CA	Adrenergic and dopaminergic agents
50428-4775-24	R01AA	Sympathomimetics, plain
50428-4775-24	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-4775-24	R01BA	Sympathomimetics
50428-4775-24	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-4775-24	S01GA	Sympathomimetics used as decongestants
50428-4789-39	C01EB	Other cardiac preparations
50428-4789-39	G02CC	Antiinflammatory products for vaginal administration
50428-4789-39	M01AE	Propionic acid derivatives
50428-4789-39	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-4789-39	R02AX	Other throat preparations
50428-4820-21	D01AE	Other antifungals for topical use
50428-4820-21	S01BC	Antiinflammatory agents, non-steroids
50428-4880-21	A06AA	Softeners, emollients
50428-4880-25	A02BC	Proton pump inhibitors
50428-4880-27	A02BC	Proton pump inhibitors
50428-5003-63	A02AC	Calcium compounds
50428-5003-63	A12AA	Calcium
50428-5212-78	N02BE	Anilides
50428-5213-51	N02BE	Anilides
50428-5216-82	D01AE	Other antifungals for topical use
50428-5282-99	D06AX	Other antibiotics for topical use
50428-5282-99	J01XX	Other antibacterials
50428-5282-99	R02AB	Antibiotics
50428-5282-99	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-5282-99	A07AA	Antibiotics
50428-5282-99	B05CA	Antiinfectives
50428-5282-99	J01GB	Other aminoglycosides
50428-5282-99	S01AA	Antibiotics
50428-5282-99	S02AA	Antiinfectives
50428-5282-99	S03AA	Antiinfectives
50428-5282-99	J01XB	Polymyxins
50428-5291-15	A01AC	Corticosteroids for local oral treatment
50428-5291-15	A07EA	Corticosteroids acting locally
50428-5291-15	C05AA	Corticosteroids
50428-5291-15	D07AA	Corticosteroids, weak (group I)
50428-5291-15	D07XA	Corticosteroids, weak, other combinations
50428-5291-15	H02AB	Glucocorticoids
50428-5291-15	S01BA	Corticosteroids, plain
50428-5291-15	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-5291-15	S02BA	Corticosteroids
50428-5293-70	C01EB	Other cardiac preparations
50428-5293-70	G02CC	Antiinflammatory products for vaginal administration
50428-5293-70	M01AE	Propionic acid derivatives
50428-5293-70	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-5293-70	R02AX	Other throat preparations
50428-5293-88	C01EB	Other cardiac preparations
50428-5293-88	G02CC	Antiinflammatory products for vaginal administration
50428-5293-88	M01AE	Propionic acid derivatives
50428-5293-88	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-5293-88	R02AX	Other throat preparations
50428-5325-15	A01AD	Other agents for local oral treatment
50428-5325-15	B01AC	Platelet aggregation inhibitors excl. heparin
50428-5325-15	N02BA	Salicylic acid and derivatives
50428-5325-15	N02BE	Anilides
50428-5325-15	N06BC	Xanthine derivatives
50428-5348-26	N02BE	Anilides
50428-5367-22	A02BA	H2-receptor antagonists
50428-5383-97	S01KA	Viscoelastic substances
50428-5478-02	A01AD	Other agents for local oral treatment
50428-5478-02	B01AC	Platelet aggregation inhibitors excl. heparin
50428-5478-02	N02BA	Salicylic acid and derivatives
50428-5507-49	D04AA	Antihistamines for topical use
50428-5507-49	R06AA	Aminoalkyl ethers
50428-5634-60	R01AA	Sympathomimetics, plain
50428-5634-60	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-5634-60	S01GA	Sympathomimetics used as decongestants
50428-5640-05	N06BC	Xanthine derivatives
50428-5852-16	A09AA	Enzyme preparations
50428-6066-24	A06AA	Softeners, emollients
50428-6138-36	A06AB	Contact laxatives
50428-6141-42	N02BE	Anilides
50428-6427-51	A01AD	Other agents for local oral treatment
50428-6427-51	B01AC	Platelet aggregation inhibitors excl. heparin
50428-6427-51	N02BA	Salicylic acid and derivatives
50428-6617-36	D04AA	Antihistamines for topical use
50428-6617-36	R06AA	Aminoalkyl ethers
50428-6725-50	A07DA	Antipropulsives
50428-6865-84	N02BE	Anilides
50428-6871-03	C01EB	Other cardiac preparations
50428-6871-03	G02CC	Antiinflammatory products for vaginal administration
50428-6871-03	M01AE	Propionic acid derivatives
50428-6871-03	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-6871-03	R02AX	Other throat preparations
50428-6874-59	C01EB	Other cardiac preparations
50428-6874-59	G02CC	Antiinflammatory products for vaginal administration
50428-6874-59	M01AE	Propionic acid derivatives
50428-6874-59	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-6874-59	R02AX	Other throat preparations
50428-6875-33	N02BE	Anilides
50428-6884-41	N02BE	Anilides
50428-6884-41	R06AB	Substituted alkylamines
50428-6884-41	R05DA	Opium alkaloids and derivatives
50428-6884-43	N02BE	Anilides
50428-6884-43	R06AB	Substituted alkylamines
50428-6884-43	R05DA	Opium alkaloids and derivatives
50428-6884-43	C01CA	Adrenergic and dopaminergic agents
50428-6884-43	R01AA	Sympathomimetics, plain
50428-6884-43	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-6884-43	R01BA	Sympathomimetics
50428-6884-43	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-6884-43	S01GA	Sympathomimetics used as decongestants
50428-6884-45	C01EB	Other cardiac preparations
50428-6884-45	G02CC	Antiinflammatory products for vaginal administration
50428-6884-45	M01AE	Propionic acid derivatives
50428-6884-45	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-6884-45	R02AX	Other throat preparations
50428-6884-45	R01BA	Sympathomimetics
50428-6894-21	R05CA	Expectorants
50428-6894-23	R05DA	Opium alkaloids and derivatives
50428-6894-23	R05CA	Expectorants
50428-6896-18	A06AA	Softeners, emollients
50428-6900-36	A02AA	Magnesium compounds
50428-6900-36	G04BX	Other urologicals
50428-6900-44	R06AE	Piperazine derivatives
50428-6901-11	A06AB	Contact laxatives
50428-6901-11	A06AG	Enemas
50428-6902-42	A01AC	Corticosteroids for local oral treatment
50428-6902-42	A07EA	Corticosteroids acting locally
50428-6902-42	C05AA	Corticosteroids
50428-6902-42	D07AA	Corticosteroids, weak (group I)
50428-6902-42	D07XA	Corticosteroids, weak, other combinations
50428-6902-42	H02AB	Glucocorticoids
50428-6902-42	S01BA	Corticosteroids, plain
50428-6902-42	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-6902-42	S02BA	Corticosteroids
50428-6902-57	A02AB	Aluminium compounds
50428-6902-57	A02AA	Magnesium compounds
50428-6902-57	G04BX	Other urologicals
50428-6902-59	A02AB	Aluminium compounds
50428-6902-59	A02AA	Magnesium compounds
50428-6902-59	G04BX	Other urologicals
50428-6902-65	A02AC	Calcium compounds
50428-6902-65	A12AA	Calcium
50428-6906-59	A09AA	Enzyme preparations
50428-6919-55	P03AX	Other ectoparasiticides, incl. scabicides
50428-6933-77	R05CA	Expectorants
50428-6933-92	R05DA	Opium alkaloids and derivatives
50428-6933-92	R05CA	Expectorants
50428-6934-12	C01EB	Other cardiac preparations
50428-6934-12	G02CC	Antiinflammatory products for vaginal administration
50428-6934-12	M01AE	Propionic acid derivatives
50428-6934-12	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-6934-12	R02AX	Other throat preparations
50428-6934-14	N02BE	Anilides
50428-6947-66	D04AA	Antihistamines for topical use
50428-6947-66	R06AA	Aminoalkyl ethers
50428-6949-51	A06AG	Enemas
50428-6949-51	A06AX	Other drugs for constipation
50428-6950-36	A01AD	Other agents for local oral treatment
50428-6950-36	B01AC	Platelet aggregation inhibitors excl. heparin
50428-6950-36	N02BA	Salicylic acid and derivatives
50428-6950-36	N02BE	Anilides
50428-6950-36	N06BC	Xanthine derivatives
50428-6950-37	A01AD	Other agents for local oral treatment
50428-6950-37	B01AC	Platelet aggregation inhibitors excl. heparin
50428-6950-37	N02BA	Salicylic acid and derivatives
50428-6950-46	A01AD	Other agents for local oral treatment
50428-6950-46	B01AC	Platelet aggregation inhibitors excl. heparin
50428-6950-46	N02BA	Salicylic acid and derivatives
50428-6950-46	N02BE	Anilides
50428-6950-46	N06BC	Xanthine derivatives
50428-6950-50	C01EB	Other cardiac preparations
50428-6950-50	G02CC	Antiinflammatory products for vaginal administration
50428-6950-50	M01AE	Propionic acid derivatives
50428-6950-50	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-6950-50	R02AX	Other throat preparations
50428-6950-51	N02BE	Anilides
50428-6950-53	N02BE	Anilides
50428-6951-89	A02BA	H2-receptor antagonists
50428-6962-16	A02AB	Aluminium compounds
50428-6962-16	A02AA	Magnesium compounds
50428-6962-16	G04BX	Other urologicals
50428-6991-62	A12CA	Sodium
50428-6991-62	B05CB	Salt solutions
50428-6991-62	B05XA	Electrolyte solutions
50428-6998-35	D01AE	Other antifungals for topical use
50428-7064-09	N02BE	Anilides
50428-7064-09	R05DA	Opium alkaloids and derivatives
50428-7075-12	R05DA	Opium alkaloids and derivatives
50428-7075-12	R05CA	Expectorants
50428-7075-16	R05DA	Opium alkaloids and derivatives
50428-7075-16	R05CA	Expectorants
50428-7077-21	R06AE	Piperazine derivatives
50428-7079-24	A06AB	Contact laxatives
50428-7079-24	A06AA	Softeners, emollients
50428-7079-28	A06AB	Contact laxatives
50428-7079-30	A06AB	Contact laxatives
50428-7079-30	A06AA	Softeners, emollients
50428-7079-32	A06AB	Contact laxatives
50428-7079-32	A06AA	Softeners, emollients
50428-7079-42	A06AB	Contact laxatives
50428-7079-45	A06AB	Contact laxatives
50428-7079-45	A06AA	Softeners, emollients
50428-7079-48	A06AB	Contact laxatives
50428-7107-91	N05CH	Melatonin receptor agonists
50428-7107-97	C01EB	Other cardiac preparations
50428-7116-41	C05AD	Local anesthetics
50428-7116-41	D04AB	Anesthetics for topical use
50428-7116-41	N01BA	Esters of aminobenzoic acid
50428-7116-41	R02AD	Anesthetics, local
50428-7119-89	A11HA	Other plain vitamin preparations
50428-7119-99	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-7134-23	N02BE	Anilides
50428-7134-23	D04AA	Antihistamines for topical use
50428-7134-23	R06AA	Aminoalkyl ethers
50428-7134-25	A01AD	Other agents for local oral treatment
50428-7134-25	B01AC	Platelet aggregation inhibitors excl. heparin
50428-7134-25	N02BA	Salicylic acid and derivatives
50428-7163-05	G02CC	Antiinflammatory products for vaginal administration
50428-7163-05	M01AE	Propionic acid derivatives
50428-7163-05	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-7179-43	N07BA	Drugs used in nicotine dependence
50428-7181-84	N07BA	Drugs used in nicotine dependence
50428-7181-98	N07BA	Drugs used in nicotine dependence
50428-7190-48	N02BE	Anilides
50428-7190-48	D04AA	Antihistamines for topical use
50428-7190-48	R06AA	Aminoalkyl ethers
50428-7190-48	C01CA	Adrenergic and dopaminergic agents
50428-7190-48	R01AA	Sympathomimetics, plain
50428-7190-48	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-7190-48	R01BA	Sympathomimetics
50428-7190-48	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-7190-48	S01GA	Sympathomimetics used as decongestants
50428-7200-14	N07BA	Drugs used in nicotine dependence
50428-7200-35	N07BA	Drugs used in nicotine dependence
50428-7210-60	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-7210-60	A07AC	Imidazole derivatives
50428-7210-60	D01AC	Imidazole and triazole derivatives
50428-7210-60	G01AF	Imidazole derivatives
50428-7210-60	J02AB	Imidazole derivatives
50428-7210-60	S02AA	Antiinfectives
50428-7286-24	N05CH	Melatonin receptor agonists
50428-7290-83	A01AC	Corticosteroids for local oral treatment
50428-7290-83	A07EA	Corticosteroids acting locally
50428-7290-83	C05AA	Corticosteroids
50428-7290-83	D07AA	Corticosteroids, weak (group I)
50428-7290-83	D07XA	Corticosteroids, weak, other combinations
50428-7290-83	H02AB	Glucocorticoids
50428-7290-83	S01BA	Corticosteroids, plain
50428-7290-83	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-7290-83	S02BA	Corticosteroids
50428-7381-04	N02BE	Anilides
50428-7952-22	A01AD	Other agents for local oral treatment
50428-7952-22	B01AC	Platelet aggregation inhibitors excl. heparin
50428-7952-22	N02BA	Salicylic acid and derivatives
50428-7966-23	C05AD	Local anesthetics
50428-7966-23	D04AB	Anesthetics for topical use
50428-7966-23	A16AX	Various alimentary tract and metabolism products
50428-7968-62	R01AA	Sympathomimetics, plain
50428-7968-62	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-7968-62	S01GA	Sympathomimetics used as decongestants
50428-7968-62	A12CB	Zinc
50428-7970-76	S01KA	Viscoelastic substances
50428-7970-76	R01AA	Sympathomimetics, plain
50428-7970-76	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-7970-76	S01GA	Sympathomimetics used as decongestants
50428-7977-49	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
50428-8025-65	N05CH	Melatonin receptor agonists
50428-8025-66	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-8072-97	V06DC	Carbohydrates
50428-8072-97	B05CX	Other irrigating solutions
50428-8072-97	V04CA	Tests for diabetes
50428-8285-94	G02CC	Antiinflammatory products for vaginal administration
50428-8285-94	M01AE	Propionic acid derivatives
50428-8285-94	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-8285-95	G02CC	Antiinflammatory products for vaginal administration
50428-8285-95	M01AE	Propionic acid derivatives
50428-8285-95	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-8285-96	G02CC	Antiinflammatory products for vaginal administration
50428-8285-96	M01AE	Propionic acid derivatives
50428-8285-96	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-8285-97	G02CC	Antiinflammatory products for vaginal administration
50428-8285-97	M01AE	Propionic acid derivatives
50428-8285-97	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-8287-01	G02CC	Antiinflammatory products for vaginal administration
50428-8287-01	M01AE	Propionic acid derivatives
50428-8287-01	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-8287-02	G02CC	Antiinflammatory products for vaginal administration
50428-8287-02	M01AE	Propionic acid derivatives
50428-8287-02	M02AA	Antiinflammatory preparations, non-steroids for topical use
50428-8299-23	A11CC	Vitamin D and analogues
50428-8299-23	A12AA	Calcium
50428-8363-20	A02AC	Calcium compounds
50428-8363-20	A12AA	Calcium
50428-8391-38	D04AA	Antihistamines for topical use
50428-8391-38	R06AA	Aminoalkyl ethers
50428-8433-26	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
50428-8435-32	M01AX	Other antiinflammatory and antirheumatic agents, non-steroids
50428-8445-42	A01AD	Other agents for local oral treatment
50428-8445-42	B01AC	Platelet aggregation inhibitors excl. heparin
50428-8445-42	N02BA	Salicylic acid and derivatives
50428-8445-43	A01AD	Other agents for local oral treatment
50428-8445-43	B01AC	Platelet aggregation inhibitors excl. heparin
50428-8445-43	N02BA	Salicylic acid and derivatives
50428-8472-60	R06AX	Other antihistamines for systemic use
50428-8472-61	R06AX	Other antihistamines for systemic use
50428-8472-62	R06AX	Other antihistamines for systemic use
50428-8472-63	R06AX	Other antihistamines for systemic use
50428-8472-64	R06AX	Other antihistamines for systemic use
50428-8509-42	A02AA	Magnesium compounds
50428-8509-42	A06AD	Osmotically acting laxatives
50428-8509-42	A12CC	Magnesium
50428-8509-43	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-8578-83	A12CA	Sodium
50428-8578-83	B05CB	Salt solutions
50428-8578-83	B05XA	Electrolyte solutions
50428-8588-15	N02BE	Anilides
50428-8588-16	N02BE	Anilides
50428-8588-63	N02BE	Anilides
50428-8588-64	N02BE	Anilides
50428-8588-66	N02BE	Anilides
50428-8588-67	N02BE	Anilides
50428-8588-68	N02BE	Anilides
50428-8596-84	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-8596-84	A07AC	Imidazole derivatives
50428-8596-84	D01AC	Imidazole and triazole derivatives
50428-8596-84	G01AF	Imidazole derivatives
50428-8596-84	J02AB	Imidazole derivatives
50428-8596-84	S02AA	Antiinfectives
50428-8615-74	D04AA	Antihistamines for topical use
50428-8615-74	R06AA	Aminoalkyl ethers
50428-8622-27	N02BE	Anilides
50428-8622-35	N02BE	Anilides
50428-8641-99	D04AA	Antihistamines for topical use
50428-8641-99	R06AA	Aminoalkyl ethers
50428-8647-65	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-8647-65	B05CA	Antiinfectives
50428-8647-65	D08AC	Biguanides and amidines
50428-8647-65	D09AA	Medicated dressings with antiinfectives
50428-8647-65	R02AA	Antiseptics
50428-8647-65	S01AX	Other antiinfectives
50428-8647-65	S02AA	Antiinfectives
50428-8647-65	S03AA	Antiinfectives
50428-8665-35	N05CH	Melatonin receptor agonists
50428-8702-84	D04AA	Antihistamines for topical use
50428-8702-84	R06AA	Aminoalkyl ethers
50428-8735-85	A01AC	Corticosteroids for local oral treatment
50428-8735-85	A07EA	Corticosteroids acting locally
50428-8735-85	C05AA	Corticosteroids
50428-8735-85	D07AA	Corticosteroids, weak (group I)
50428-8735-85	D07XA	Corticosteroids, weak, other combinations
50428-8735-85	H02AB	Glucocorticoids
50428-8735-85	S01BA	Corticosteroids, plain
50428-8735-85	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-8735-85	S02BA	Corticosteroids
50428-8777-96	A01AB	Antiinfectives and antiseptics for local oral treatment
50428-8777-96	D08AX	Other antiseptics and disinfectants
50428-8777-96	D11AX	Other dermatologicals
50428-8777-96	S02AA	Antiinfectives
50428-8784-00	R06AX	Other antihistamines for systemic use
50428-8784-00	R01BA	Sympathomimetics
50428-8784-35	R06AX	Other antihistamines for systemic use
50428-8784-35	R01BA	Sympathomimetics
50428-8830-51	A02BC	Proton pump inhibitors
50428-8830-53	A02BC	Proton pump inhibitors
50428-8830-55	A02BC	Proton pump inhibitors
50428-8878-41	R05CA	Expectorants
50428-8878-47	R05CA	Expectorants
50428-8878-49	R05CA	Expectorants
50428-8884-89	R06AX	Other antihistamines for systemic use
50428-8884-95	A07DA	Antipropulsives
50428-8899-27	N05CH	Melatonin receptor agonists
50428-8914-65	A12CA	Sodium
50428-8914-65	B05CB	Salt solutions
50428-8914-65	B05XA	Electrolyte solutions
50428-8920-53	D10AE	Peroxides
50428-8939-00	R05DA	Opium alkaloids and derivatives
50428-8951-40	N02BE	Anilides
50428-8951-40	R05DA	Opium alkaloids and derivatives
50428-8951-40	R05CA	Expectorants
50428-8951-40	C01CA	Adrenergic and dopaminergic agents
50428-8951-40	R01AA	Sympathomimetics, plain
50428-8951-40	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-8951-40	R01BA	Sympathomimetics
50428-8951-40	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-8951-40	S01GA	Sympathomimetics used as decongestants
50428-8951-41	R05DA	Opium alkaloids and derivatives
50428-8951-41	R05CA	Expectorants
50428-8951-41	C01CA	Adrenergic and dopaminergic agents
50428-8951-41	R01AA	Sympathomimetics, plain
50428-8951-41	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-8951-41	R01BA	Sympathomimetics
50428-8951-41	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-8951-41	S01GA	Sympathomimetics used as decongestants
50428-8960-24	B05CB	Salt solutions
50428-8960-24	B05XA	Electrolyte solutions
50428-8960-24	A12CA	Sodium
50428-8976-13	A01AC	Corticosteroids for local oral treatment
50428-8976-13	A07EA	Corticosteroids acting locally
50428-8976-13	C05AA	Corticosteroids
50428-8976-13	D07AA	Corticosteroids, weak (group I)
50428-8976-13	D07XA	Corticosteroids, weak, other combinations
50428-8976-13	H02AB	Glucocorticoids
50428-8976-13	S01BA	Corticosteroids, plain
50428-8976-13	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-8976-13	S02BA	Corticosteroids
50428-8979-90	R06AX	Other antihistamines for systemic use
50428-8979-90	S01GX	Other antiallergics
50428-9014-06	R06AE	Piperazine derivatives
50428-9014-17	R06AE	Piperazine derivatives
50428-9082-99	A01AC	Corticosteroids for local oral treatment
50428-9082-99	A07EA	Corticosteroids acting locally
50428-9082-99	C05AA	Corticosteroids
50428-9082-99	D07AA	Corticosteroids, weak (group I)
50428-9082-99	D07XA	Corticosteroids, weak, other combinations
50428-9082-99	H02AB	Glucocorticoids
50428-9082-99	S01BA	Corticosteroids, plain
50428-9082-99	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
50428-9082-99	S02BA	Corticosteroids
50428-9128-37	R06AX	Other antihistamines for systemic use
50428-9128-45	R06AX	Other antihistamines for systemic use
50428-9128-59	R06AX	Other antihistamines for systemic use
50428-9128-71	R06AX	Other antihistamines for systemic use
50428-9164-73	R06AX	Other antihistamines for systemic use
50428-9170-66	D04AA	Antihistamines for topical use
50428-9170-66	R06AA	Aminoalkyl ethers
50428-9189-81	A07DA	Antipropulsives
50428-9190-47	A07FA	Antidiarrheal microorganisms
50428-9190-56	A07FA	Antidiarrheal microorganisms
50428-9192-06	D04AA	Antihistamines for topical use
50428-9192-06	R06AA	Aminoalkyl ethers
50428-9202-32	D04AA	Antihistamines for topical use
50428-9202-32	R06AA	Aminoalkyl ethers
50428-9255-07	R06AE	Piperazine derivatives
50428-9320-50	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-9339-19	B03BA	Vitamin B12 (cyanocobalamin and analogues)
50428-9347-07	R06AE	Piperazine derivatives
50428-9355-49	N02BE	Anilides
50428-9355-49	R05CA	Expectorants
50428-9355-49	C01CA	Adrenergic and dopaminergic agents
50428-9355-49	R01AA	Sympathomimetics, plain
50428-9355-49	R01AB	Sympathomimetics, combinations excl. corticosteroids
50428-9355-49	R01BA	Sympathomimetics
50428-9355-49	S01FB	Sympathomimetics excl. antiglaucoma preparations
50428-9355-49	S01GA	Sympathomimetics used as decongestants
50428-9483-12	A06AB	Contact laxatives
50428-9483-12	A06AA	Softeners, emollients
50428-9550-60	R06AX	Other antihistamines for systemic use
50428-9550-60	S01GX	Other antiallergics
50428-9550-63	R06AX	Other antihistamines for systemic use
50428-9550-63	S01GX	Other antiallergics
50428-9550-64	R06AX	Other antihistamines for systemic use
50428-9550-66	R06AX	Other antihistamines for systemic use
50428-9550-67	R06AX	Other antihistamines for systemic use
50428-9554-35	A11CA	Vitamin A, plain
50428-9554-35	D02BB	Protectives against UV-radiation for systemic use
50428-9555-19	D04AA	Antihistamines for topical use
50428-9555-19	R06AA	Aminoalkyl ethers
50428-9557-53	R06AE	Piperazine derivatives
50428-9557-54	R06AE	Piperazine derivatives
50428-9691-88	A06AC	Bulk-forming laxatives
50428-9844-01	N06BC	Xanthine derivatives
50483-3170-24	D08AX	Other antiseptics and disinfectants
52959-0113-30	D06AX	Other antibiotics for topical use
52959-0113-30	J01XX	Other antibacterials
52959-0113-30	R02AB	Antibiotics
52959-0141-03	N02BE	Anilides
52959-0141-03	R05DA	Opium alkaloids and derivatives
52959-0141-03	N02AJ	Opioids in combination with non-opioid analgesics
52959-0145-00	J04AC	Hydrazides
53002-1192-00	N06AB	Selective serotonin reuptake inhibitors
53002-1422-00	A10BA	Biguanides
53002-1423-00	N03AX	Other antiepileptics
54629-4036-60	A11CC	Vitamin D and analogues
54629-4036-60	A12AA	Calcium
54629-4039-60	A11CC	Vitamin D and analogues
54629-4039-60	A12AA	Calcium
54629-4097-60	R05CB	Mucolytics
54629-4097-60	S01XA	Other ophthalmologicals
54629-4097-60	V03AB	Antidotes
54629-7974-30	C01EB	Other cardiac preparations
54629-7975-30	C01EB	Other cardiac preparations
54629-8983-60	N05CH	Melatonin receptor agonists
56151-1612-11	A11CC	Vitamin D and analogues
56151-1612-11	B05CX	Other irrigating solutions
56151-1612-11	V04CA	Tests for diabetes
