CPT_CODE	CPT_DESCR
21246	RECONSTRUCTION OF JAW Pre-Auth/Cert Required
21247	RECONSTRUCT LOWER JAW BO Pre-Auth/Cert Required
21248	RECONSTRUCTION OF JAW Pre-Auth/Cert Required
21249	RECONSTRUCTION OF JAW Pre-Auth/Cert Required
21270	AUGMENTATION, CHEEK BONE Pre-Auth/Cert Required
21280	REVISION OF EYELID Pre-Auth/Cert Required
21282	REVISION OF EYELID Pre-Auth/Cert Required
21299	CRANIO/MAXILLOFACIAL SUR Pre-Auth/Cert Required
21325	TREATMENT OF NOSE FRACTU Pre-Auth/Cert Required
21497	INTERDENTAL WIRING Pre-Auth/Cert Required
21499	HEAD SURGERY PROCEDURE Pre-Auth/Cert Required
21685	HYOID MYOTOMY & SUSPENSI Pre-Auth/Cert Required
21740	RECONSTRUCTION OF STERNU Pre-Auth/Cert Required
21742	REPAIR STERN/NUSS W/O SC Pre-Auth/Cert Required
21743	REPAIR STERNUM/NUSS W/SC Pre-Auth/Cert Required
21899	NECK/CHEST SURGERY PROCE Pre-Auth/Cert Required
22010	I&D, P-SPINE, C/T/CERV-T Pre-Auth/Cert Required Spinal Auth form required
22015	I&D, P-SPINE, L/S/LS Pre-Auth/Cert Required Spinal Auth form required
22100	REMOVE PART OF NECK VERT Pre-Auth/Cert Required Spinal Auth form required
22101	REMOVE PART, THORAX VERT Pre-Auth/Cert Required Spinal Auth form required
22102	REMOVE PART, LUMBAR VERT Pre-Auth/Cert Required Spinal Auth form required
22103	REMOVE EXTRA SPINE SEGME Pre-Auth/Cert Required Spinal Auth form required
22110	REMOVE PART OF NECK VERT Pre-Auth/Cert Required Spinal Auth form required
22112	REMOVE PART, THORAX VERT Pre-Auth/Cert Required Spinal Auth form required
22114	REMOVE PART, LUMBAR VERT Pre-Auth/Cert Required Spinal Auth form required
22116	REMOVE EXTRA SPINE SEGME Pre-Auth/Cert Required Spinal Auth form required
22206	CUT SPINE 3 COL, THOR Pre-Auth/Cert Required Spinal Auth form required
22207	CUT SPINE 3 COL, LUMB Pre-Auth/Cert Required Spinal Auth form required
22208	CUT SPINE 3 COL, ADDL SE Pre-Auth/Cert Required Spinal Auth form required
22210	REVISION OF NECK SPINE Pre-Auth/Cert Required Spinal Auth form required
22212	REVISION OF THORAX SPINE Pre-Auth/Cert Required Spinal Auth form required
22214	REVISION OF LUMBAR SPINE Pre-Auth/Cert Required Spinal Auth form required
22220	REVISION OF NECK SPINE Pre-Auth/Cert Required Spinal Auth form required
22222	REVISION OF THORAX SPINE Pre-Auth/Cert Required Spinal Auth form required
22224	REVISION OF LUMBAR SPINE Pre-Auth/Cert Required Spinal Auth form required
22226	REVISE, EXTRA SPINE SEGM Pre-Auth/Cert Required Spinal Auth form required
22305	TREAT SPINE PROCESS FRAC Pre-Auth/Cert Required Code deleted 12/31/2016
22310	TREAT SPINE FRACTURE Pre-Auth/Cert Required Spinal Auth form required
22315	TREAT SPINE FRACTURE Pre-Auth/Cert Required Spinal Auth form required
22325	TREAT SPINE FRACTURE Pre-Auth/Cert Required Spinal Auth form required
22326	TREAT NECK SPINE FRACTUR Pre-Auth/Cert Required Spinal Auth form required
22327	TREAT THORAX SPINE FRACT Pre-Auth/Cert Required Spinal Auth form required
22328	TREAT EACH ADD SPINE FX Pre-Auth/Cert Required Spinal Auth form required
22505	MANIPULATION OF SPINE Pre-Auth/Cert Required Spinal Auth form required
22510	PERQ CERVICOTHORACIC INJECT Pre-Auth/Cert Required Spinal Auth form required
22511	PERQ LUMBOSACRAL INJECTION Pre-Auth/Cert Required Spinal Auth form required
22512	VERTEBROPLASTY ADDL INJECT Pre-Auth/Cert Required Spinal Auth form required
22513	PERQ VERTEBRAL AUGMENTATION Pre-Auth/Cert Required Spinal Auth form required
22514	PERQ VERTEBRAL AUGMENTATION Pre-Auth/Cert Required Spinal Auth form required
22515	PERQ VERTEBRAL AUGMENTATION Pre-Auth/Cert Required Spinal Auth form required
22526	IDET, SINGLE LEVEL Pre-Auth/Cert Required Spinal Auth form required
22527	IDET, 1 OR MORE LEVELS Pre-Auth/Cert Required Spinal Auth form required
22532	LAT THORAX SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22533	LAT LUMBAR SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22534	LAT THOR/LUMB, ADD'L SEG Pre-Auth/Cert Required Spinal Auth form required
22548	NECK SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22551	NECK SPINE FUSE&REMOVE A Pre-Auth/Cert Required Spinal Auth form required
22552	ADDL NECK SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22554	NECK SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22556	THORAX SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22558	LUMBAR SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22585	ADDITIONAL SPINAL FUSION Pre-Auth/Cert Required Spinal Auth form required
22586	ARTHRODESIS PRE-SACRAL INTERBODY Pre-Auth/Cert Required Spinal Auth form required
22590	SPINE & SKULL SPINAL FUS Pre-Auth/Cert Required Spinal Auth form required
22595	NECK SPINAL FUSION Pre-Auth/Cert Required Spinal Auth form required
22600	NECK SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22610	THORAX SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22612	LUMBAR SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22614	SPINE FUSION, EXTRA SEGM Pre-Auth/Cert Required Spinal Auth form required
22630	LUMBAR SPINE FUSION Pre-Auth/Cert Required Spinal Auth form required
22632	SPINE FUSION, EXTRA SEGM Pre-Auth/Cert Required Spinal Auth form required
22633	LUMBAR SPINE FUSION COMB Pre-Auth/Cert Required Spinal Auth form required
22634	SPINE FUSION EXTRA SEGME Pre-Auth/Cert Required Spinal Auth form required
22800	FUSION OF SPINE Pre-Auth/Cert Required Spinal Auth form required
22802	FUSION OF SPINE Pre-Auth/Cert Required Spinal Auth form required
22804	FUSION OF SPINE Pre-Auth/Cert Required Spinal Auth form required
22808	FUSION OF SPINE Pre-Auth/Cert Required Spinal Auth form required
22810	FUSION OF SPINE Pre-Auth/Cert Required Spinal Auth form required
22812	FUSION OF SPINE Pre-Auth/Cert Required Spinal Auth form required
22818	KYPHECTOMY, 1-2 SEGMENTS Pre-Auth/Cert Required Spinal Auth form required
22819	KYPHECTOMY, 3 OR MORE Pre-Auth/Cert Required Spinal Auth form required
22830	EXPLORATION OF SPINAL FU Pre-Auth/Cert Required Spinal Auth form required
22840	INSERT SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22841	INSERT SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22842	INSERT SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22843	INSERT SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22844	INSERT SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22845	INSERT SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22846	INSERT SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22847	INSERT SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22848	INSERT PELV FIXATION DEV Pre-Auth/Cert Required Spinal Auth form required
22849	REINSERT SPINAL FIXATION Pre-Auth/Cert Required Spinal Auth form required
22850	REMOVE SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22851	APPLY SPINE PROSTH DEVIC Pre-Auth/Cert Required Spinal Auth form required
22852	REMOVE SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22853	INSJ BIOMECHANICAL DEVICE Pre-Auth/Cert Required Spinal Auth form required
22854	INSJ BIOMECHANICAL DEVICE Pre-Auth/Cert Required Spinal Auth form required
22855	REMOVE SPINE FIXATION DE Pre-Auth/Cert Required Spinal Auth form required
22856	CERV ARTIFIC DISKECTOMY] Pre-Auth/Cert Required Spinal Auth form required
22857	LUMBAR ARTIF DISKECTOMY Pre-Auth/Cert Required Spinal Auth form required
22858	SECOND LEVEL CER DISKECTOMY Pre-Auth/Cert Required Spinal Auth form required
22859	INSJ BIOMECHANICAL DEVICE Pre-Auth/Cert Required Spinal Auth form required
22861	REVISE CERV ARTIFIC DISC Pre-Auth/Cert Required Spinal Auth form required
22862	REVISE LUMBAR ARTIF DISC Pre-Auth/Cert Required Spinal Auth form required
22864	REMOVE CERV ARTIFIC DISC Pre-Auth/Cert Required Spinal Auth form required
22865	REMOVE LUMB ARTIF DISC Pre-Auth/Cert Required Spinal Auth form required
22867	INSJ STABLJ DEV W/DCMPRN Pre-Auth/Cert Required Spinal Auth form required
22868	INSJ STABLJ DEV W/DCMPRN Pre-Auth/Cert Required Spinal Auth form required
22869	INSJ STABLJ DEV W/O DCMPRN Pre-Auth/Cert Required Spinal Auth form required
22870	INSJ STABLJ DEV W/O DCMPRN Pre-Auth/Cert Required Spinal Auth form required
22899	SPINE SURGERY PROCEDURE Pre-Auth/Cert Required Spinal Auth form required
22999	ABDOMEN SURGERY PROCEDUR Pre-Auth/Cert Required
24300	MANIPULATE ELBOW W/ANEST Pre-Auth/Cert Required
24999	UPPER ARM/ELBOW SURGERY Pre-Auth/Cert Required
25259	MANIPULATE WRIST W/ANEST Pre-Auth/Cert Required
25675	TREAT WRIST DISLOCATION Pre-Auth/Cert Required
25999	FOREARM OR WRIST SURGERY Pre-Auth/Cert Required
26341	MANIPULAT PALM CORD POST Pre-Auth/Cert Required
26989	HAND/FINGER SURGERY Pre-Auth/Cert Required
27194	TREAT PELVIC RING FRACTU Pre-Auth/Cert Required Code Deleted
27197	CLSD TX PELVIC RING FX Pre-Auth/Cert Required
27198	CLSD TX PELVIC RING FX Pre-Auth/Cert Required
27275	MANIPULATION OF HIP JOIN Pre-Auth/Cert Required
27279	ARTHRODESIS SACROILIAC JOINT Pre-Auth/Cert Required
27280	FUSION OF SACROILIAC JOI Pre-Auth/Cert Required
27702	RECONSTRUCT ANKLE JOINT Pre-Auth/Cert Required
27703	RECONSTRUCTION, ANKLE JO Pre-Auth/Cert Required
27860	FIXATION OF ANKLE JOINT Pre-Auth/Cert Required
28293	CORRECTION OF BUNION Pre-Auth/Cert Required Code Deleted
28446	OSTEOCHONDRAL TALUS AUTO Pre-Auth/Cert Required
28890	HIGH ENERGY ESWT, PLANTA Pre-Auth/Cert Required
28899	Unlisted FOOT/TOES SURGERY PROCED Pre-Auth/Cert Required
29799	Unlisted CASTING/STRAPPING PROCED Pre-Auth/Cert Required
29800	JAW ARTHROSCOPY/SURGERY Pre-Auth/Cert Required
29804	JAW ARTHROSCOPY/SURGERY Pre-Auth/Cert Required
30150	PARTIAL REMOVAL OF NOSE Pre-Auth/Cert Required
30400	RECONSTRUCTION OF NOSE Pre-Auth/Cert Required
30410	RECONSTRUCTION OF NOSE Pre-Auth/Cert Required
30420	RECONSTRUCTION OF NOSE Pre-Auth/Cert Required
30430	REVISION OF NOSE Pre-Auth/Cert Required
30435	REVISION OF NOSE Pre-Auth/Cert Required
30450	REVISION OF NOSE Pre-Auth/Cert Required
30460	REVISION OF NOSE Pre-Auth/Cert Required
30462	REVISION OF NOSE Pre-Auth/Cert Required
30465	REPAIR NASAL STENOSIS Pre-Auth/Cert Required
30620	INTRANASAL RECONSTRUCTIO Pre-Auth/Cert Required
30999	Unlisted NASAL SURGERY PROCEDURE Pre-Auth/Cert Required
31295	SINUS ENDO W/BALLON DIL Pre-Auth/Cert Required
31296	SINUS ENDO W/BALLON DIL Pre-Auth/Cert Required
31297	SINUS ENDO W/BALLON DIL Pre-Auth/Cert Required
31299	Unlisted SINUS SURGERY PROCEDURE Pre-Auth/Cert Required
31599	Unlisted LARYNX SURGERY PROCEDURE Pre-Auth/Cert Required
31643	DIAG BRONCHOSCOPE/CATHET Pre-Auth/Cert Required
31647	BRONCHOSCOPY,BALLOON OCCULSION Pre-Auth/Cert Required
31651	BRONCHOSCOPY, EACH ADD'L LOBE Pre-Auth/Cert Required
31660	BRONCHOSCOPY, THERMOPLASTY Pre-Auth/Cert Required
31661	BRONCHOSCOPY, THERMOPLASTY Pre-Auth/Cert Required
31899	Unlisted AIRWAYS SURGICAL PROCEDU Pre-Auth/Cert Required
32491	LUNG VOLUME REDUCTION Pre-Auth/Cert Required
32553	INS MARK THOR FOR RT PER Pre-Auth/Cert Required
32664	THORACOSCOPY, SURGICAL Pre-Auth/Cert Required
32850	DONOR PNEUMONECTOMY Pre-Auth/Cert Required
32851	LUNG TRANSPLANT, SINGLE Pre-Auth/Cert Required
32852	LUNG TRANSPLANT WITH BYP Pre-Auth/Cert Required
32853	LUNG TRANSPLANT, DOUBLE Pre-Auth/Cert Required
32854	LUNG TRANSPLANT WITH BYP Pre-Auth/Cert Required
32855	PREPARE DONOR LUNG, SING Pre-Auth/Cert Required
32856	PREPARE DONOR LUNG, DOUB Pre-Auth/Cert Required
32999	Unlisted CHEST SURGERY PROCEDURE Pre-Auth/Cert Required
33230	INSRT PULSE GEN W/DUAL L Pre-Auth/Cert Required
33231	INSRT PULSE GEN W/MULT L Pre-Auth/Cert Required
33240	INSERT PULSE GENERATOR Pre-Auth/Cert Required
33249	ELTRD/INSERT PACE-DEFIB Pre-Auth/Cert Required
33270	INS/REP SUBQ DEFIBRILLATOR Pre-Auth/Cert Required
33271	INSJ SUBQ IMPLTBL DFB ELCTRD Pre-Auth/Cert Required
33340	PERQ CLSR TCAT L ATR APNDGE Pre-Auth/Cert Required
33361	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33362	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33363	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33364	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33365	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33366	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33367	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33368	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33369	TAVR/TAVI WITH PROSTH VALVE Pre-Auth/Cert Required
33418	REPAIR TCAT MITRAL VALVE Pre-Auth/Cert Required
33419	REPAIR TCAT MITRAL VALVE Pre-Auth/Cert Required
33477	IMPLANT TCAT PULM VLV PERQ Pre-Auth/Cert Required
33548	RESTORE/REMODEL, VENTRIC Pre-Auth/Cert Required
33880	ENDOVASC TAA REPR INCL S Pre-Auth/Cert Required
33881	ENDOVASC TAA REPR W/O SU Pre-Auth/Cert Required
33883	INSERT ENDOVASC PROSTH, Pre-Auth/Cert Required
33884	ENDOVASC PROSTH, TAA, AD Pre-Auth/Cert Required
33886	ENDOVASC PROSTH, DELAYED Pre-Auth/Cert Required
33930	REMOVAL OF DONOR HEART/L Pre-Auth/Cert Required
33933	PREPARE DONOR HEART/LUNG Pre-Auth/Cert Required
33935	TRANSPLANTATION, HEART/L Pre-Auth/Cert Required
33940	REMOVAL OF DONOR HEART Pre-Auth/Cert Required
33944	PREPARE DONOR HEART Pre-Auth/Cert Required
33945	TRANSPLANTATION OF HEART Pre-Auth/Cert Required
33975	IMPLANT VENTRICULAR DEVI Pre-Auth/Cert Required
33976	IMPLANT VENTRICULAR DEVI Pre-Auth/Cert Required
33977	REMOVE VENTRICULAR DEVIC Pre-Auth/Cert Required
33978	REMOVE VENTRICULAR DEVIC Pre-Auth/Cert Required
33979	INSERT INTRACORPOREAL DE Pre-Auth/Cert Required
33980	REMOVE INTRACORPOREAL DE Pre-Auth/Cert Required
33981	REPLACE VAD PUMP EXT Pre-Auth/Cert Required
33982	REPLACE VAD INTRA W/O BP Pre-Auth/Cert Required
33983	REPLACE VAD INTRA W/BP Pre-Auth/Cert Required
33990	INS VAD, ART ACCESS ONLY Pre-Auth/Cert Required
33991	INS VAD, BOTH ART and VENOUS ACCESS Pre-Auth/Cert Required
33993	REPOSITION VAD SEPARATE SESSION Pre-Auth/Cert Required
33999	CARDIAC SURGERY PROCEDUR Pre-Auth/Cert Required
34806	ANEURYSM PRESS SENSOR AD Pre-Auth/Cert Required
34841	ENDOVASC VISC AORTA 1 GRAFT Pre-Auth/Cert Required
34842	ENDOVASC VISC AORTA 2 GRAFT Pre-Auth/Cert Required
34843	ENDOVASC VISC AORTA 3 GRAFT Pre-Auth/Cert Required
34844	ENDOVASC VISC AORTA 4 GRAFT Pre-Auth/Cert Required
34845	VISC & INFRAREN ABD 1 PROSTH Pre-Auth/Cert Required
34846	VISC & INFRAREN ABD 2 PROSTH Pre-Auth/Cert Required
34847	VISC & INFRAREN ABD 3 PROSTH Pre-Auth/Cert Required
34848	VISC & INFRAREN ABD 4+ PROST Pre-Auth/Cert Required
35884	REVISE GRAFT W/VEIN Pre-Auth/Cert Required
36260	INSERTION OF INFUSION PU Pre-Auth/Cert Required
36299	Unlisted VESSEL INJECTION PROCEDU Pre-Auth/Cert Required
36514	APHERESIS PLASMA Pre-Auth/Cert Required
36516	APHERESIS, SELECTIVE Pre-Auth/Cert Required
36522	PHOTOPHERESIS Pre-Auth/Cert Required
37241	VASC EMBOLIZE/OCCLUDE VENOUS Pre-Auth/Cert Required
37244	VASC EMBOLIZE/OCCLUDE BLEED Pre-Auth/Cert Required
37500	ENDOSCOPY LIGATE PERF VE Pre-Auth/Cert Required
37501	VASCULAR ENDOSCOPY PROCE Pre-Auth/Cert Required
37785	LIGATE/DIVIDE/EXCISE VEI Pre-Auth/Cert Required
37790	PENILE VENOUS OCCLUSION Pre-Auth/Cert Required
37799	Unlisted VASCULAR SURGERY PROCEDU Pre-Auth/Cert Required
38129	LAPAROSCOPE PROC, SPLEEN Pre-Auth/Cert Required
38204	BL DONOR SEARCH MANAGEME Pre-Auth/Cert Required
38205	HARVEST ALLOGENIC STEM C Pre-Auth/Cert Required
38206	HARVEST AUTO STEM CELLS Pre-Auth/Cert Required
38207	CRYOPRESERVE STEM CELLS Pre-Auth/Cert Required
38208	THAW PRESERVED STEM CELL Pre-Auth/Cert Required
38209	WASH HARVEST STEM CELLS Pre-Auth/Cert Required
38210	T-CELL DEPLETION OF HARV Pre-Auth/Cert Required
38211	TUMOR CELL DEPLETE OF HA Pre-Auth/Cert Required
38212	RBC DEPLETION OF HARVEST Pre-Auth/Cert Required
38213	PLATELET DEPLETE OF HARV Pre-Auth/Cert Required
38214	VOLUME DEPLETE OF HARVES Pre-Auth/Cert Required
38215	HARVEST STEM CELL CONCEN Pre-Auth/Cert Required
38230	BONE MARROW COLLECTION Pre-Auth/Cert Required
38232	BONE MARROW HARVEST AUTO Pre-Auth/Cert Required
38240	BONE MARROW/STEM TRANSPL Pre-Auth/Cert Required
38241	BONE MARROW/STEM TRANSPL Pre-Auth/Cert Required
38242	LYMPHOCYTE INFUSE TRANSP Pre-Auth/Cert Required
38243	HPC;HPC Boost Pre-Auth/Cert Required
38589	LAPAROSCOPE PROC, LYMPHA Pre-Auth/Cert Required
38999	Unlisted BLOOD/LYMPH SYSTEM PROCE Pre-Auth/Cert Required
39499	Unlisted CHEST PROCEDURE Pre-Auth/Cert Required
39599	Unlisted DIAPHRAGM SURGERY PROCED Pre-Auth/Cert Required
40799	Unlisted LIP SURGERY PROCEDURE Pre-Auth/Cert Required
40899	Unlisted MOUTH SURGERY PROCEDURE Pre-Auth/Cert Required
41019	PLACE NEEDLES H&N FOR RT Pre-Auth/Cert Required
41512	TONGUE SUSPENSION] Pre-Auth/Cert Required
41530	TONGUE BASE VOL REDUCTIO Pre-Auth/Cert Required
41599	Unlisted TONGUE AND MOUTH SURGERY Pre-Auth/Cert Required
41874	REPAIR TOOTH SOCKET Pre-Auth/Cert Required
41899	Unlisted DENTAL SURGERY PROCEDURE Pre-Auth/Cert Required
42140	EXCISION OF UVULA Pre-Auth/Cert Required
42145	REPAIR PALATE, PHARYNX/U Pre-Auth/Cert Required
42160	TREATMENT MOUTH ROOF LES Pre-Auth/Cert Required
42299	Unlisted PALATE/UVULA SURGERY Pre-Auth/Cert Required
42699	Unlisted SALIVARY SURGERY PROCEDU Pre-Auth/Cert Required
42999	Unlisted THROAT SURGERY PROCEDURE Pre-Auth/Cert Required
43210	EGD ESOPHAGOGASTRC FNDOPLSTY Pre-Auth/Cert Required
43257	UPPR GI SCOPE W/THRML TX Pre-Auth/Cert Required
43284	LAPS ESOPHGL SPHNCTR AGMNTJ Pre-Auth/Cert Required
43285	RMVL ESOPHGL SPHNCTR DEV Pre-Auth/Cert Required
43289	LAPAROSCOPE PROC, ESOPH Pre-Auth/Cert Required
43499	Unlisted ESOPHAGUS SURGERY PROCED Pre-Auth/Cert Required
43631	REMOVAL OF STOMACH, PART Pre-Auth/Cert Required
43632	REMOVAL OF STOMACH, PART Pre-Auth/Cert Required
43633	REMOVAL OF STOMACH, PART Pre-Auth/Cert Required
43634	REMOVAL OF STOMACH, PART Pre-Auth/Cert Required
43644	LAP GASTRIC BYPASS/ROUX- Pre-Auth/Cert Required
43645	LAP GASTR BYPASS INCL SM Pre-Auth/Cert Required
43647	LAP IMPL ELECTRODE, ANTR Pre-Auth/Cert Required
43648	LAP REVISE/REMV ELTRD AN Pre-Auth/Cert Required
43659	LAPAROSCOPE PROC, STOM Pre-Auth/Cert Required
43770	LAP, PLACE GASTR ADJUST Pre-Auth/Cert Required
43771	LAP, REVISE ADJUST GAST Pre-Auth/Cert Required
43772	LAP, REMOVE ADJUST GAST Pre-Auth/Cert Required
43773	LAP, CHANGE ADJUST GAST Pre-Auth/Cert Required
43774	LAP REMOV ADJ GAST BAND/ Pre-Auth/Cert Required
43775	LAP SLEEVE GASTRECTOMY Pre-Auth/Cert Required
43842	V-BAND GASTROPLASTY Pre-Auth/Cert Required
43843	GASTROPLASTY W/O V-BAND Pre-Auth/Cert Required
43845	GASTROPLASTY DUODENAL SW Pre-Auth/Cert Required
43846	GASTRIC BYPASS FOR OBESI Pre-Auth/Cert Required
43847	GASTRIC BYPASS INCL SMAL Pre-Auth/Cert Required
43848	REVISION GASTROPLASTY Pre-Auth/Cert Required
43855	REVISE STOMACH-BOWEL FUS Pre-Auth/Cert Required
43860	REVISE STOMACH-BOWEL FUS Pre-Auth/Cert Required
43865	REVISE STOMACH-BOWEL FUS Pre-Auth/Cert Required
43881	IMPL/REDO ELECTRD, ANTRU Pre-Auth/Cert Required
43886	REVISE GASTRIC PORT, OPE Pre-Auth/Cert Required
43888	CHANGE GASTRIC PORT, OPE Pre-Auth/Cert Required
43999	Unlisted STOMACH SURGERY PROCEDUR Pre-Auth/Cert Required
44132	ENTERECTOMY, CADAVER DON Pre-Auth/Cert Required
44133	ENTERECTOMY, LIVE DONOR Pre-Auth/Cert Required
44135	INTESTINE TRANSPLNT, CAD Pre-Auth/Cert Required
44136	INTESTINE TRANSPLANT, LI Pre-Auth/Cert Required
44137	REMOVE INTESTINAL ALLOGR Pre-Auth/Cert Required
44238	LAPAROSCOPE PROC, INTEST Pre-Auth/Cert Required
44705	PREP FECAL MICROBIOTA FOR INSTILL Pre-Auth/Cert Required
44715	PREPARE DONOR INTESTINE Pre-Auth/Cert Required
44720	PREP DONOR INTESTINE/VEN Pre-Auth/Cert Required
44721	PREP DONOR INTESTINE/ART Pre-Auth/Cert Required
44799	UNLISTED PROCEDURE INTES Pre-Auth/Cert Required
44899	Unlisted BOWEL SURGERY PROCEDURE Pre-Auth/Cert Required
44979	LAPAROSCOPE PROC, APP Pre-Auth/Cert Required
45399	UNLISTED PROCEDURE COLON Pre-Auth/Cert Required
45999	Unlisted RECTUM SURGERY PROCEDURE Pre-Auth/Cert Required
46601	DIAGNOSTIC ANOSCOPY Pre-Auth/Cert Required
46607	DIAGNOSTIC ANOSCOPY & BIOPSY Pre-Auth/Cert Required
46707	REPAIR ANORECTAL FIST W/ Pre-Auth/Cert Required
46999	Unlisted ANUS SURGERY PROCEDURE Pre-Auth/Cert Required
47133	REMOVAL OF DONOR LIVER Pre-Auth/Cert Required
47135	TRANSPLANTATION OF LIVER Pre-Auth/Cert Required
47136	TRANSPLANTATION OF LIVER Pre-Auth/Cert Required Code Deleted
47140	PARTIAL REMOVAL, DONOR L Pre-Auth/Cert Required
47141	PARTIAL REMOVAL, DONOR L Pre-Auth/Cert Required
47142	PARTIAL REMOVAL, DONOR L Pre-Auth/Cert Required
47143	PREP DONOR LIVER, WHOLE Pre-Auth/Cert Required
47144	PREP DONOR LIVER, 3-SEGM Pre-Auth/Cert Required
47145	PREP DONOR LIVER, LOBE S Pre-Auth/Cert Required
47146	PREP DONOR LIVER/VENOUS Pre-Auth/Cert Required
47147	PREP DONOR LIVER/ARTERIA Pre-Auth/Cert Required
47379	LAPAROSCOPE PROCEDURE, L Pre-Auth/Cert Required
47399	Unlisted LIVER SURGERY PROCEDURE Pre-Auth/Cert Required
47579	LAPAROSCOPE PROC, BILIAR Pre-Auth/Cert Required
47999	Unlisted BILE TRACT SURGERY PROCE Pre-Auth/Cert Required
48160	PANCREAS REMOVAL/TRANSPL Pre-Auth/Cert Required
48550	DONOR PANCREATECTOMY Pre-Auth/Cert Required
48551	PREP DONOR PANCREAS Pre-Auth/Cert Required
48552	PREP DONOR PANCREAS/VENO Pre-Auth/Cert Required
48554	TRANSPL ALLOGRAFT PANCRE Pre-Auth/Cert Required
48556	REMOVAL, ALLOGRAFT PANCR Pre-Auth/Cert Required
48999	Unlisted PANCREAS SURGERY PROCEDU Pre-Auth/Cert Required
49329	LAPARO PROC, ABDM/PER/OM Pre-Auth/Cert Required
49411	INS MARK ABD/PEL FOR PER Pre-Auth/Cert Required
49412	INS DEVICE FOR RT GUIDE Pre-Auth/Cert Required
49659	LAPARO PROC, HERNIA REPA Pre-Auth/Cert Required
49999	Unlisted ABDOMEN SURGERY PROCEDUR Pre-Auth/Cert Required
50300	REMOVE CADAVER DONOR KID Pre-Auth/Cert Required
50320	REMOVE KIDNEY, LIVING DO Pre-Auth/Cert Required
50323	PREP CADAVER RENAL ALLOG Pre-Auth/Cert Required
50325	PREP DONOR RENAL GRAFT Pre-Auth/Cert Required
50327	PREP RENAL GRAFT/VENOUS Pre-Auth/Cert Required
50328	PREP RENAL GRAFT/ARTERIA Pre-Auth/Cert Required
50329	PREP RENAL GRAFT/URETERA Pre-Auth/Cert Required
50340	REMOVAL OF KIDNEY Pre-Auth/Cert Required
50360	TRANSPLANTATION OF KIDNE Pre-Auth/Cert Required
50365	TRANSPLANTATION OF KIDNE Pre-Auth/Cert Required
50370	REMOVE TRANSPLANTED KIDN Pre-Auth/Cert Required
50380	REIMPLANTATION OF KIDNEY Pre-Auth/Cert Required
50547	LAPARO REMOVAL DONOR KID Pre-Auth/Cert Required
50549	LAPAROSCOPE PROC, RENAL Pre-Auth/Cert Required
50949	LAPAROSCOPE PROC, URETER Pre-Auth/Cert Required
52441	CYSTOURETHRO W/IMPLANT Pre-Auth/Cert Required
52442	CYSTOURETHRO W/ADDL IMPLANT Pre-Auth/Cert Required
53860	TRANSURETHRAL RF TREATME Pre-Auth/Cert Required
53899	Unlisted UROLOGY SURGERY PROCEDUR Pre-Auth/Cert Required
54125	REMOVAL OF PENIS Pre-Auth/Cert Required
54161	CIRCUMCISION Pre-Auth/Cert Required
54400	INSERT SEMI-RIGID PROSTH Pre-Auth/Cert Required
54401	INSERT SELF-CONTD PROSTH Pre-Auth/Cert Required
54405	INSERT MULTI-COMP PENIS Pre-Auth/Cert Required
54408	REPAIR MULTI-COMP PENIS Pre-Auth/Cert Required
54410	REMOVE/REPLACE PENIS PRO Pre-Auth/Cert Required
54416	REMV/REPL PENIS CONTAIN Pre-Auth/Cert Required
54417	REMV/REPLC PENIS PROS, C Pre-Auth/Cert Required
54660	REVISION OF TESTIS Pre-Auth/Cert Required
