HCPC	Seq Num	RIC	Long Description	Short Description	PI1	PI2	PI3	PI4	MPI	CIM1	CIM2	CIM3	MCM1	MCM2	MCM3	Statute	Lab Cert1	Lab Cert2	Lab Cert3	Lab Cert4	Lab Cert5	Lab Cert6	Lab Cert7	Lab Cert8	X-Ref1	X-Ref2	X-Ref3	X-Ref4	X-Ref5	Coverage	ASC Pay Grp	ASC Pay Grp Eff Date	MOG Pay Grp	MOG Pay Ind	MOG Eff Date	Proc Note	BETOS	FILLER	TOS1	TOS2	TOS3	TOS4	TOS5	Anest Base Units	Code Add Date	Action Eff Date	Term Date	Action Code
   K3	00100	7	LOWER EXTREMITY PROSTHESIS FUNCTIONAL LEVEL 3 - HAS THE ABILITY OR POTENTIAL	Lwr ext prost functnl lvl 3																										C														  0	19930101	19970101		N
   K3	00200	8	FOR AMBULATION WITH VARIABLE CADENCE.  TYPICAL OF THE COMMUNITY AMBULATOR WHO																																													
   K3	00300	8	HAS THE ABILITY TO TRANSVERSE MOST ENVIRONMENTAL BARRIERS AND MAY HAVE																																													
   K3	00400	8	"VOCATIONAL, THERAPEUTIC, OR EXERCISE ACTIVITY THAT DEMANDS PROSTHETIC"																																													
   K3	00500	8	UTILIZATION BEYOND SIMPLE LOCOMOTION.																																													
   K4	00100	7	LOWER EXTREMITY PROSTHESIS FUNCTIONAL LEVEL 4 - HAS THE ABILITY OR POTENTIAL	Lwr ext prost functnl lvl 4																										C														  0	19930101	19970101		N
   K4	00200	8	"FOR PROSTHETIC AMBULATION THAT EXCEEDS THE BASIC AMBULATION SKILLS, EXHIBITING"																																													
   K4	00300	8	"HIGH IMPACT, STRESS, OR ENERGY LEVELS, TYPICAL OF THE PROSTHETIC DEMANDS OF THE"																																													
   K4	00400	8	"CHILD, ACTIVE ADULT, OR ATHLETE."																																													
   KA	00100	7	ADD ON OPTION/ACCESSORY FOR WHEELCHAIR	Wheelchair add-on option/acc																										C														  0	19940101	19970101		N
   KB	00100	7	"BENEFICIARY REQUESTED UPGRADE FOR ABN, MORE THAN 4 MODIFIERS IDENTIFIED ON CLAIM"	>4 modifiers on claim																										C														  0	20030101	20030101		N
   KC	00100	7	REPLACEMENT OF SPECIAL POWER WHEELCHAIR INTERFACE	Repl special pwr wc intrface																										C														  0	20050101	20050101		N
   KD	00100	7	DRUG OR BIOLOGICAL INFUSED THROUGH DME	Drug/biological DME infused																										C														  0	20040101	20040101		N
   KE	00100	7	BID UNDER ROUND ONE OF THE DMEPOS COMPETITIVE BIDDING PROGRAM FOR USE WITH	Bid under round 1 DMEPOS CB																										C														  0	20090101	20090101		N
   KE	00200	8	NON-COMPETITIVE BID BASE EQUIPMENT																																													
   KF	00100	7	ITEM DESIGNATED BY FDA AS CLASS III DEVICE	FDA class III device																										C														  0	20040401	20040401		N
   KG	00100	7	DMEPOS ITEM SUBJECT TO DMEPOS COMPETITIVE BIDDING PROGRAM NUMBER 1	DMEPOS comp bid prgm no 1																										C														  0	20070701	20070701		N
   KH	00100	7	"DMEPOS ITEM, INITIAL CLAIM, PURCHASE OR FIRST MONTH RENTAL"	"DMEPOS ini clm, pur/1 mo rnt"																										C														  0	19940101	19970101		N
   KI	00100	7	"DMEPOS ITEM, SECOND OR THIRD MONTH RENTAL"	DMEPOS 2nd or 3rd mo rental																										C														  0	19940101	19970101		N
   KJ	00100	7	"DMEPOS ITEM, PARENTERAL ENTERAL NUTRITION (PEN) PUMP OR CAPPED RENTAL, MONTHS"	DMEPOS PEN pmp or 4-15mo rnt																										C														  0	19940101	19970101		N
   KJ	00200	8	FOUR TO FIFTEEN																																													
   KK	00100	7	DMEPOS ITEM SUBJECT TO DMEPOS COMPETITIVE BIDDING PROGRAM NUMBER 2	DMEPOS comp bid prgm no 2																										C														  0	20070701	20070701		N
   KL	00100	7	DMEPOS ITEM DELIVERED VIA MAIL	DMEPOS mailorder comp bid																										C														  0	20070701	20090101		N
   KM	00100	7	REPLACEMENT OF FACIAL PROSTHESIS INCLUDING NEW IMPRESSION/MOULAGE	Rplc facial prosth new imp																										C														  0	19960101	20010101		N
   KN	00100	7	REPLACEMENT OF FACIAL PROSTHESIS USING PREVIOUS MASTER MODEL	Rplc facial prosth old mod																										C														  0	19960101	20010101		N
   KO	00100	7	SINGLE DRUG UNIT DOSE FORMULATION	Single drug unit dose form																										C														  0	19970401	19970401		N
   KP	00100	7	FIRST DRUG OF A MULTIPLE DRUG UNIT DOSE FORMULATION	First drug of multi drug u d																										C														  0	19970401	19970401		N
   KQ	00100	7	SECOND OR SUBSEQUENT DRUG OF A MULTIPLE DRUG UNIT DOSE FORMULATION	2nd/subsqnt drg multi drg ud																										C														  0	19970401	19970401		N
   KR	00100	7	"RENTAL ITEM, BILLING FOR PARTIAL MONTH"	Rental item partial month																										C														  0	20020101	20020101		N
   KS	00100	7	GLUCOSE MONITOR SUPPLY FOR DIABETIC BENEFICIARY NOT TREATED WITH INSULIN	Glucose monitor supply																										D						0074								  0	19981001	19981001		N
   KT	00100	7	BENEFICIARY RESIDES IN A COMPETITIVE BIDDING AREA AND TRAVELS OUTSIDE THAT	Item from noncontract supply																										C														  0	20070701	20080401		N
   KT	00200	8	COMPETITIVE BIDDING AREA AND RECEIVES A COMPETITIVE BID ITEM																																													
   KU	00100	7	DMEPOS ITEM SUBJECT TO DMEPOS COMPETITIVE BIDDING PROGRAM NUMBER 3	DMEPOS comp bid prgm no 3																										C														  0	20070701	20070701		N
   KV	00100	7	DMEPOS ITEM SUBJECT TO DMEPOS COMPETITIVE BIDDING PROGRAM THAT IS FURNISHED AS	"DMEPOS item, profession serv"																										C														  0	20080101	20080101		N
   KV	00200	8	PART OF A PROFESSIONAL SERVICE																																													
   KW	00100	7	DMEPOS ITEM SUBJECT TO DMEPOS COMPETITIVE BIDDING PROGRAM NUMBER 4	DMEPOS comp bid prgm no 4																										C														  0	20080101	20080101		N
   KX	00100	7	REQUIREMENTS SPECIFIED IN THE MEDICAL POLICY HAVE BEEN MET	Documentation on file																										C														  0	20020701	20020701		N
   KY	00100	7	DMEPOS ITEM SUBJECT TO DMEPOS COMPETITIVE BIDDING PROGRAM NUMBER 5	DMEPOS comp bid prgm no 5																										C														  0	20080101	20080101		N
   KZ	00100	7	NEW COVERAGE NOT IMPLEMENTED BY MANAGED CARE	New cov not implement by m+c																										C														  0	20031001	20031001		N
   LC	00100	7	LEFT CIRCUMFLEX CORONARY ARTERY	Lft circum coronary artery																										C														  0	19970101	19970101		N
   LD	00100	7	LEFT ANTERIOR DESCENDING CORONARY ARTERY	Left ant des coronary artery																										C														  0	19970101	19970101		N
   LL	00100	7	LEASE/RENTAL (USE THE 'LL' MODIFIER WHEN DME EQUIPMENT RENTAL IS TO BE APPLIED	Lease/rental (appld to pur)																										C														  0	19840101	19970101		N
   LL	00200	8	AGAINST THE PURCHASE PRICE)																																													
   LR	00100	7	LABORATORY ROUND TRIP	Laboratory round trip																										C														  0	19870101	19970101		N
   LS	00100	7	FDA-MONITORED INTRAOCULAR LENS IMPLANT	FDA-monitored IOL implant						65-7																				D														  0	19910101	19970101		N
   LT	00100	7	LEFT SIDE (USED TO IDENTIFY PROCEDURES PERFORMED ON THE LEFT SIDE OF THE BODY)	Left side																										C														  0	19840101	19970101		N
   M2	00100	7	MEDICARE SECONDARY PAYER (MSP)	Medicare secondary payer																										C														  0	20070101	20070101		N
   MS	00100	7	SIX MONTH MAINTENANCE AND SERVICING FEE FOR REASONABLE AND NECESSARY PARTS AND	6-mo maint/svc fee parts/lbr																										C														  0	19890101	19970101		N
   MS	00200	8	LABOR WHICH ARE NOT COVERED UNDER ANY MANUFACTURER OR SUPPLIER WARRANTY																																													
   NB	00100	7	"NEBULIZER SYSTEM, ANY TYPE, FDA-CLEARED FOR USE WITH SPECIFIC DRUG"	Drug specific nebulizer																										C														  0	20110101	20110101		A
   NR	00100	7	NEW WHEN RENTED (USE THE 'NR' MODIFIER WHEN DME WHICH WAS NEW AT THE TIME OF	New when rented																										C														  0	19840101	19970101		N
   NR	00200	8	RENTAL IS SUBSEQUENTLY PURCHASED)																																													
   NU	00100	7	NEW EQUIPMENT	New equipment																										C														  0	19840101	19970101		N
   P1	00100	7	A NORMAL HEALTHY PATIENT	Normal healthy patient																										C														  0	20060101	20060101		N
   P2	00100	7	A PATIENT WITH MILD SYSTEMIC DISEASE	Patient w/mild syst disease																										C														  0	20060101	20060101		N
   P3	00100	7	A PATIENT WITH SEVERE SYSTEMIC DISEASE	Patient w/severe sys disease																										C														  0	20060101	20060101		N
   P4	00100	7	A PATIENT WITH SEVERE SYSTEMIC DISEASE THAT IS A CONSTANT THREAT TO LIFE	Pt w/sev sys dis threat life																										C														  0	20060101	20060101		N
   P5	00100	7	A MORIBUND PATIENT WHO IS NOT EXPECTED TO SURVIVE WITHOUT THE OPERATION	Pt not expect surv w/o oper																										C														  0	20060101	20060101		N
   P6	00100	7	A DECLARED BRAIN-DEAD PATIENT WHOSE ORGANS ARE BEING REMOVED FOR DONOR PURPOSES	Brain-dead pt organs removed																										C														  0	20060101	20060101		N
   PA	00100	7	SURGICAL OR OTHER INVASIVE PROCEDURE ON WRONG BODY PART	"Surgery, wrong body part"																										I														  0	20090701	20090701		A
   PB	00100	7	SURGICAL OR OTHER INVASIVE PROCEDURE ON WRONG PATIENT	"Surgery, wrong patient"																										I														  0	20090701	20090701		A
   PC	00100	7	WRONG SURGERY OR OTHER INVASIVE PROCEDURE ON PATIENT	Wrong surgery on patient																										I														  0	20090701	20090701		A
   PI	00100	7	POSITRON EMISSION TOMOGRAPHY (PET) OR PET/COMPUTED TOMOGRAPHY (CT) TO INFORM	PET tumor init tx strat																										C														  0	20090701	20090701		A
   PI	00200	8	THE INITIAL TREATMENT STRATEGY OF TUMORS THAT ARE BIOPSY PROVEN OR STRONGLY																																													
   PI	00300	8	SUSPECTED OF BEING CANCEROUS BASED ON OTHER DIAGNOSTIC TESTING																																													
   PL	00100	7	PROGRESSIVE ADDITION LENSES	Progressive addition lenses																										C														  0	19890101	19970101		N
   PS	00100	7	POSITRON EMISSION TOMOGRAPHY (PET) OR PET/COMPUTED TOMOGRAPHY (CT) TO INFORM	PET tumor subsq tx strategy																										C														  0	20090701	20090701		A
   PS	00200	8	THE SUBSEQUENT TREATMENT STRATEGY OF CANCEROUS TUMORS WHEN THE BENEFICIARY'S																																													
   PS	00300	8	TREATING PHYSICIAN DETERMINES THAT THE PET STUDY IS NEEDED TO INFORM SUBSEQUENT																																													
   PS	00400	8	ANTI-TUMOR STRATEGY																																													
   PT	00100	7	COLORECTAL CANCER SCREENING TEST; CONVERTED TO DIAGNOSTIC TEST OR OTHER	Clrctal screen to diagn																										C														  0	20110101	20110101		A
   PT	00200	8	PROCEDURE																																													
   Q0	00100	7	INVESTIGATIONAL CLINICAL SERVICE PROVIDED IN A CLINICAL RESEARCH STUDY THAT IS	Invest clinical research																										D						0146								  0	20080101	20080101		N
   Q0	00200	8	IN AN APPROVED CLINICAL RESEARCH STUDY																																													
   Q1	00100	7	ROUTINE CLINICAL SERVICE PROVIDED IN A CLINICAL RESEARCH STUDY THAT IS IN AN	Routine clinical research																										D						0146								  0	20080101	20080101		N
   Q1	00200	8	APPROVED CLINICAL RESEARCH STUDY																																													
   Q2	00100	7	HCFA/ORD DEMONSTRATION PROJECT PROCEDURE/SERVICE	HCFA/ORD demo procedure/svc																										C						0046								  0	19920101	19970101		N
   Q3	00100	7	LIVE KIDNEY DONOR SURGERY AND RELATED SERVICES	Live donor surgery/services																										C														  0	19950101	20030101		N
   Q4	00100	7	SERVICE FOR ORDERING/REFERRING PHYSICIAN QUALIFIES AS A SERVICE EXEMPTION	Svc exempt - ordrg/rfrng MD																										C														  0	19940101	19970101		N
   Q5	00100	7	SERVICE FURNISHED BY A SUBSTITUTE PHYSICIAN UNDER A RECIPROCAL BILLING	"Subst MD svc, recip bill arr"									3060.6																	D														  0	19930101	19970101		N
   Q5	00200	8	ARRANGEMENT																																													
   Q6	00100	7	SERVICE FURNISHED BY A LOCUM TENENS PHYSICIAN	Locum tenens MD service									3060.7																	D														  0	19930101	19970101		N
   Q7	00100	7	ONE CLASS A FINDING	One Class A finding																										C														  0	19950101	19970101		N
   Q8	00100	7	TWO CLASS B FINDINGS	Two Class B findings																										C														  0	19950101	19970101		N
   Q9	00100	7	ONE CLASS B AND TWO CLASS C FINDINGS	1 Class B & 2 Class C fndngs																										C														  0	19950101	19970101		N
   QA	00100	7	FDA INVESTIGATIONAL DEVICE EXEMPTION	FDA investigational device																										C														  0	19960101	20080101	20071231	N
   QC	00100	7	SINGLE CHANNEL MONITORING	Single channel monitoring																										C														  0	19890101	19970101		N
   QD	00100	7	RECORDING AND STORAGE IN SOLID STATE MEMORY BY A DIGITAL RECORDER	Rcrdg/strg in sld st memory																										C														  0	19890101	19970101		N
   QE	00100	7	PRESCRIBED AMOUNT OF OXYGEN IS LESS THAN 1 LITER PER MINUTE (LPM)	Prescribed oxygen < 1 LPM																										C														  0	19890101	19970101		N
   QF	00100	7	PRESCRIBED AMOUNT OF OXYGEN EXCEEDS 4 LITERS PER MINUTE (LPM) AND PORTABLE	Prscrbd oxygen >4 LPM & port																										C														  0	19890101	19970101		N
   QF	00200	8	OXYGEN IS PRESCRIBED																																													
   QG	00100	7	PRESCRIBED AMOUNT OF OXYGEN IS GREATER THAN 4 LITERS PER MINUTE(LPM)	Prescribed oxygen > 4 LPM																										C														  0	19890101	19970101		N
   QH	00100	7	OXYGEN CONSERVING DEVICE IS BEING USED WITH AN OXYGEN DELIVERY SYSTEM	Oxygen cnsrvg dvc w del sys																										C														  0	19890101	19970101		N
   QJ	00100	7	"SERVICES/ITEMS PROVIDED TO A PRISONER OR PATIENT IN STATE OR LOCAL CUSTODY,"	Patient in state/locl custod																										D						0111								  0	20030101	20030101		N
   QJ	00200	8	"HOWEVER THE STATE OR LOCAL GOVERNMENT, AS APPLICABLE, MEETS THE REQUIREMENTS IN"																																													
   QJ	00300	8	42 CFR 411.4 (B)																																													
   QK	00100	7	"MEDICAL DIRECTION OF TWO, THREE, OR FOUR CONCURRENT ANESTHESIA PROCEDURES"	Med dir 2-4 cncrnt anes proc									3350.5																	D														  0	19950101	20010101		N
   QK	00200	8	INVOLVING QUALIFIED INDIVIDUALS																																													
   QL	00100	7	PATIENT PRONOUNCED DEAD AFTER AMBULANCE CALLED	Patient died after amb call																										C														  0	19990101	19990101		N
   QM	00100	7	AMBULANCE SERVICE PROVIDED UNDER ARRANGEMENT BY A PROVIDER OF SERVICES	Ambulance arr by provider																										C														  0	19960101	19990101		N
   QN	00100	7	AMBULANCE SERVICE FURNISHED DIRECTLY BY A PROVIDER OF SERVICES	Ambulance furn by provider																										C														  0	19960101	19990101		N
   QP	00100	7	DOCUMENTATION IS ON FILE SHOWING THAT THE LABORATORY TEST(S) WAS ORDERED	Individually ordered lab tst									7517.1																	D														  0	19960101	19960301		N
   QP	00200	8	INDIVIDUALLY OR ORDERED AS A CPT-RECOGNIZED PANEL OTHER THAN AUTOMATED PROFILE																																													
   QP	00300	8	"CODES 80002-80019, G0058, G0059, AND G0060."																																													
