ndc	atc	description
00031-8716-12	R01BA	Sympathomimetics
00031-8716-12	S01FB	Sympathomimetics excl. antiglaucoma preparations
00031-8716-12	S01GA	Sympathomimetics used as decongestants
00031-8717-12	R05DA	Opium alkaloids and derivatives
00031-8717-12	R06AA	Aminoalkyl ethers
00031-8736-12	R05DA	Opium alkaloids and derivatives
00031-8736-12	R05CA	Expectorants
00031-8738-12	R05DA	Opium alkaloids and derivatives
00031-8738-12	R05CA	Expectorants
00031-8738-18	R05DA	Opium alkaloids and derivatives
00031-8738-18	R05CA	Expectorants
00031-8739-12	R05DA	Opium alkaloids and derivatives
00031-8739-12	R05CA	Expectorants
00031-8757-18	R05DA	Opium alkaloids and derivatives
00031-8757-18	R05CA	Expectorants
00032-1203-70	A09AA	Enzyme preparations
00032-1206-01	A09AA	Enzyme preparations
00032-1212-01	A09AA	Enzyme preparations
00032-1224-01	A09AA	Enzyme preparations
00032-1904-82	A01AC	Corticosteroids for local oral treatment
00032-1904-82	A07EA	Corticosteroids acting locally
00032-1904-82	C05AA	Corticosteroids
00032-1904-82	D07AA	"Corticosteroids, weak (group I)"
00032-1904-82	D07XA	"Corticosteroids, weak, other combinations"
00032-1904-82	H02AB	Glucocorticoids
00032-1904-82	S01BA	"Corticosteroids, plain"
00032-1904-82	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00032-1904-82	S02BA	Corticosteroids
00032-3016-13	A09AA	Enzyme preparations
00037-0066-03	A07EC	Aminosalicylic acid and similar agents
00037-0066-06	A07EC	Aminosalicylic acid and similar agents
00037-0243-30	R01AC	"Antiallergic agents, excl. corticosteroids"
00037-0243-30	R06AX	Other antihistamines for systemic use
00037-0243-30	S01GX	Other antiallergics
00037-0245-23	R01AC	"Antiallergic agents, excl. corticosteroids"
00037-0245-23	R06AX	Other antihistamines for systemic use
00037-0245-23	S01GX	Other antiallergics
00037-0245-23	D07AC	"Corticosteroids, potent (group III)"
00037-0245-23	R01AD	Corticosteroids
00037-0245-23	R03BA	Glucocorticoids
00037-0430-01	N03AX	Other antiepileptics
00037-0431-01	N03AX	Other antiepileptics
00037-0442-17	N03AX	Other antiepileptics
00037-0678-08	A07EB	"Antiallergic agents, excl. corticosteroids"
00037-0678-08	D11AH	"Agents for dermatitis, excluding corticosteroids"
00037-0678-08	R01AC	"Antiallergic agents, excl. corticosteroids"
00037-0678-08	R03BC	"Antiallergic agents, excl. corticosteroids"
00037-0678-08	S01GX	Other antiallergics
00037-3510-01	C03CA	"Sulfonamides, plain"
00037-4401-01	M01CC	Penicillamine and similar agents
00037-6050-30	N05CF	Benzodiazepine related drugs
00037-6321-90	A03BA	"Belladonna alkaloids, tertiary amines"
00037-6321-90	G04BX	Other urologicals
00037-6321-90	J01XX	Other antibacterials
00037-6321-90	V03AB	Antidotes
00037-6321-90	V04CG	Tests for gastric secretion
00037-6631-04	D06BA	Sulfonamides
00037-6631-04	J01EB	Short-acting sulfonamides
00037-6820-04	B05CB	Salt solutions
00037-6820-04	B05XA	Electrolyte solutions
00037-6820-04	A06AD	Osmotically acting laxatives
00037-6820-04	A12CA	Sodium
00037-6820-04	A12BA	Potassium
00037-6823-15	C05AD	Local anesthetics
00037-6823-15	D04AB	Anesthetics for topical use
00037-6830-15	A01AC	Corticosteroids for local oral treatment
00037-6830-15	A07EA	Corticosteroids acting locally
00037-6830-15	C05AA	Corticosteroids
00037-6830-15	D07AA	"Corticosteroids, weak (group I)"
00037-6830-15	D07XA	"Corticosteroids, weak, other combinations"
00037-6830-15	H02AB	Glucocorticoids
00037-6830-15	S01BA	"Corticosteroids, plain"
00037-6830-15	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00037-6830-15	S02BA	Corticosteroids
00037-6860-10	A07EC	Aminosalicylic acid and similar agents
00037-8110-01	C01EA	Prostaglandins
00037-8110-01	G04BE	Drugs used in erectile dysfunction
00037-8120-01	C01EA	Prostaglandins
00037-8120-01	G04BE	Drugs used in erectile dysfunction
00037-8130-01	C01EA	Prostaglandins
00037-8130-01	G04BE	Drugs used in erectile dysfunction
00037-8140-01	C01EA	Prostaglandins
00037-8140-01	G04BE	Drugs used in erectile dysfunction
00039-0019-01	J01DD	Third-generation cephalosporins
00039-0221-10	A10BB	Sulfonylureas
00039-0222-10	A10BB	Sulfonylureas
00039-0223-10	A10BB	Sulfonylureas
00043-6345-04	R05DA	Opium alkaloids and derivatives
00043-6345-04	C01CA	Adrenergic and dopaminergic agents
00043-6345-04	R01AA	"Sympathomimetics, plain"
00043-6345-04	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00043-6345-04	R01BA	Sympathomimetics
00043-6345-04	S01FB	Sympathomimetics excl. antiglaucoma preparations
00043-6345-04	S01GA	Sympathomimetics used as decongestants
00044-2100-71	D06BA	Sulfonamides
00045-0080-02	A09AA	Enzyme preparations
00046-0749-05	G03CA	"Natural and semisynthetic estrogens, plain"
00046-0867-91	G03CA	"Natural and semisynthetic estrogens, plain"
00046-0872-21	G03CA	"Natural and semisynthetic estrogens, plain"
00046-1065-05	S01EB	Parasympathomimetics
00046-1108-11	G03CA	"Natural and semisynthetic estrogens, plain"
00046-1108-11	G03AC	Progestogens
00046-1108-11	G03DA	Pregnen (4) derivatives
00046-1108-11	L02AB	Progestogens
00046-2575-12	G03CA	"Natural and semisynthetic estrogens, plain"
00046-2575-12	G03AC	Progestogens
00046-2575-12	G03DA	Pregnen (4) derivatives
00046-2575-12	L02AB	Progestogens
00047-0057-24	M03BX	Other centrally acting agents
00049-0013-81	J01CR	"Combinations of penicillins, incl. beta-lactamase inhibitors"
00049-0013-81	J01CG	Beta-lactamase inhibitors
00049-0013-81	J01CA	Penicillins with extended spectrum
00049-0013-81	S01AA	Antibiotics
00049-0014-81	J01CR	"Combinations of penicillins, incl. beta-lactamase inhibitors"
00049-0014-81	J01CG	Beta-lactamase inhibitors
00049-0014-81	J01CA	Penicillins with extended spectrum
00049-0014-81	S01AA	Antibiotics
00049-0050-01	N06AB	Selective serotonin reuptake inhibitors
00049-0116-28	J02AX	Other antimycotics for systemic use
00049-0174-02	A10BB	Sulfonylureas
00049-0430-20	J01CE	Beta-lactamase sensitive penicillins
00049-0430-20	S01AA	Antibiotics
00049-1203-01	N05AE	Indole derivatives
00049-2330-45	N02CC	Selective serotonin (5HT1) agonists
00049-2340-05	N02CC	Selective serotonin (5HT1) agonists
00049-2720-30	C02CA	Alpha-adrenoreceptor antagonists
00049-2750-66	C02CA	Alpha-adrenoreceptor antagonists
00049-2760-66	C02CA	Alpha-adrenoreceptor antagonists
00049-3160-44	J02AC	Triazole derivatives
00049-3170-30	J02AC	Triazole derivatives
00049-3180-30	J02AC	Triazole derivatives
00049-3190-01	J02AC	Triazole derivatives
00049-3410-30	D01AC	Imidazole and triazole derivatives
00049-3410-30	J02AC	Triazole derivatives
00049-3420-30	D01AC	Imidazole and triazole derivatives
00049-3420-30	J02AC	Triazole derivatives
00049-3440-19	D01AC	Imidazole and triazole derivatives
00049-3440-19	J02AC	Triazole derivatives
00049-3450-19	D01AC	Imidazole and triazole derivatives
00049-3450-19	J02AC	Triazole derivatives
00049-4910-50	N06AB	Selective serotonin reuptake inhibitors
00051-0022-21	A04AD	Other antiemetics
00051-0023-21	A04AD	Other antiemetics
00051-8462-01	G03BA	3-oxoandrosten (4) derivatives
00051-8462-12	G03BA	3-oxoandrosten (4) derivatives
00052-0105-30	N06AX	Other antidepressants
00052-0106-06	N06AX	Other antidepressants
00052-0107-30	N06AX	Other antidepressants
00052-0108-06	N06AX	Other antidepressants
00052-0109-30	N06AX	Other antidepressants
00052-0110-06	N06AX	Other antidepressants
00052-0261-08	G03AC	Progestogens
00052-0261-08	G03AA	"Progestogens and estrogens, fixed combinations"
00052-0261-08	G03AB	"Progestogens and estrogens, sequential preparations"
00052-0261-08	G03CA	"Natural and semisynthetic estrogens, plain"
00052-0261-08	L02AA	Estrogens
00052-0274-01	G03AC	Progestogens
00052-0313-01	G03GA	Gonadotropins
00052-0316-01	G03GA	Gonadotropins
00052-0326-01	G03GA	Gonadotropins
00053-6871-00	H01BA	Vasopressin and analogues
00053-8133-02	B02BD	Blood coagulation factors
00053-8134-02	B02BD	Blood coagulation factors
00054-0137-49	N06DA	Anticholinesterases
00054-0228-49	M01AC	Oxicams
00054-0243-24	R05DA	Opium alkaloids and derivatives
00054-0244-24	R05DA	Opium alkaloids and derivatives
00054-0245-25	R05DA	Opium alkaloids and derivatives
00054-3176-44	A01AC	Corticosteroids for local oral treatment
00054-3176-44	C05AA	Corticosteroids
00054-3176-44	D07AB	"Corticosteroids, moderately potent (group II)"
00054-3176-44	D07XB	"Corticosteroids, moderately potent, other combinations"
00054-3176-44	D10AA	"Corticosteroids, combinations for treatment of acne"
00054-3176-44	H02AB	Glucocorticoids
00054-3176-44	R01AD	Corticosteroids
00054-3176-44	S01BA	"Corticosteroids, plain"
00054-3176-44	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00054-3176-44	S02BA	Corticosteroids
00054-3176-44	S03BA	Corticosteroids
00054-3177-57	A01AC	Corticosteroids for local oral treatment
00054-3177-57	C05AA	Corticosteroids
00054-3177-57	D07AB	"Corticosteroids, moderately potent (group II)"
00054-3177-57	D07XB	"Corticosteroids, moderately potent, other combinations"
00054-3177-57	D10AA	"Corticosteroids, combinations for treatment of acne"
00054-3177-57	H02AB	Glucocorticoids
00054-3177-57	R01AD	Corticosteroids
00054-3177-57	S01BA	"Corticosteroids, plain"
00054-3177-57	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00054-3177-57	S02BA	Corticosteroids
00054-3177-57	S03BA	Corticosteroids
00054-3185-44	N05BA	Benzodiazepine derivatives
00054-3188-63	N05BA	Benzodiazepine derivatives
00054-3545-63	N02AB	Phenylpiperidine derivatives
00054-3553-44	N07BC	Drugs used in opioid dependence
00054-3567-49	A02AA	Magnesium compounds
00054-3567-49	G04BX	Other urologicals
00054-3721-44	A07EA	Corticosteroids acting locally
00054-3721-44	H02AB	Glucocorticoids
00054-3727-63	C07AA	"Beta blocking agents, non-selective"
00054-3730-63	C07AA	"Beta blocking agents, non-selective"
00054-4181-25	A01AC	Corticosteroids for local oral treatment
00054-4181-25	C05AA	Corticosteroids
00054-4181-25	D07AB	"Corticosteroids, moderately potent (group II)"
00054-4181-25	D07XB	"Corticosteroids, moderately potent, other combinations"
00054-4181-25	D10AA	"Corticosteroids, combinations for treatment of acne"
00054-4181-25	H02AB	Glucocorticoids
00054-4181-25	R01AD	Corticosteroids
00054-4181-25	S01BA	"Corticosteroids, plain"
00054-4181-25	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00054-4181-25	S02BA	Corticosteroids
00054-4181-25	S03BA	Corticosteroids
00054-4218-25	N07BC	Drugs used in opioid dependence
00054-4219-25	N07BC	Drugs used in opioid dependence
00054-4721-25	A03AB	"Synthetic anticholinergics, quaternary ammonium compounds"
00056-0176-01	B01AA	Vitamin K antagonists
00056-0470-30	J05AG	Non-nucleoside reverse transcriptase inhibitors
00065-0096-05	C05AA	Corticosteroids
00065-0096-05	D07AB	"Corticosteroids, moderately potent (group II)"
00065-0096-05	D07XB	"Corticosteroids, moderately potent, other combinations"
00065-0096-05	D10AA	"Corticosteroids, combinations for treatment of acne"
00065-0096-05	S01BA	"Corticosteroids, plain"
00065-0096-05	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00065-0246-10	C07AB	"Beta blocking agents, selective"
00065-0246-10	S01ED	Beta blocking agents
00065-0303-55	A03BA	"Belladonna alkaloids, tertiary amines"
00065-0303-55	S01FA	Anticholinergics
00065-0325-05	S01GX	Other antiallergics
00065-0345-10	S01GX	Other antiallergics
00065-0355-03	S01FA	Anticholinergics
00065-0359-02	S01FA	Anticholinergics
00065-0359-02	C01CA	Adrenergic and dopaminergic agents
00065-0359-02	R01AA	"Sympathomimetics, plain"
00065-0359-02	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00065-0359-02	R01BA	Sympathomimetics
00065-0359-02	S01FB	Sympathomimetics excl. antiglaucoma preparations
00065-0359-02	S01GA	Sympathomimetics used as decongestants
00065-0395-15	S01FA	Anticholinergics
00065-0411-30	D08AG	Iodine products
00065-0411-30	D09AA	Medicated dressings with antiinfectives
00065-0411-30	D11AC	Medicated shampoos
00065-0411-30	G01AX	Other antiinfectives and antiseptics
00065-0411-30	R02AA	Antiseptics
00065-0411-30	S01AX	Other antiinfectives
00065-0416-25	S01KA	Viscoelastic substances
00065-0419-18	S01KA	Viscoelastic substances
00065-0426-36	S01KA	Viscoelastic substances
00065-0426-36	A06AG	Enemas
00065-0426-36	A06AX	Other drugs for constipation
00065-0509-35	A06AA	"Softeners, emollients"
00065-0543-01	A01AC	Corticosteroids for local oral treatment
00065-0543-01	C05AA	Corticosteroids
00065-0543-01	D07AB	"Corticosteroids, moderately potent (group II)"
00065-0543-01	D07XB	"Corticosteroids, moderately potent, other combinations"
00065-0543-01	H02AB	Glucocorticoids
00065-0543-01	R01AD	Corticosteroids
00065-0543-01	R03BA	Glucocorticoids
00065-0543-01	S01BA	"Corticosteroids, plain"
00065-0631-36	A01AC	Corticosteroids for local oral treatment
00065-0631-36	C05AA	Corticosteroids
00065-0631-36	D07AB	"Corticosteroids, moderately potent (group II)"
00065-0631-36	D07XB	"Corticosteroids, moderately potent, other combinations"
00065-0631-36	D10AA	"Corticosteroids, combinations for treatment of acne"
00065-0631-36	H02AB	Glucocorticoids
00065-0631-36	R01AD	Corticosteroids
00065-0631-36	S01BA	"Corticosteroids, plain"
00065-0631-36	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00065-0631-36	S02BA	Corticosteroids
00065-0631-36	S03BA	Corticosteroids
00065-0631-36	A01AB	Antiinfectives and antiseptics for local oral treatment
00065-0631-36	A07AA	Antibiotics
00065-0631-36	B05CA	Antiinfectives
00065-0631-36	D06AX	Other antibiotics for topical use
00065-0631-36	J01GB	Other aminoglycosides
00065-0631-36	R02AB	Antibiotics
00065-0631-36	S01AA	Antibiotics
00065-0631-36	S02AA	Antiinfectives
00065-0631-36	S03AA	Antiinfectives
00065-0631-36	J01XB	Polymyxins
00065-0645-15	A01AB	Antiinfectives and antiseptics for local oral treatment
00065-0645-15	A07AA	Antibiotics
00065-0645-15	D01AA	Antibiotics
00065-0645-15	G01AA	Antibiotics
00065-0645-15	S01AA	Antibiotics
00065-0652-05	J01GB	Other aminoglycosides
00065-0652-05	S01AA	Antibiotics
00065-0652-05	A01AC	Corticosteroids for local oral treatment
00065-0652-05	C05AA	Corticosteroids
00065-0652-05	D07AB	"Corticosteroids, moderately potent (group II)"
00065-0652-05	D07XB	"Corticosteroids, moderately potent, other combinations"
00065-0652-05	D10AA	"Corticosteroids, combinations for treatment of acne"
00065-0652-05	H02AB	Glucocorticoids
00065-0652-05	R01AD	Corticosteroids
00065-0652-05	S01BA	"Corticosteroids, plain"
00065-0652-05	S01CB	Corticosteroids/antiinfectives/mydriatics in combination
00065-0652-05	S02BA	Corticosteroids
00065-0652-05	S03BA	Corticosteroids
00065-0654-35	J01MA	Fluoroquinolones
00065-0654-35	S01AE	Fluoroquinolones
00065-0654-35	S02AA	Antiinfectives
00065-0654-35	S03AA	Antiinfectives
00065-0660-10	S01EA	Sympathomimetics in glaucoma therapy
00065-0665-05	S01EA	Sympathomimetics in glaucoma therapy
00065-0741-12	C05AD	Local anesthetics
00065-0741-12	D04AB	Anesthetics for topical use
00065-0741-12	N01BA	Esters of aminobenzoic acid
00065-0741-12	S01HA	Local anesthetics
00065-0795-15	A12AA	Calcium
00065-0795-15	B05XA	Electrolyte solutions
00065-0795-15	G04BA	Acidifiers
00065-0795-15	B05CB	Salt solutions
00065-0795-15	A12CC	Magnesium
00065-0795-15	A12BA	Potassium
00065-0795-15	A12CA	Sodium
00065-4147-27	D11AX	Other dermatologicals
00065-4147-27	S01EA	Sympathomimetics in glaucoma therapy
00065-4147-27	S01EC	Carbonic anhydrase inhibitors
00065-4273-25	R01AC	"Antiallergic agents, excl. corticosteroids"
00065-4273-25	S01GX	Other antiallergics
00067-0005-24	A06AB	Contact laxatives
00067-0016-24	A06AB	Contact laxatives
00067-0949-15	A01AB	Antiinfectives and antiseptics for local oral treatment
00067-0949-15	A07AC	Imidazole derivatives
00067-0949-15	D01AC	Imidazole and triazole derivatives
00067-0949-15	G01AF	Imidazole derivatives
00067-0949-15	J02AB	Imidazole derivatives
00067-0949-15	S02AA	Antiinfectives
00067-2000-20	A01AD	Other agents for local oral treatment
00067-2000-20	B01AC	Platelet aggregation inhibitors excl. heparin
00067-2000-20	N02BA	Salicylic acid and derivatives
00067-2000-20	N02BE	Anilides
00067-2000-20	N06BC	Xanthine derivatives
00067-2035-20	A01AD	Other agents for local oral treatment
00067-2035-20	B01AC	Platelet aggregation inhibitors excl. heparin
00067-2035-20	N02BA	Salicylic acid and derivatives
00067-2035-20	N02BE	Anilides
00067-2035-20	N06BC	Xanthine derivatives
00067-2045-24	N02BE	Anilides
00067-2045-24	N06BC	Xanthine derivatives
00067-6279-35	A02AC	Calcium compounds
00067-6279-35	A12AA	Calcium
00067-6281-71	A02AB	Aluminium compounds
00067-6281-71	A02AA	Magnesium compounds
00067-6281-71	G04BX	Other urologicals
00067-6282-12	A02AB	Aluminium compounds
00067-6282-12	A02AA	Magnesium compounds
00067-6282-12	G04BX	Other urologicals
00067-6286-14	A02BC	Proton pump inhibitors
00067-6292-83	D01AE	Other antifungals for topical use
00067-6292-83	D01BA	Antifungals for systemic use
00067-7916-06	N02BE	Anilides
00067-7916-06	D04AA	Antihistamines for topical use
00067-7916-06	R06AB	Substituted alkylamines
00067-7916-06	C01CA	Adrenergic and dopaminergic agents
00067-7916-06	R01AA	"Sympathomimetics, plain"
00067-7916-06	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00067-7916-06	R01BA	Sympathomimetics
00067-7916-06	S01FB	Sympathomimetics excl. antiglaucoma preparations
00067-7916-06	S01GA	Sympathomimetics used as decongestants
00067-7918-06	N02BE	Anilides
00067-7918-06	D04AA	Antihistamines for topical use
00067-7918-06	R06AA	Aminoalkyl ethers
00067-7918-06	C01CA	Adrenergic and dopaminergic agents
00067-7918-06	R01AA	"Sympathomimetics, plain"
00067-7918-06	R01AB	"Sympathomimetics, combinations excl. corticosteroids"
00067-7918-06	R01BA	Sympathomimetics
00067-7918-06	S01FB	Sympathomimetics excl. antiglaucoma preparations
00067-7918-06	S01GA	Sympathomimetics used as decongestants
00068-0015-01	N06AA	Non-selective monoamine reuptake inhibitors
00068-0020-01	N06AA	Non-selective monoamine reuptake inhibitors
00068-0021-50	N06AA	Non-selective monoamine reuptake inhibitors
00068-0418-30	A06AC	Bulk-forming laxatives
00068-0420-17	A06AC	Bulk-forming laxatives
00068-0509-60	J04AM	Combinations of drugs for treatment of tuberculosis
