source	count	destination
2016-058 S  4,0 mL EDTA x 2	4	IGNORE
Protein S Ag (frit;imm.);P	4	IGNORE
Serum Rød 10 ml x 1, OC Recur	4	IGNORE
Pr. 2010 DUAL(bes.3-9-15-21)(urin)	4	IGNORE
2013-069 3 mL Hirudingl. x 1	4	IGNORE
Pr. 2010 DUAL(bes.6-12-18-24)	4	IGNORE
2013-069 4,5 mL BLÅ x 1	4	IGNORE
NIL-kontrol	4	IGNORE
2017-002 Q KCVI 2016 visit 1	4	IGNORE
Tick-borne encep.Ab tolkning;P	4	IGNORE
2013-069 2,5 mL GUL x 2	4	IGNORE
2018-010 Å 2,5 mL RØD x 1	4	IGNORE
EDTA k2 lilla 3 ml x 1, WW2	4	IGNORE
2017-014 B AVADEC Visit 2+4 Safety	4	IGNORE
EDTA k2 lilla 4 ml x 1, ON	4	IGNORE
2017-002 Q KCVI 2016 visit 2	4	IGNORE
Pr. 2011-035 PEJ BIOREX	4	IGNORE
Kobolt;P	4	IGNORE
2017-002 Q 10 mL EDTA x 2	4	IGNORE
2017-002 Q 10 mL EDTA x 1	4	IGNORE
Ananas (f210)-IgE;P	4	IGNORE
2013-068 B LIVE Visit 1-2 Urin	4	IGNORE
2018-010 Å 2,0 mL EDTA x 1	4	IGNORE
HIV-1 genotypisk resistens;P	4	IGNORE
2018-010 Å 4,0 mL EDTA x 1 is	4	IGNORE
Pr. 2010 DUAL(bes.6-12-18-24)(urin)	4	IGNORE
Teknisk Paracetamol	4	IGNORE
2008-044 4 ml EDTA x 3	4	IGNORE
Projekt PARA-DESE registrering	4	IGNORE
2013-069 4,5 mL BLÅ x 3	4	IGNORE
Rickettsia Ab, tolkning;P	4	IGNORE
CD34 membranmarkør;B	4	IGNORE
Erytrocytter;Perikv	4	IGNORE
Teknisk analyse til HCV;P	4	IGNORE
2010-030-008 DCB Mamma udv indsaml.	4	IGNORE
Kalium;Øjenv	4	IGNORE
AA21-004 TEK-RØD10	4	IGNORE
Autoimmun synaptisk ence. grp;Csv	4	IGNORE
Proj-002 COVAC-Tx pakke 5	4	IGNORE
Ecstacy-U	4	IGNORE
Hepatitis D virus-Ab;P	4	IGNORE
Serum rød 10 ml x 1, Daratumumab	4	IGNORE
Streptococ.pneu-Ab(IgG)7/13valent;P	4	IGNORE
Musling (f207)-IgE;P	4	IGNORE
2012-053 PET MM Proteom Blod	4	IGNORE
Aripiprazol+Dehydroaripiprazol;P	4	IGNORE
2021-076 V 3 mL BRUN 1 stk	4	IGNORE
2021-010 Å INDEED Tid 10-15 stor P	4	IGNORE
Aggregation, trombin rec. 32;Trc(B)	4	IGNORE
Treponema pallidum flagel-Ab(IgG);P	4	IGNORE
Bas.fos. lever canaliculi.;BasF(P)	4	IGNORE
Protein S frit / Koag.faktor X;P	4	IGNORE
Imipramin;P	4	IGNORE
Triglycerid;Asc	4	IGNORE
2017-042 S 6 mL RØD x 6	4	IGNORE
Bas.fos. leverendoteltype;BasF(P)	4	IGNORE
Teknisk analyse 9, 25OHD3	4	IGNORE
2016-058 S  6,0 mL RØD x 5	4	IGNORE
Galactosyl-(1-3)galact.(o215)-IgE;P	4	IGNORE
Protein C / Koag.faktor X;P	4	IGNORE
Koagulationsfaktor II (imm.);P	4	IGNORE
Vanillylmandelat [VMA];Pt(U)	4	IGNORE
Erythropoietin;P	4	IGNORE
Haemophilus influenzae b-Ab(IgA);P	4	IGNORE
Leukocytter;Perikv	4	IGNORE
Projekt PREDICT Amb	4	IGNORE
HFE-gen;DNA	4	IGNORE
Karbamid;Drænv	4	IGNORE
Rickettsia-IgG;P	4	IGNORE
Plasmodium (malaria?);Erc(B)	4	IGNORE
Treponema pallidum flagel-Ab(IgM);P	4	IGNORE
SMAD4-gen;DNA	4	IGNORE
Desipramin;P	4	IGNORE
Rickettsia-Ab(IgM);P	4	IGNORE
Apixaban;P	4	IGNORE
Human herpesvirus 8(DNA);P	4	IGNORE
2016-033 KGA genUGI 3 glas	4	IGNORE
2008-044 6,0 mL RØD	4	IGNORE
Dueserumprotein (e93)-IgG;P	4	IGNORE
2015-075 4 mL RØD	4	IGNORE
2015-075 4 mL EDTA uden centrifug	4	IGNORE
TCR-gen-rearrangement;B	4	IGNORE
Mitogen-kontrol	4	IGNORE
2021-R01 KFE 21.05  COVID VACC V2	4	IGNORE
2021-R01 Quantiferon Sars-Cov2 x 4	4	IGNORE
2017-027 S Antitrypsin Inklusion DK	3	IGNORE
Salmonella-Ab(IgA);P	3	IGNORE
2017-027 S Antitrypsin Inklusion D	3	IGNORE
2017-042 S 4,5 NUNC x 1 SPYT	3	IGNORE
2014-013 4 mL RØD x 2	3	IGNORE
Compl.attack complx(C5b-6-7-8-9n);P	3	IGNORE
Teknisk analyse 8, 25OHD3	3	IGNORE
Salmonella-Ab(IgG);P	3	IGNORE
2021-076 V REVIVAL DAG 3, 4, 5	3	IGNORE
Immunglobulin G;Csv/P	3	IGNORE
Borrelia burgd.-Ab(IgM)(0 1);Csv	3	IGNORE
Chlamydophila pneumoniae-IgG;P	3	IGNORE
MANAGE	3	IGNORE
LA1 Screen;P	3	IGNORE
Projekt Perpros, Urin	3	IGNORE
Bilirubiner;Plv	3	IGNORE
Klorid;U	3	IGNORE
Cytochrom P450 11A1-Ab;P	3	IGNORE
Ves v 5-IgE;P	3	IGNORE
Projekt SELECT Pro	3	IGNORE
Salmonella-Ab(IgM);P	3	IGNORE
EDTA k2 lilla 4 ml x 1, ENZ	3	IGNORE
Morbillivirus-Ab tolkning;P	3	IGNORE
BK polyomavirus(DNA);U	3	IGNORE
BCR-ABLmutation;B	3	IGNORE
Leukocytter(polynukl.);Perikv	3	IGNORE
Marsvineepitel (e6)-IgE;P	3	IGNORE
BP180-IgG;P	3	IGNORE
EDTA lilla 9 ml x 3, SELECT Pro	3	IGNORE
Centromer-Ab(IgG);P	3	IGNORE
2017-027 S 6 mL Tørglas 1 af 1	3	IGNORE
2015-097 10 mL sort/beige x 2	3	IGNORE
Von Willebrand-faktor (imm.);P	3	IGNORE
Triglycerider;Drænv	3	IGNORE
2014-013 4 mL EDTA x 2	3	IGNORE
Herpes simplex virus-IgG [HSV];P	3	IGNORE
2021-076 V 3 mL BRUN 2 stk	3	IGNORE
Ves v 1(i211)-IgE;P	3	IGNORE
Coxiella burnetii Ab(Q-feber);P	3	IGNORE
Borrelia burgd.-Ab(IgG);Csv	3	IGNORE
Lymfocytter, udvidet US;B	3	IGNORE
2016-035 V SEVATS visit 1+4	3	IGNORE
M-komponent type;U	3	IGNORE
2012-073 PEV FBI NGAL Blod	3	IGNORE
Bilirubiner;Drænv	3	IGNORE
EDTA k2 LIL10 ml x 2	3	IGNORE
Tunfisk (f40)-IgE;P	3	IGNORE
2017-042 S 6 mL RØD 6 af 7	3	IGNORE
Api m 1-IgE;P	3	IGNORE
Imipramin+desipramin;P	3	IGNORE
Acarus siro (d70)-IgE;P	3	IGNORE
2017-068 B 6 mL RØD x 1	3	IGNORE
Protein C;P	3	IGNORE
Semen; Spermatozoa(vasectomiktr);Pt	3	IGNORE
2017-027 S 3 mL Li-hep 2 af 2	3	IGNORE
Aspergillus versic. (m25)-IgE;P	3	IGNORE
Malariamikroskopi;Erc(B)	3	IGNORE
2016-035 6 mL CPDA x 2	3	IGNORE
2015-044-001 Paxgene RNA x2	3	IGNORE
Herpes simplexvirus(DNA);Csv	3	IGNORE
NK-VUE 1 ml x 1, SELECT-Pro	3	IGNORE
2018-019 R MESTAR	3	IGNORE
Hepatitis E virus-Ab gruppe;P	3	IGNORE
Herpes simplexvirus;Csv	3	IGNORE
2013-074 Z LeukoPatch,11+19+26	3	IGNORE
2017-042 S 6 mL RØD 5 af 7	3	IGNORE
2017-072 T 4 mL EDTA x 1 (T14-6)	3	IGNORE
2018-019 A 10 mL Streck brun/sortx4	3	IGNORE
Basisk fosfatase;Asc	3	IGNORE
Chlamydophila pneumoniae-Ab(IgM);P	3	IGNORE
2012-053 PET MM Proteom Pleura	3	IGNORE
Autoimmun hepatitis gruppe;P	3	IGNORE
Cystin;U	3	IGNORE
Treponema pallidum flag.-Ab(IgG);P	3	IGNORE
Teknisk Koagulationsudr. Weblab	3	IGNORE
Pr. 2011-032 PEB HFF Trial	3	IGNORE
Chromodomain-hel.-DNA-b.p.4-Ab(IgG)	3	IGNORE
Leukocytter(polynukl.);Lkc(Csv)	3	IGNORE
Glukose;Øjenv	3	IGNORE
2017-042 S 3 mL LiHep 4 af 5	3	IGNORE
2015-044-001 6 mL RØD x 3	3	IGNORE
2017-042 S 3 mL LiHep 5 af 5	3	IGNORE
Dried Blood Spot;B	3	IGNORE
Desmoglein 1-IgG;P	3	IGNORE
Lymfocytter, B-celler;B	3	IGNORE
Æble (f49)-IgE;P	3	IGNORE
2017-027 S 4 mL EDTA 1 af 2	3	IGNORE
eGFR / 1,73m²(CKD-EPI, CysC)	3	IGNORE
Alternaria tenuis (m6)-IgG;P	3	IGNORE
2014-063 DANCAVAS sund dk	3	IGNORE
Glukose;Dialysev(perit)	3	IGNORE
Hepatitis C kontrol	3	IGNORE
Uracil;P	3	IGNORE
Gyldig: plprvt.dato -6 til +6 dage	3	IGNORE
Kartoffel (f35)-IgE;P	3	IGNORE
Histon-Ab(IgG);P	3	IGNORE
Koagulationsfaktor VIII-Ab(koag.);P	3	IGNORE
Serum rød 10 ml x 1, SELECT Pro	3	IGNORE
Immunglobulin G (lambda);P	3	IGNORE
Enterovirus;Csv	3	IGNORE
Undulatfjer (e78)-IgE;P	3	IGNORE
Ziprasidon;P	3	IGNORE
Human immundefektvir. 1(RNA);P	3	IGNORE
DFS70-IgG;P	3	IGNORE
2017-042 S 4 mL EDTA 1 af 2	3	IGNORE
6-Methylthiopurinmetabolit / Hb;B	3	IGNORE
Proinsulin C-peptid (0 min);P	3	IGNORE
Bos d 5, beta-laktoglob.(f77)-IgE;P	3	IGNORE
Buprenorphin;U	3	IGNORE
2014-013 1 x Paxgene 2,5	3	IGNORE
2012-053 10 ml Spidsglas x 5	3	IGNORE
2017-042 S SIPHON Div. medier	3	IGNORE
HLA-DQ8-Ag;Lkc(B)	3	IGNORE
Glat muskel-IgG [GMA];P	3	IGNORE
2017-042 S 4 mL EDTA 2 af 2	3	IGNORE
2014-013 10 mL EDTA x 1	3	IGNORE
Interleukin 2-receptor;P	3	IGNORE
BW x 2, DETECT	3	IGNORE
Parasit;F	3	IGNORE
Pancreas ø-celle(IA-2)-Ab;P	3	IGNORE
Knoglebanksprøve;B	3	IGNORE
Erytrocytmorfologi;B	3	IGNORE
Arvelig mamma og ovariecancer panel	3	IGNORE
2017-027 S 4 mL Tørglas 1 af 2	3	IGNORE
2017-027 S 4 mL EDTA 2 af 2	3	IGNORE
Glukose belast(120min)gr;Pt	3	IGNORE
BRCA2-gen;DNA	3	IGNORE
2017-027 S 4 mL Tørglas 2 af 2	3	IGNORE
Projekt AVADEC PR 2017-014	3	IGNORE
ISAC-Multiplex;P	3	IGNORE
Chlamydophila pneumoniae-IgM;P	3	IGNORE
Target cells;B	3	IGNORE
2017-042 S 1,8 NUNC x 1 SPYT	3	IGNORE
HFE-gen (standard);DNA	3	IGNORE
2016-035 6 mL RØD x 1	3	IGNORE
Kappa-kæde(frit;monoklonalt);Pt(U)	3	IGNORE
TEK-RØD10/1d-vit Vejle1	3	IGNORE
2018-034 R GARNET KFE18.08 PSA	3	IGNORE
Leukocytter;Drænv	3	IGNORE
Brucella abortus-Ab;P	3	IGNORE
Gliadin-Ab(IgG);P	3	IGNORE
Kapillærblødning Ivy;Pt	3	IGNORE
Oliven (t9)-IgE;P	3	IGNORE
Brucella melitensis-Ab;P	3	IGNORE
Trc.hæmning, Aspirin(VerifyNow);Trc	3	IGNORE
2017-027 S 10 mL EDTA 1 af 1	3	IGNORE
Osmotisk trykreaktion;Erc(B)	3	IGNORE
HLA-DQ2-Ag;Lkc(B)	3	IGNORE
2017-027 S 2,7 mL Citratglas 1 af 1	3	IGNORE
2017-027 S 3 mL Li-hep 1 af 2	3	IGNORE
Dabigatran;P	3	IGNORE
2015-044-001 10 mL EDTA x 1	3	IGNORE
Antihrombin(IIa)(enz; thrombin); P	3	IGNORE
Leukocytter(mononukl.);Perikv	3	IGNORE
Serum rød 10ml x1, ctDNA follow-up	3	IGNORE
Spermatozoer motilitet;Sæd	3	IGNORE
2017-042 S SIPHON V0&2 Div. medier	3	IGNORE
2017-056 R LIFE Ophør behandling	3	IGNORE
2013-078 6,0 mL RØD x 1	3	IGNORE
2013-023 3,6 ml Blå x 1	3	IGNORE
Somatotropin [GH] (45 min);P	3	IGNORE
2013-078 2,5 mL GUL x 4	3	IGNORE
2018-025 N 3 mL Li-hep x 2	3	IGNORE
Polymyositis(PL7)-IGG;P	3	IGNORE
Schistosoma MBA-Ab;P	3	IGNORE
Kolorektalcancer panel (SLB Vejle)	3	IGNORE
Bladselleri (f85)-IgE;P	3	IGNORE
Keratin-Ab(IgG) [AKA] kval;P	3	IGNORE
Eosinofilocytter;Dia	3	IGNORE
Erytrocytter, vol.fr. (teknisk);B	3	IGNORE
Proj-003 Y EVITA Y-A Vo+børn > 50kg	3	IGNORE
2019-006 N 4,0 mL Tørglas 2 af 2	3	IGNORE
2013-078 6,0 mL EDTA x 1	3	IGNORE
2018-010 Å 3,0 mL EDTA x 1	3	IGNORE
2016-060 J Spec. Lungesygdom	3	IGNORE
2013-023 KBF Trombocytopeni	3	IGNORE
2018-060 O G7 6 mL BLÅ spec. 1 af 1	3	IGNORE
2018-060 O G7 PROJEKT	3	IGNORE
2019-006 N 4,0 mL Tørglas 1 af 2	3	IGNORE
Candida (DNA);P	3	IGNORE
Isocyanat MDI (k76)-IgE;P	3	IGNORE
2019-076 B 3mL LiHep m/gel 2 af 2	3	IGNORE
Schistosoma GAA-Ab;P	3	IGNORE
2019-076 B 3mL LiHep m/gel 1 af 2	3	IGNORE
TEK-HITUDR;Pt	3	IGNORE
Vas. Endothe. growth fac. Subt.D;P	3	IGNORE
2013-078 T Novartis V 3+5+11, Urin	3	IGNORE
2013-078 T Novartis V 3+5+11	3	IGNORE
Trypanosoma cruzi-Ab(IHA);P	3	IGNORE
2019-006 N Epilep Blod 7.00-14.30	3	IGNORE
Polymyositis(SRP)-IGG;P	3	IGNORE
Borrelia burgdorferi-Ab gruppe;P	3	IGNORE
2016-060 J 3,5 x 2 gul gel	3	IGNORE
Hba1c::Hæmoglobin A1c (POCT);Hb(B)	3	IGNORE
Natalizumab-Ab;P	3	IGNORE
Protoporfyrin;Erc(B)	3	IGNORE
Isocyanat TDI (k75)-IgE;P	3	IGNORE
Trypanosoma gamb.-rhod.-Ab;P	3	IGNORE
Projekt BioProstMet	3	IGNORE
Isocyanat HDI (k77)-IgE;P	3	IGNORE
EDTAk2 lilla 9mlx3,ctDNA follow-up	3	IGNORE
2019-076 B 4mL EDTA 1 af 2	3	IGNORE
Polymyositis(Ku)-IGG;P	3	IGNORE
Pityrosporum orbicu.(m70)-IgE;P	3	IGNORE
2019-076 B 4mL EDTA 2 af 2	3	IGNORE
2022-R02 KIA PROJ COVAC-Hd	3	IGNORE
Pancreatisk polypeptid;P(fPt)	3	IGNORE
1,25-DiOH-Vitamin D(D3+D2);P	3	IGNORE
2013-078 3,0 mL EDTA x 1	3	IGNORE
Leukocytter(mononukl.);Lkc(Csv)	3	IGNORE
Protoporfyrin(Zn);Erc(B)	3	IGNORE
Malaria antigen;B	3	IGNORE
Projekt ctDNA follow-up	3	IGNORE
Projekt BIFUKÅ	3	IGNORE
EDTA lilla 9 ml x 1, Flow-Promote	3	IGNORE
Trypanosoma cruzi-Ab(ELISA):P	3	IGNORE
Kortisol (30 min) (LC-MS/MS);P	3	IGNORE
Hæmoglobin F;Hb(B)	3	IGNORE
2019-076 B Biobank MPRO	3	IGNORE
2019-076 B 4mL RØD 2 af 2	3	IGNORE
EDTA lilla 9ml x 3, BioProstMet	3	IGNORE
2019-076 B 4mL RØD 1 af 2	3	IGNORE
Husstøv(Greer lab.inc.) (h1)-IgE;P	3	IGNORE
IGKV3-20-gen(mutation);B	3	IGNORE
2013-023 4 ml EDTA x 1	3	IGNORE
Pr. 2010 DUAL(bes.3-9-15-21)	3	IGNORE
Projekt Lundbeck HDS	3	IGNORE
2022-049 X HFE-X 19.20 Profil C	3	IGNORE
NK-VUE 1ml x 1, BioProstMet	3	IGNORE
2018-058 R ACHIL Follow up å2,3,4,5	3	IGNORE
PD-GHRH-test gruppe;Hypofyse	3	IGNORE
Somatotropin [GH] (20 min);P	3	IGNORE
RNA-polymeraser-Ab(IgG);P	3	IGNORE
Treponema pallidum flag.-Ab(IgM);P	3	IGNORE
EPCAM-gen;DNA	3	IGNORE
Koagulationsfaktor IX (koag.);P	3	IGNORE
Fertilitet-smitte-US(HIV,HBV,HCV);B	3	IGNORE
Erytrocytter(basofilt punk.);B	3	IGNORE
2012-073 10 ml URIN x 1	3	IGNORE
Complementaktivitet,alt. akt.;P	3	IGNORE
Enterocyt-Ab(IgA+IgG);P	3	IGNORE
2017-072 T RH BOX Tid 14.30-06.30	3	IGNORE
2017-027 S 10 mL Tørglas 1 af 1	3	IGNORE
Laks (f41)-IgE;P	3	IGNORE
O-desmethylvenla;P	3	IGNORE
Protein C(aktiveret)resistens;P	3	IGNORE
2012-073 4 ml EDTA x 1	3	IGNORE
Dystonin-IgG [BP230];P	3	IGNORE
Dyrkning og resistens;Csv	3	IGNORE
Glukose, middel (fra HbA1c) -POCT;P	3	IGNORE
Ribosomal protein-Ab(IgG) [Rib P];P	3	IGNORE
Duloxetin;P	3	IGNORE
Cytochrom P450 17A1-Ab;P	3	IGNORE
AA21-004 SIRIRALS postop.	3	IGNORE
SERUM rød 10ml x 1, BioProstMet	3	IGNORE
2017-042 S 6 mL RØD 4 af 7	3	IGNORE
Complementaktivitet,klassisk akt.;P	3	IGNORE
Thioguanin / Hb;B	3	IGNORE
Smith's-Ab(IgG);P	3	IGNORE
Gangliosid GM1-Ab(IgG);P	3	IGNORE
Cytochrom P450 21A2-IgG;P	3	IGNORE
Complementaktivitet,MBL akt.;P	3	IGNORE
Autoimmune bulløse hudsygdomme;P	3	IGNORE
2014-013 6 mL RØD x 5	3	IGNORE
2014-013 S Rifaximin-Lever blod	3	IGNORE
Familieus.-KMT HLA-Ab;P	3	IGNORE
Skimmelsvamp (m22;23)-IgG;P	3	IGNORE
Dyrkning (bacterium+fungus);Csv	3	IGNORE
Collagen VII-IgG;P	3	IGNORE
Thiopurinmetabolitter;B	3	IGNORE
Prøvesæt udsendt	3	IGNORE
Familieus.-KMT HLA-klasse;B	3	IGNORE
Projekt DETECT-DK	3	IGNORE
2014-013 3 mL Lihep x	3	IGNORE
Forældreprøve;DNA	3	IGNORE
Envoplakin-IgG;P	3	IGNORE
Cerebellum-IgG;Csv	3	IGNORE
2017-072 T 4 mL EDTA x 2 C (T14-6)	3	IGNORE
MSH6-gen;DNA	3	IGNORE
Human immundefektvir. 1+2-Ab;P	3	IGNORE
Fertilitet Arkivprøve;B	3	IGNORE
Fibrin D-dimer;P	3	IGNORE
Tick-borne encephal.virus-Ab(IgG);P	3	IGNORE
2013-069 T COOPVATS prøve 2,3 el 4	3	IGNORE
2013-023 TEK-IPF	3	IGNORE
2014-013 Rifaximin-Lever V1+2 medie	3	IGNORE
Projekt TRITON 2 & 3	3	IGNORE
Thiopurin methyltr.(fænot.);Erc(B)	3	IGNORE
Tick-borne encephal.virus-Ab(IgM);P	3	IGNORE
Projekt Course, Sputum	3	IGNORE
Desmoglein 3-IgG;P	3	IGNORE
Koagulationsfaktor XIII, akt.;P	3	IGNORE
2020-00F PTSD dag 0	3	IGNORE
2017-042 S 6 mL RØD 7 af 7	3	IGNORE
Chlamydophila pneumoniae-Ab(IgG);P	3	IGNORE
Parietaria officinalis (w19)-IgE;P	3	IGNORE
Autoimmun encefalit, primær;Csv	3	IGNORE
Cannabioler, kreatininkorrigeret;U	3	IGNORE
2014-039 E IMPETUS 2018-DETECT	3	IGNORE
2012-073 PEV FBI NGAL Urin	3	IGNORE
Appelsin (f33)-IgE;P	3	IGNORE
Autoimmun encefalit, primær;P	3	IGNORE
Venlafaxin+O-desmethyl-venlafaxin;P	3	IGNORE
Mitokondrie-Ab [AMA];P	3	IGNORE
PræTX-donor-recip.-virusinf.stat;B	3	IGNORE
2015-097 D Tumor DNA	3	IGNORE
2020-024 KIA ARSD	2	IGNORE
Aggregation, ristocetin 0,32;Trc(B)	2	IGNORE
Hemoglobin::Hæmoglobin(Fe);B(vB)	2	Hemoglobin
Gangliosid GD1a-IgM;P	2	IGNORE
Amitriptylin+Nortriptylin;P	2	IGNORE
Aspergillus fumigatus-Ab;P	2	IGNORE
2021-031 M 4 mL EDTA 1 af 1	2	IGNORE
Gangliosid GD1a-IgG;P	2	IGNORE
2010-066 Å CEKOL 3mL LGRØN x 3	2	IGNORE
Gangliosid GM1-IgM;P	2	IGNORE
Projekt HFF-trial, 2011-032	2	IGNORE
Proinsulin C-peptid (90 min);P	2	IGNORE
Minor forlig;Erc(B)	2	IGNORE
Teknisk Comp C4 Svendborg	2	IGNORE
Fluorescens, lægefaglig tolkning	2	IGNORE
Anti-Fibrillarin IgG;P	2	IGNORE
TEK-CITRATx2	2	IGNORE
P-Epstein-Barr virus (DNA);P	2	IGNORE
TEK-DØGNURIN	2	IGNORE
Havre(fuldkorn) (f7)-IgE;P	2	IGNORE
TEK-CITRAT x 4	2	IGNORE
ACVRL1-gen;DNA	2	IGNORE
Immundefekt-US(anti-A/-B,IgM);P	2	IGNORE
Autoimmun encefalit, sekundær;P	2	IGNORE
Lymphocytes::B-lymphocytter;B	2	Lymphocytes#
Aggregation, ristocetin 0,62;Trc(B	2	IGNORE
DNA-undersøgelse;DNA(B)	2	IGNORE
Aggregation, ADP 3,2;Trc(B)	2	IGNORE
Teknisk CA19-9 Svendborg	2	IGNORE
Projekt Toco-CoR	2	IGNORE
Glukose (-10 min);P(kB)	2	IGNORE
EDTA lilla 4ml x2, 2008-044 PIT	2	IGNORE
Vaskulitisscreening, akut grp;P	2	IGNORE
Edta 4 ml, 1. besøg OVH2N	2	IGNORE
Glukose (180 min);P(kB)	2	IGNORE
Trombocyt-Ab;P	2	IGNORE
Glukose (300 min);P(kB)	2	IGNORE
2020-052 M 10 mL EDTA 1 af 2	2	IGNORE
2020-052 M 10 mL EDTA 2 af 5	2	IGNORE
Echinococcus multilo.(hydatid)-Ab;P	2	IGNORE
2017-042 S BIOPSI Blodpr.	2	IGNORE
2020-052 M 10 mL Tørglas 2 af 2	2	IGNORE
Koagulationsfaktor VII (koag.);P	2	IGNORE
EDDP;U	2	IGNORE
2012-062 B Aortaklap alle tider	2	IGNORE
EDTA 10/4,Per Pros	2	IGNORE
Div. genetisk analyse (EDTA);B	2	IGNORE
2016-056 6 mL RØD x 1	2	IGNORE
Oxymorphon;U	2	IGNORE
2020-088 Q 4 ml EDTA 2 af 3	2	IGNORE
Renin Aktivitet;P	2	IGNORE
2021-076 V REVIVAL BL, Dag 3 RP	2	IGNORE
2020-052 M 10 mL EDTA 2 af 2	2	IGNORE
Cannabinol (kvan);U	2	IGNORE
Ciclosporin (120 min)(LC-MS/MS);B	2	IGNORE
Gangliosid GD1b-IgM;P	2	IGNORE
17-Hydroxyprogesteron (30 min);P	2	IGNORE
Anti-RNA Pol-III IgG;P	2	IGNORE
Campylobacter coli+jejuni-Ab(IgA);P	2	IGNORE
Campylobacter coli+jejuni-Ab(IgG);P	2	IGNORE
DNA-JAK2-EXON 12-gen;DNA	2	IGNORE
2020-052 M 4 mL EDTA 1 af 1	2	IGNORE
Pr2016 PerPros Baseline	2	IGNORE
Pyrazinamid;P	2	IGNORE
Gangliosid GQ1b-IgM;P	2	IGNORE
Kryofibrinogen;P	2	IGNORE
Overfladeareal;Pt	2	IGNORE
Mycobacterium;Csv	2	IGNORE
Proinsulin C-peptid (-10 min);P	2	IGNORE
Blodtype(ABO; RhD)(<1md prv);Erc(B)	2	IGNORE
Proinsulin C-peptid (300 min);P	2	IGNORE
Insulin (90 min);P	2	IGNORE
Serum rød 10ml x 1, DETECT-DK	2	IGNORE
SDCO OD: Tid til EKG	2	IGNORE
Antimüllersk hormon;P	2	IGNORE
SDCO OD: Tid til urinprøve	2	IGNORE
Projekt Course,Sputum	2	IGNORE
Hepatitis delta virus(RNA,kvant.);P	2	IGNORE
Hepatitis C virus (RNA, genotype);P	2	IGNORE
Herpes simplexvirus DNA;P	2	IGNORE
Immunglobulin G (kappa);P	2	IGNORE
Hydrogencarbonat (aktuel);P(kB)	2	IGNORE
SPINK1-gen;DNA	2	IGNORE
Campylobacter coli+jejuni-Ab(IgM);P	2	IGNORE
SNP-array (SLB Vejle)	2	IGNORE
Cancer occulta, profil	2	IGNORE
Serum rød 10 ml x 1, Toco-CoR	2	IGNORE
Penicillium chrysogenum (m1)-IgG;P	2	IGNORE
Ekstra glas blå-citrat(KF-lab)	2	IGNORE
Somatotropin [GH] (150 min);P	2	IGNORE
Plasmodium;B	2	IGNORE
Oxycodon;U	2	IGNORE
Hereditær sfærocytose-test;Erc(B)	2	IGNORE
Hepatitis, akut udredning;P	2	IGNORE
IgG (kappa;monoklonalt);Pt(U)	2	IGNORE
Nucleolus-Ab(IgG) (semikvant);P	2	IGNORE
Graviditets-US 1(HIV,HBV,syfilis);B	2	IGNORE
2017-004 I 6,0 mL RØD x 1	2	IGNORE
2017-004 I 4,0 mL EDTA x 1	2	IGNORE
Gangliosid GT1b-IgG;P	2	IGNORE
Gangliosid GT1b-IgM;P	2	IGNORE
Projekt Nansy	2	IGNORE
2020-00E SDOI Biobank blod	2	IGNORE
Inhibin B;P	2	IGNORE
Human immundefektvirus 1+2(RNA);P	2	IGNORE
Projekt OBERON, Nasal	2	IGNORE
Codein;U	2	IGNORE
Proinsulin C-peptid (30 min);P	2	IGNORE
Proinsulin (240 min);P	2	IGNORE
Erytrocytter, vol.fr. [EVF];B(kB)	2	IGNORE
Erythrocyt A-Ab;P	2	IGNORE
Epstein-Barr virus(DNA);Csv	2	IGNORE
Gangliosid-Ab gruppe;P	2	IGNORE
Teknisk hjælpeanalyse nr 02 gul;P	2	IGNORE
Diverse analyse til KIA Odense;B	2	IGNORE
TEK-GLAS Blødningsudredning;P	2	IGNORE
2016-056 10 mL EDTA x 5	2	IGNORE
Projekt WW3	2	IGNORE
2019-015 U 2,7 mL Citrat 1 af 1	2	IGNORE
2017-068 B EMPIRE Blod V1+3	2	IGNORE
2017-068 B 6,5 mL Urin x 1	2	IGNORE
NK-VUE 1ml x 1, Toco-CoR	2	IGNORE
Granulocytter(CD55+CD59);Grnc(B)	2	IGNORE
Epstein-Barr virus (DNA);P	2	IGNORE
Projekt Inspire-AF Inklusion	2	IGNORE
Cashewnød (f202)-IgE;P	2	IGNORE
Protein S (koag);P	2	IGNORE
2016-056 10 mL RØD x 1	2	IGNORE
Glukose belast hypogly grp;Pt	2	IGNORE
2021-R01 KFE 21.05  COVID VACC V1	2	IGNORE
2016-056 10 mL EDTA x 6	2	IGNORE
2021-012 Y SIMiTTx	2	IGNORE
2021-076 V REVIVAL PK POSTDOSIS	2	IGNORE
Wassermann-Ab;Csv	2	IGNORE
Insulin (0 min);P	2	IGNORE
2019-015 U 4 mL Tørglas 1 af 1	2	IGNORE
Proinsulin (90 min);P	2	IGNORE
Projekt VEGFMamma	2	IGNORE
TEK-FÆCES	2	IGNORE
ENG-gen;DNA	2	IGNORE
Koagulationsfaktor V (koag.);P	2	IGNORE
PRSS1-gen;DNA	2	IGNORE
2017-068 B 2,7 mL BLÅ x 3	2	IGNORE
Leukocytter(kopi);B	2	IGNORE
TRC-miRNA	2	IGNORE
EDTA k3 lilla 4 ml x 1, OC Neo	2	IGNORE
