Read0	Read1	Read3	Read4	Read code	# records	# patients	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015
B	B1	B17	B17.	BB17.00	6	5	[M]Large cell carcinoma NOS					tumor	morph	na	na
B	B1	B18	B18.	BB18.00	9	5	"[M]Carcinoma, undifferentiated type, NOS"					tumor	morph	na	na
B	B1	B19	B19.	BB19.00	6	5	"[M]Carcinoma, anaplastic type, NOS"					tumor	morph	na	na
B	B1	B1A	B1A.	BB1A.00	4	4	[M]Pleomorphic carcinoma					tumor	morph	na	na
B	B1	B1B	B1B.	BB1B.00	1	1	[M]Giant cell and spindle cell carcinoma					tumor	morph	na	na
B	B1	B1C	B1C.	BB1C.00	1	1	[M]Giant cell carcinoma					tumor	morph	na	na
B	B1	B1D	B1D.	BB1D.00	12	12	[M]Spindle cell carcinoma					tumor	morph	na	na
B	B1	B1J	B1J.	BB1J.00	154	136	[M]Small cell carcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na
B	B1	B1M	B1M.	BB1M.00	2	2	"[M]Small cell carcinoma, intermediate cell"					tumor	morph	na	na
B	B1	B1z	B1z.	BB1z.00	1	1	[M]Unspecified epithelial neoplasm					tumor;benign	benign	na	na
B	B2	B2.	B2..	BB2..00	8	8	[M]Papillary and squamous cell neoplasms					tumor	morph	na	na
B	B2	B2.	B2..	BB2..11	21	20	[M]Papillary neoplasms					tumor;benign	benign	na	na
B	B2	B2.	B2..	BB2..12	288	254	[M]Squamous cell neoplasms					medr_tumor;tumor;medr_benign	morph	na	na
B	B2	B20	B20.	BB20.00	107	97	[M]Papilloma NOS (excluding papilloma of urinary bladder)	ido - copying from 2015 - all papillomas are benign	[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na
B	B2	B21	B21.	BB21.00	2	2	[M]Papillary carcinoma in situ		[M] CIS	na	na	tumor	morph	na	na
B	B2	B22	B22.	BB22.00	5	5	[M]Papillary carcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na
B	B2	B23	B23.	BB23.00	4	4	[M]Verrucous papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B2	B24	B24.	BB24.00	10	8	[M]Verrucous carcinoma NOS					tumor	morph	na	na
B	B2	B25	B25.	BB25.00	53	53	[M]Squamous cell papilloma		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na
B	B2	B25	B25.	BB25.11	2	2	[M]Dyskeratotic papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B2	B25	B25.	BB25.12	82	75	[M]Hyperkeratotic papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B2	B25	B25.	BB25.13	49	46	[M]Keratotic papilloma		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na
B	B2	B25	B25.	BB25.14	1	1	[M]Parakeratotic papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B2	B27	B27.	BB27.00	15	15	[M]Inverted papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B2	B28	B28.	BB28.00	43	43	[M]Papillomatosis NOS		[M] Benign	na	na	tumor;benign	benign	na	na
B	B2	B29	B29.	BB29.00	19	18	[M]Squamous cell carcinoma in situ NOS		[M] CIS	na	na	tumor	morph	na	na
B	B2	B29	B29.	BB29.12	53	46	[M]Intraepidermal carcinoma NOS					tumor	morph	na	na
B	B2	B29	B29.	BB29.13	4	3	[M]Intraepithelial squamous cell carcinoma					tumor	morph	na	na
B	B2	B2A	B2A.	BB2A.00	2011	1639	[M]Squamous cell carcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na
B	B2	B2A	B2A.	BB2A.11	4	4	[M]Epidermoid carcinoma NOS					tumor	morph	na	na
B	B2	B2B	B2B.	BB2B.00	42	40	"[M]Squamous cell carcinoma, metastatic NOS"		[M] Metastases To	na	na	tumor	morph	na	na
B	B2	B2C	B2C.	BB2C.00	5	5	"[M]Squamous cell carcinoma, keratinising type NOS"					tumor	morph	na	na
B	B2	B2D	B2D.	BB2D.00	1	1	"[M]Squamous cell carcinoma, large cell, non-keratinising"					tumor	morph	na	na
B	B2	B2E	B2E.	BB2E.00	6	6	"[M]Squamous cell carcinoma, small cell, non-keratinising"					tumor	morph	na	na
B	B2	B2F	B2F.	BB2F.00	3	3	"[M]Squamous cell carcinoma, spindle cell type"					tumor	morph	na	na
B	B2	B2J	B2J.	BB2J.00	2	2	"[M]Squamous cell carcinoma, microinvasive"					tumor	morph	na	na
B	B2	B2K	B2K.	BB2K.00	4	4	[M]Queyrat's erythroplasia					tumor	cancer	na	na
B	B2	B2L	B2L.	BB2L.00	215	181	[M]Bowen's disease		[M] CIS	na	na	tumor	cancer	na	na
B	B2	B2M	B2M.	BB2M.00	1	1	[M]Lymphoepithelial carcinoma					tumor	morph	na	na
B	B2	B2N	B2N.	BB2N.00	1	1	"[M]Intraepit neop,grade III,of cervix, vulva and vagina"					tumor	cancer	na	na
B	B3	B3.	B3..	BB3..00	209	185	[M]Basal cell neoplasms					tumor	morph	na	na
B	B3	B30	B30.	BB30.00	1	1	[M]Basal cell tumour					tumor	morph	na	na
B	B3	B31	B31.	BB31.00	725	548	[M]Basal cell carcinoma NOS					tumor	morph	na	na
B	B3	B32	B32.	BB32.00	2	2	[M]Multicentric basal cell carcinoma					tumor	morph	na	na
B	B3	B33	B33.	BB33.00	99	91	"[M]Basal cell carcinoma, morphoea type"					tumor	morph	na	na
B	B3	B34	B34.	BB34.00	14	14	"[M]Basal cell carcinoma, fibroepithelial type"					tumor	morph	na	na
B	B3	B35	B35.	BB35.00	15	14	[M]Basosquamous carcinoma					tumor	morph	na	na
B	B3	B36	B36.	BB36.00	1	1	[M]Metatypical carcinoma					tumor	morph	na	na
B	B3	B38	B38.	BB38.00	19	15	[M]Trichoepithelioma		[M] Benign	na	na	tumor	cancer	na	na
B	B3	B39	B39.	BB39.00	5	5	[M]Trichofolliculoma		[M] Benign	na	na	tumor	cancer	na	na
B	B3	B3A	B3A.	BB3A.00	20	20	[M]Tricholemmoma		[M] Benign	na	na	tumor	cancer	na	na
B	B3	B3B	B3B.	BB3B.00	56	53	[M]Pilomatrixoma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na
B	B3	B3B	B3B.	BB3B.11	1	1	[M]Malherbe's calcified epithelioma		[M] Benign	na	na	tumor	cancer	na	na
B	B3	B3z	B3z.	BB3z.00	4	4	[M]Basal cell neoplasm NOS					tumor	morph	na	na
B	B4	B4.	B4..	BB4..00	451	388	[M]Transitional cell papillomas and carcinomas					tumor	morph	na	na
B	B4	B40	B40.	BB40.00	2	2	[M]Transitional cell papilloma NOS					tumor;benign	morph	na	na
B	B4	B41	B41.	BB41.00	1	1	[M]Urothelial papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B4	B41	B41.	BB41.11	4	4	[M]Urinary bladder papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B4	B42	B42.	BB42.00	40	38	[M]Transitional cell carcinoma in situ		[M] CIS	na	na	tumor	morph	na	na
B	B4	B43	B43.	BB43.00	166	157	[M]Transitional cell carcinoma NOS					tumor	morph	na	na
B	B4	B43	B43.	BB43.11	24	19	[M]Urothelial carcinoma					tumor	morph	na	na
B	B4	B44	B44.	BB44.00	2	2	[M]Schneiderian papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B4	B48	B48.	BB48.00	8	8	[M]Basaloid carcinoma					tumor	morph	na	na
B	B4	B4A	B4A.	BB4A.00	42	41	[M]Papillary transitional cell carcinoma					tumor	morph	na	na
B	B4	B4z	B4z.	BB4z.00	4	4	[M]Transitional cell papilloma or carcinoma NOS					tumor	morph	na	na
B	B5	B5.	B5..	BB5..00	32	31	[M]Adenomas and adenocarcinomas					tumor	morph	na	na
B	B5	B5.	B5..	BB5..11	1195	1035	[M]Adenocarcinomas					medr_tumor;tumor;medr_benign	morph	na	na
B	B5	B5.	B5..	BB5..12	325	311	[M]Adenomas		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na
B	B5	B50	B50.	BB50.00	94	85	[M]Adenoma NOS		[M] Benign	na	na	tumor;benign	benign	na	na
B	B5	B50	B500	BB50000	2	2	[M]Microcystic adenoma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B5	B51	B51.	BB51.00	85	81	[M]Adenocarcinoma in situ		[M] CIS	na	na	tumor	cancer	na	na
B	B5	B51	B510	BB51000	9	9	[M]Adenocarcinoma in situ in villous adenoma		[M] CIS	na	na	tumor	morph	na	na
B	B5	B51	B511	BB51100	16	16	[M]Adenocarcinoma in situ in tubulovillous adenoma		[M] CIS	na	na	tumor	morph	na	na
B	B5	B52	B52.	BB52.00	260	250	[M]Adenocarcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na
B	B5	B52	B520	BB52000	2	2	[M]Adenocarcinoma in tubulovillous adenoma					tumor	morph	na	na
B	B5	B53	B53.	BB53.00	128	121	"[M]Adenocarcinoma, metastatic, NOS"		[M] Metastases To	na	na	tumor	morph	na	na
B	B5	B55	B55.	BB55.00	21	20	[M]Linitis plastica					tumor	cancer	na	na
B	B5	B56	B56.	BB56.00	1	1	[M]Superficial spreading adenocarcinoma					tumor	morph	na	na
B	B5	B57	B57.	BB57.00	22	22	"[M]Adenocarcinoma, intestinal type"					tumor	cancer	na	na
B	B5	B59	B59.	BB59.00	2	2	[M]Monomorphic adenoma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B5	B5a	B5a.	BB5a.00	164	150	[M]Renal adenoma and carcinoma		[M] Cancer	Kidney	Kidney	tumor	cancer	na	na
B	B5	B5a	B5a0	BB5a000	111	98	[M]Renal cell carcinoma					tumor	cancer	kidney	kidney
B	B5	B5a	B5a0	BB5a012	2	2	[M]Hypernephroma					tumor	cancer	na	na
B	B5	B5a	B5az	BB5az00	5	5	[M]Renal adenoma or carcinoma NOS					tumor	cancer	kidney	kidney
B	B5	B5b	B5b.	BB5b.00	3	3	[M]Granular cell carcinoma					tumor	morph	na	na
B	B5	B5B	B5B0	BB5B000	1	1	[M]Islet cell adenoma					tumor	cancer	na	na
B	B5	B5B	B5B2	BB5B200	16	9	[M]Insulinoma NOS		[M] Benign	Pancreas	Pancreas	tumor	cancer	na	na
B	B5	B5B	B5B4	BB5B400	1	1	[M]Glucagonoma NOS		[M] Benign	Pancreas	Pancreas	tumor	cancer	na	na
B	B5	B5B	B5Bz	BB5Bz00	15	15	[M]Pancreatic adenoma or carcinoma NOS		[M] Cancer	pancreas	pancreas	tumor	cancer	pancreas	pancreas
B	B5	B5c	B5c.	BB5c.00	47	46	[M]Parathyroid adenomas and adenocarcinomas		[M] Cancer	Parathyroid	Parathyroid	tumor	cancer	na	na
B	B5	B5C	B5C.	BB5C.00	0	0	[M]Gastrinoma and carcinomas		[M] Cancer	Stomach	Stomach	tumor;stom	cancer	stom	stom
B	B5	B5c	B5c1	BB5c100	1	1	[M]Water-clear cell adenoma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B5	B5C	B5C1	BB5C100	0	0	"[M]Gastrinoma, malignant"		[M] Cancer	Stomach	Stomach	tumor;stom	cancer	stom	stom
B	B5	B5c	B5cz	BB5cz00	34	31	[M]Parathyroid adenoma or adenocarcinoma NOS					tumor	morph	na	na
B	B5	B5C	B5Cz	BB5Cz00	0	0	[M]Gastrinoma or carcinoma NOS		[M] Cancer	Stomach	Stomach	tumor;stom	cancer	stom	stom
B	B5	B5D	B5D.	BB5D.11	1	1	[M]Biliary tract adenomas and adenocarcinomas					tumor	cancer	na	na
B	B5	B5D	B5D1	BB5D100	227	138	[M]Cholangiocarcinoma					medr_tumor;medr_benign	cancer	na	na
B	B5	B5D	B5D1	BB5D111	3	3	[M]Bile duct carcinoma					tumor	cancer	na	na
B	B5	B5D	B5D2	BB5D200	1	1	[M]Bile duct cystadenoma					tumor	cancer	na	na
B	B5	B5D	B5D4	BB5D411	1	1	[M]Hepatocellular adenoma					tumor	cancer	na	na
B	B5	B5D	B5D5	BB5D500	20	20	[M]Hepatocellular carcinoma NOS					tumor	cancer	na	na
B	B5	B5D	B5D5	BB5D511	29	27	[M]Hepatoma NOS		[M] Cancer	Liver	Liver	tumor	cancer	liver	liver
B	B5	B5D	B5D5	BB5D512	8	8	"[M]Hepatoma, malignant"		[M] Cancer	Liver	Liver	tumor	cancer	liver	liver
B	B5	B5D	B5D5	BB5D513	10	7	[M]Liver cell carcinoma		[M] Cancer	Liver	Liver	tumor	cancer	liver	liver
B	B5	B5D	B5D8	BB5D800	1	1	"[M]Hepatocellular carcinoma, fibrolamellar"		[M] Cancer	Liver	Liver	tumor	cancer	liver	liver
B	B5	B5e	B5e.	BB5e.00	1	1	[M]Lipoadenoma					tumor	morph	na	na
B	B5	B5f	B5f.	BB5f.00	5	4	[M]Thyroid adenoma and adenocarcinoma		[M] Cancer	Thyroid	Thyroid	tumor	cancer	na	na
B	B5	B5f	B5f0	BB5f000	25	22	[M]Follicular adenoma		[M] Benign	Thyroid	Thyroid	tumor	morph	na	na
B	B5	B5f	B5f1	BB5f100	1	1	[M]Follicular adenocarcinoma NOS					tumor	morph	na	na
B	B5	B5f	B5f1	BB5f111	15	14	[M]Follicular carcinoma					tumor	morph	na	na
B	B5	B5f	B5f5	BB5f511	7	7	[M]Colloid adenoma		[M] Benign	Thyroid	Thyroid	tumor	morph	na	na
B	B5	B5f	B5f6	BB5f600	7	7	[M]Papillary and follicular adenocarcinoma					tumor	morph	na	na
B	B5	B5f	B5fz	BB5fz00	2	2	[M]Thyroid adenoma or adenocarcinoma NOS					tumor	cancer	na	na
B	B5	B5g	B5g.	BB5g.00	6	5	[M]Multiple endocrine adenomas		[M] Benign	na	na	tumor	cancer	na	na
B	B5	B5h	B5h.	BB5h.00	6	4	[M]Adrenal cortical tumours					tumor	cancer	na	na
B	B5	B5h	B5h0	BB5h000	7	7	[M]Adrenal cortical adenoma NOS					tumor	cancer	na	na
B	B5	B5h	B5h1	BB5h100	1	1	[M]Adrenal cortical carcinoma					tumor	cancer	na	na
B	B5	B5h	B5hz	BB5hz00	1	1	[M]Adrenal cortical tumours NOS					tumor	cancer	na	na
B	B5	B5j	B5j.	BB5j.00	131	122	[M]Endometrioid adenomas and carcinomas		[M] Cancer	Uterus	Uterus	medr_tumor;tumor;medr_benign	cancer	uterus	uterus
B	B5	B5J	B5J.	BB5J.00	15	12	[M]Adenoid cystic carcinoma					medr_tumor;medr_benign	benign	na	na
B	B5	B5J	B5J.	BB5J.13	16	13	[M]Cylindroma NOS					tumor	cancer	na	na
B	B5	B5j	B5j0	BB5j000	2	2	[M]Endometrioid adenoma NOS					tumor	cancer	na	na
B	B5	B5j	B5j0	BB5j011	5	5	[M]Endometrioid cystadenoma NOS					tumor	cancer	na	na
B	B5	B5j	B5j2	BB5j200	45	44	[M]Endometrioid carcinoma					medr_tumor;tumor;medr_benign	cancer	uterus	uterus
B	B5	B5j	B5j3	BB5j300	1	1	[M]Endometrioid adenofibroma NOS					tumor	cancer	na	na
B	B5	B5j	B5jz	BB5jz00	16	15	[M]Endometrioid adenoma or carcinoma NOS					medr_tumor;tumor;medr_benign	cancer	uterus	uterus
B	B5	B5K	B5K.	BB5K.00	2	2	[M]Cribriform carcinoma					tumor	cancer	na	na
B	B5	B5L	B5L.	BB5L.00	11	11	[M]Adenomatous and adenocarcinomatous polyps					tumor	morph	na	na
B	B5	B5L	B5L0	BB5L000	104	100	[M]Adenomatous polyp NOS		[M] Benign	na	na	tumor	morph	na	na
B	B5	B5L	B5L0	BB5L011	58	55	[M]Polypoid adenoma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na
B	B5	B5L	B5L1	BB5L100	1	1	[M]Adenocarcinoma in adenomatous polyp					tumor	morph	na	na
B	B5	B5L	B5L2	BB5L200	1	1	[M]Adenocarcinoma in situ in adenomatous polyp		[M] CIS	na	na	tumor	morph	na	na
B	B5	B5L	B5L3	BB5L300	1	1	[M]Adenocarcinoma in multiple adenomatous polyps					tumor	morph	na	na
B	B5	B5M	B5M.	BB5M.00	176	175	[M]Tubular adenomas and adenocarcinomas					tumor	morph	na	na
B	B5	B5M	B5M0	BB5M000	346	334	[M]Tubular adenoma NOS		[M] Benign	na	na	tumor	morph	na	na
B	B5	B5M	B5M1	BB5M100	1	1	[M]Tubular adenocarcinoma					tumor	morph	na	na
B	B5	B5M	B5Mz	BB5Mz00	1	1	[M]Tubular adenoma or adenocarcinoma NOS					tumor	morph	na	na
B	B5	B5N	B5N.	BB5N.00	3	3	[M]Adenomatous and adenocarcinomatous polyps of colon		[M] Cancer	Colon	Colon	tumor;crc	cancer	crc	colon
B	B5	B5N	B5N0	BB5N011	2	2	[M]Adenomatosis NOS					tumor	morph	na	na
B	B5	B5N	B5N0	BB5N012	6	6	[M]Familial polyposis coli		[M] Benign	Colon	Colon	tumor	cancer	na	na
B	B5	B5N	B5N2	BB5N200	3	3	[M]Multiple adenomatous polyps		[M] Benign	Colon	Colon	tumor	morph	na	na
B	B5	B5N	B5N2	BB5N211	26	26	[M]Multiple polyposis					tumor	morph	na	na
B	B5	B5N	B5Nz	BB5Nz00	1	1	[M]Adenomatous or adenocarcinomatous polyps of the colon NOS					tumor;crc	cancer	crc	colon
B	B5	B5R	B5R.	BB5R.00	120	97	[M]Carcinoid tumours					tumor	morph	na	na
B	B5	B5R	B5R0	BB5R000	14	12	[M]Carcinoid tumour NOS					tumor	morph	na	na
B	B5	B5R	B5R1	BB5R100	3	3	"[M]Carcinoid tumour, malignant"					tumor	morph	na	na
B	B5	B5R	B5R1	BB5R111	5	5	[M]Carcinoid bronchial adenoma					tumor	cancer	na	na
B	B5	B5R	B5R6	BB5R600	1	1	"[M]Mucocarcinoid tumour, malignant"					tumor	cancer	na	na
B	B5	B5R	B5R6	BB5R611	2	1	[M]Goblet cell tumour					tumor	cancer	na	na
B	B5	B5R	B5R8	BB5R800	2	2	[M]Adenocarcinoid tumour					tumor	morph	na	na
B	B5	B5R	B5R9	BB5R900	60	55	[M]Neuroendocrine carcinoma					tumor	cancer	na	na
B	B5	B5R	B5RA	BB5RA00	23	18	[M]Merkel cell carcinoma					tumor	cancer	na	na
B	B5	B5R	B5Rz	BB5Rz00	4	4	[M]Carcinoid tumours NOS					tumor	morph	na	na
B	B5	B5S	B5S.	BB5S.00	1	1	[M]Respiratory tract adenomas and adenocarcinomas					tumor	cancer	na	na
B	B5	B5S	B5S0	BB5S000	1	1	[M]Pulmonary adenomatosis					tumor	cancer	na	na
B	B5	B5S	B5S1	BB5S100	2	2	[M]Bronchial adenoma NOS					tumor	cancer	na	na
B	B5	B5S	B5S2	BB5S200	5	5	[M]Bronchiolo-alveolar adenocarcinoma					tumor	cancer	na	na
B	B5	B5S	B5S2	BB5S211	7	7	[M]Alveolar cell carcinoma					tumor	cancer	na	na
B	B5	B5S	B5S2	BB5S212	15	14	[M]Bronchiolar carcinoma					tumor	cancer	na	na
B	B5	B5S	B5Sz	BB5Sz00	1	1	[M]Respiratory tract adenoma or adenocarcinoma NOS					tumor	cancer	na	na
B	B5	B5T	B5T.	BB5T.00	4	4	[M]Papillary adenomas and adenocarcinomas					tumor	morph	na	na
B	B5	B5T	B5T1	BB5T100	6	6	[M]Papillary adenocarcinoma NOS					tumor	morph	na	na
B	B5	B5U	B5U.	BB5U.00	36	33	[M]Villous adenomas and adenocarcinomas					tumor	morph	na	na
B	B5	B5U	B5U0	BB5U000	44	38	[M]Villous adenoma NOS		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na
B	B5	B5U	B5U0	BB5U011	6	6	[M]Villous papilloma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B5	B5U	B5U3	BB5U300	522	493	[M]Tubulovillous adenoma		[M] Benign	na	na	tumor	morph	na	na
B	B5	B5U	B5U3	BB5U312	2	2	[M]Villoglandular adenoma					tumor	morph	na	na
B	B5	B5V	B5V.	BB5V.00	5	5	[M]Pituitary adenomas and carcinomas					tumor	morph	na	na
B	B5	B5V	B5V6	BB5V611	4	4	[M]Mucoid cell adenoma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B5	B5V	B5Vz	BB5Vz00	3	3	[M]Pituitary adenoma or carcinoma NOS					tumor	cancer	na	na
B	B5	B5W	B5W0	BB5W011	7	7	[M]Hurthle cell adenoma		[M] Benign	na	na	tumor;benign	benign	na	na
B	B5	B5W	B5W0	BB5W012	2	2	[M]Oncocytic adenoma					tumor	morph	na	na
B	B5	B5W	B5W0	BB5W013	28	22	[M]Oncocytoma					tumor	morph	na	na
B	B5	B5W	B5W1	BB5W111	5	5	[M]Hurthle cell adenocarcinoma					tumor	cancer	na	na
B	B5	B5X	B5X.	BB5X.00	14	14	[M]Clear cell adenomas and adenocarcinomas					tumor	morph	na	na
B	B5	B5X	B5X0	BB5X000	1	1	[M]Clear cell adenoma					tumor;benign	morph	na	na
B	B5	B5X	B5X1	BB5X100	3	3	[M]Clear cell adenocarcinoma NOS					tumor	morph	na	na
B	B5	B5y	B5y.	BB5y.00	1	1	[M]Adenoma and adenocarcinoms OS					tumor	morph	na	na
B	B5	B5y	B5y0	BB5y000	30	27	[M]Basal cell adenocarcinoma					tumor	morph	na	na
B	B5	B5y	B5y2	BB5y200	6	5	[M]Klatskin's tumour					tumor	cancer	na	na
B	B5	B5y	B5y4	BB5y400	87	63	[M]Prolactinoma		[M] Benign	Pituitary	Pituitary	tumor	cancer	na	na
B	B5	B5z	B5z.	BB5z.00	6	5	[M]Adenoma or adenocarcinoma NOS					tumor	morph	na	na
B	B6	B6.	B6..	BB6..00	10	10	[M]Adnexal and skin appendage neoplasms		[M] Benign	Skin	Skin	tumor	cancer	na	na
B	B6	B60	B600	BB60000	1	1	[M]Skin appendage adenoma					tumor;benign	benign	na	na
B	B6	B61	B61.	BB61.00	1	1	[M]Sweat gland adenoma and adenocarcinomas					tumor	cancer	na	na
B	B6	B61	B610	BB61011	14	13	[M]Hidradenoma NOS					tumor;benign	benign	na	na
B	B6	B61	B610	BB61012	3	3	[M]Nodular hidradenoma					tumor	morph	na	na
B	B6	B61	B610	BB61013	4	4	[M]Syringadenoma NOS					tumor	morph	na	na
B	B6	B63	B63.	BB63.00	3	2	[M]Eccrine acrospiroma					tumor	cancer	na	na
B	B6	B63	B63.	BB63.11	1	1	[M]Clear cell hidradenoma					tumor	morph	na	na
B	B6	B63	B63.	BB63.12	20	19	[M]Eccrine poroma					tumor	cancer	na	na
B	B6	B64	B64.	BB64.00	8	8	[M]Eccrine spiradenoma					tumor	cancer	na	na
B	B6	B64	B64.	BB64.11	5	4	[M]Spiradenoma NOS					tumor	morph	na	na
B	B6	B65	B65.	BB65.00	16	16	[M]Hidrocystoma					tumor	morph	na	na
B	B6	B66	B66.	BB66.00	1	1	[M]Papillary hydradenoma					tumor	morph	na	na
B	B6	B69	B69.	BB69.00	8	7	[M]Sebaceous adenoma and adenocarcinoma					tumor	morph	na	na
B	B6	B69	B690	BB69000	9	9	[M]Sebaceous adenoma					tumor;benign	benign	na	na
B	B6	B6A	B6A.	BB6A.00	1	1	[M]Ceruminous adenoma and adenocarcinoma					tumor	morph	na	na
B	B6	B6B	B6B.	BB6B.00	1	1	[M]Eccrine papillary adenoma					tumor;benign	benign	na	na
B	B6	B6z	B6z.	BB6z.00	1	1	[M]Adnexal and skin appendage neoplasm NOS					tumor	cancer	na	na
B	B7	B7.	B7..	BB7..00	3	3	[M]Mucoepidermoid neoplasms		[M] Benign	na	na	tumor;benign	benign	na	na
B	B7	B71	B71.	BB71.00	1	1	[M]Mucoepidermoid carcinoma					tumor	morph	na	na
B	B8	B8.	B8..	BB8..00	6	6	"[M]Cystic, mucinous and serous neoplasms"		[M] Benign	na	na	tumor	morph	na	na
B	B8	B80	B80.	BB80.00	4	4	[M]Cystadenoma and carcinoma					tumor	morph	na	na
B	B8	B80	B800	BB80000	26	25	[M]Cystadenoma NOS					tumor	morph	na	na
B	B8	B80	B800	BB80011	1	1	[M]Cystoma NOS					tumor	morph	na	na
B	B8	B80	B801	BB80100	3	3	[M]Cystadenocarcinoma NOS					tumor	morph	na	na
B	B8	B81	B81.	BB81.00	12	12	"[M]Ovarian cystic, mucinous and serous neoplasms"		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary
B	B8	B81	B81.	BB81.11	38	31	[M]Ovarian cystadenoma or carcinoma		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary
B	B8	B81	B81.	BB81.12	8	8	[M]Ovarian mucinous tumour		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary
B	B8	B81	B81.	BB81.13	1	1	[M]Ovarian papillary tumour		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary
B	B8	B81	B81.	BB81.14	9	9	[M]Ovarian serous tumour		[M] Cancer	ovary	ovary	tumor	cancer	ovary	ovary
B	B8	B81	B810	BB81000	9	9	[M]Serous cystadenoma NOS					tumor	morph	na	na
B	B8	B81	B812	BB81200	1	1	"[M]Serous cystadenocarcinoma, NOS"					tumor	morph	na	na
B	B8	B81	B81C	BB81C00	3	3	[M]Mucinous cystadenoma NOS					medr_tumor;tumor;medr_benign	benign	na	na
B	B8	B81	B81D	BB81D00	3	3	"[M]Mucinous cystadenoma, borderline malignancy"					tumor	morph	na	na
B	B8	B81	B81E	BB81E00	1	1	[M]Mucinous cystadenocarcinoma NOS					tumor	morph	na	na
B	B8	B81	B81H	BB81H00	1	1	[M]Papillary mucinous cystadenocarcinoma					tumor	morph	na	na
B	B8	B81	B81J	BB81J00	4	4	"[M]Serous cystadenoma, borderline malignancy"					tumor	morph	na	na
B	B8	B82	B82.	BB82.00	8	8	[M]Mucinous adenoma and adenocarcinoma					tumor	morph	na	na
B	B8	B82	B820	BB82000	3	3	[M]Mucinous adenoma					tumor;benign	benign	na	na
B	B8	B82	B821	BB82100	4	4	[M]Mucinous adenocarcinoma		[M] Cancer	na	na	medr_tumor;tumor;medr_benign	morph	na	na
B	B8	B82	B821	BB82113	1	1	[M]Mucoid adenocarcionoma		[M] Cancer	na	na	tumor	morph	na	na
B	B8	B82	B821	BB82114	1	1	[M]Mucous adenocarcinoma		[M] Cancer	na	na	tumor	morph	na	na
B	B8	B82	B82z	BB82z00	1	1	[M]Mucinous adenoma or adenocarcinoma NOS					tumor	morph	na	na
B	B8	B83	B83.	BB83.00	22	20	[M]Pseudomyxoma peritonei					tumor	cancer	na	na
B	B8	B84	B84.	BB84.00	2	1	[M]Mucin-producing adenocarcinoma		[M] Cancer	na	na	tumor	morph	na	na
B	B8	B85	B85.	BB85.00	2	2	[M]Signet ring carcinoma		[M] Cancer	na	na	tumor	cancer	na	na
B	B8	B85	B851	BB85111	3	3	[M]Krukenberg tumour					tumor	cancer	na	na
B	B8	B85	B85z	BB85z00	1	1	[M]Signet ring carcinoma NOS		[M] Cancer	na	na	tumor	cancer	na	na
B	B8	B8z	B8z.	BB8z.00	1	1	"[M]Cystic, mucinous or serous neoplasm NOS"					tumor	morph	na	na
B	B9	B9.	B9..	BB9..00	19	18	"[M]Ductal, lobular and medullary neoplasms"		[M] Cancer	na	na	tumor	morph	na	na
B	B9	B90	B90.	BB90.00	18	18	"[M]Intraductal carcinoma, noninfiltrating NOS"					tumor	morph	na	na
B	B9	B91	B91.	BB91.00	26	25	[M]Infiltrating duct carcinoma					medr_tumor;tumor;medr_benign	morph	na	na
B	B9	B91	B91.	BB91.11	36	34	[M]Duct carcinoma NOS					tumor	morph	na	na
B	B9	B91	B910	BB91000	1	1	[M]Intraductal papillary adenocarcinoma with invasion					tumor	morph	na	na
B	B9	B91	B911	BB91100	6	6	[M]Infiltrating duct and lobular carcinoma		[M] Benign	na	na	tumor	morph	na	na
