Read code	# records	# patients	description	internal comment	status	type	organ
B812400	1	1	Carcinoma in situ of lower lobe bronchus and lung	tumor;lung	cancer	lung	lung
B81y000	1	1	Carcinoma in situ of pleura	tumor	cancer	na	na
B81y600	1	1	Carcinoma in situ of maxillary sinus	tumor	cancer	na	na
B81y700	1	1	Carcinoma in situ of ethmoidal sinus	tumor	cancer	na	na
B820.00	1	1	Carcinoma in situ of skin of lip	tumor	cancer	na	na
B821.00	1	1	Carcinoma in situ of skin of eyelid including canthus	tumor	cancer	na	na
B822.00	1	1	Carcinoma in situ skin of ear and external auricular canal	tumor	cancer	na	na
B822.11	1	1	Carcinoma in situ of ear	tumor	cancer	na	na
B823.00	1	1	Carcinoma in situ of skin of other parts of face	tumor	cancer	na	na
B825100	1	1	Carcinoma in situ of skin of chest wall NOS	tumor	cancer	na	na
B825300	1	1	Carcinoma in situ of skin of back	tumor	cancer	na	na
B826200	1	1	Carcinoma in situ of skin of lower arm	tumor	cancer	na	na
B827100	1	1	Carcinoma in situ of skin of thigh	tumor	cancer	na	na
B827200	1	1	Carcinoma in situ of skin of knee	tumor	cancer	na	na
B828400	1	1	Melanoma in situ of trunk	tumor	cancer	na	na
B83..00	1	1	Carcinoma in situ of breast and genitourinary system	tumor	cancer	na	na
B831100	1	1	Carcinoma in situ of exocervix	tumor	cancer	na	na
B833800	1	1	Vaginal intraepithelial neoplasia grade 2	tumor	cancer	na	na
B836000	1	1	Carcinoma in situ of testis	tumor	cancer	na	na
B8yy100	1	1	Carcinoma in situ of adrenal gland	tumor	cancer	na	na
B8yy200	1	1	Carcinoma in situ of parathyroid gland	tumor	cancer	na	na
B8yy300	1	1	Carcinoma in situ of pituitary gland	tumor	cancer	na	na
B900200	1	1	Neoplasm of uncertain behaviour of submandibular gland	tumor;benign	ca_bg	na	na
B901000	1	1	Neoplasm of uncertain behaviour of lip	tumor;benign	ca_bg	na	na
B901400	1	1	Neoplasm of uncertain behaviour of floor of mouth	tumor;benign	ca_bg	na	na
B902000	1	1	Neoplasm of uncertain behaviour of stomach	tumor;stom;benign	ca_bg	stom	stom
B902200	1	1	Neoplasm of uncertain behaviour of jejunum	tumor;benign	ca_bg	na	na
B906100	1	1	Neoplasm of uncertain behaviour of cricoid cartilage	tumor;benign	ca_bg	na	na
B908100	1	1	Neoplasm of uncertain behaviour of thymus	tumor;benign	ca_bg	na	na
B90z000	1	1	Neoplasm of uncertain behaviour of nasal cavity	tumor;benign	ca_bg	na	na
B913000	1	1	Neoplasm of uncertain behaviour of vagina	tumor;benign	ca_bg	na	na
B914.00	1	1	Neoplasm of uncertain behaviour of testis	tumor;benign	ca_bg	na	na
B916200	1	1	Neoplasm of uncertain behaviour of scrotum	tumor;benign	ca_bg	na	na
B91z.00	1	1	Neoplasm of uncertain behaviour of urinary organs OS/NOS	tumor;benign	ca_bg	na	na
B923.00	1	1	Neoplasm of uncertain behaviour of paraganglia	tumor;benign	ca_bg	na	na
B923000	1	1	Neoplasm of uncertain behaviour of carotid body	tumor;benign	ca_bg	na	na
B924100	1	1	Neoplasm of uncertain behaviour of parathyroid gland	tumor;benign	ca_bg	na	na
B925100	1	1	Neoplasm of uncertain behaviour of spinal cord	tumor;benign	ca_bg	na	na
B925200	1	1	Neoplasm of uncertain or unknown behav brain, supratentorial	tumor;benign	ca_bg	na	na
B926.00	1	1	Neoplasm of uncertain behaviour of meninges	tumor;benign	ca_bg	na	na
B928.00	1	1	Neopl uncert/unkn behav of periph nerves & autonom nerv sys	tumor;benign	ca_bg	na	na
B935.00	1	1	Neoplasm of uncertain behaviour of histiocytic and mast cell	tumor;benign	ca_bg	na	na
B935.12	1	1	Mastocytoma NOS	tumor	cancer	blood	UNS	
B936.00	1	1	Neoplasm of uncertain behaviour of plasma cells	tumor;benign	ca_bg	na	na
B936.11	1	1	Myeloma - solitary	tumor	cancer	blood	MM
B937.12	1	1	Idiopathic thrombocythaemia	tumor	cancer	blood	THR
BA...00	1	1	Unspecified nature neoplasm	tumor;benign	ca_bg	na	na
BA01.00	1	1	Neoplasm of unspecified nature of respiratory system	tumor;benign	ca_bg	na	na
BA07.00	1	1	Neop unspec nature of endocrine glands, other nervous system	tumor;benign	ca_bg	na	na
BA0y.00	1	1	Neoplasm of unspecified nature of other specified sites	tumor;benign	ca_bg	na	na
BAz..00	1	1	Neoplasm of unspecified nature NOS	tumor;benign	ca_bg	na	na
BB1B.00	1	1	[M]Giant cell and spindle cell carcinoma	tumor	morph	na	na
BB1C.00	1	1	[M]Giant cell carcinoma	tumor	morph	na	na
BB1z.00	1	1	[M]Unspecified epithelial neoplasm	tumor;benign	benign	na	na
BB25.14	1	1	[M]Parakeratotic papilloma	tumor;benign	benign	na	na
BB2D.00	1	1	[M]Squamous cell carcinoma, large cell, non-keratinising	tumor	morph	na	na
BB2M.00	1	1	[M]Lymphoepithelial carcinoma	tumor	morph	na	na
BB2N.00	1	1	[M]Intraepit neop,grade III,of cervix, vulva and vagina	tumor	cancer	na	na
BB30.00	1	1	[M]Basal cell tumour	tumor	morph	na	na
BB36.00	1	1	[M]Metatypical carcinoma	tumor	morph	na	na
BB3B.11	1	1	[M]Malherbe's calcified epithelioma	tumor	cancer	na	na
BB41.00	1	1	[M]Urothelial papilloma	tumor;benign	benign	na	na
BB56.00	1	1	[M]Superficial spreading adenocarcinoma	tumor	morph	na	na
BB5B000	1	1	[M]Islet cell adenoma	tumor	cancer	na	na
BB5B400	1	1	[M]Glucagonoma NOS	tumor	cancer	na	na
BB5D.11	1	1	[M]Biliary tract adenomas and adenocarcinomas	tumor	cancer	na	na
BB5D200	1	1	[M]Bile duct cystadenoma	tumor	cancer	na	na
BB5D411	1	1	[M]Hepatocellular adenoma	tumor	cancer	na	na
BB5D800	1	1	[M]Hepatocellular carcinoma, fibrolamellar	tumor	cancer	liver	liver
BB5L100	1	1	[M]Adenocarcinoma in adenomatous polyp	tumor	morph	na	na
BB5L200	1	1	[M]Adenocarcinoma in situ in adenomatous polyp	tumor	morph	na	na
BB5L300	1	1	[M]Adenocarcinoma in multiple adenomatous polyps	tumor	morph	na	na
BB5M100	1	1	[M]Tubular adenocarcinoma	tumor	morph	na	na
BB5Mz00	1	1	[M]Tubular adenoma or adenocarcinoma NOS	tumor	morph	na	na
BB5Nz00	1	1	[M]Adenomatous or adenocarcinomatous polyps of the colon NOS	tumor;crc	cancer	crc	colon
BB5R600	1	1	[M]Mucocarcinoid tumour, malignant	tumor	cancer	na	na
BB5S.00	1	1	[M]Respiratory tract adenomas and adenocarcinomas	tumor	cancer	na	na
BB5S000	1	1	[M]Pulmonary adenomatosis	tumor	cancer	na	na
BB5Sz00	1	1	[M]Respiratory tract adenoma or adenocarcinoma NOS	tumor	cancer	na	na
BB5X000	1	1	[M]Clear cell adenoma	tumor;benign	morph	na	na
BB5c100	1	1	[M]Water-clear cell adenoma	tumor;benign	benign	na	na
BB5e.00	1	1	[M]Lipoadenoma	tumor	morph	na	na
BB5f100	1	1	[M]Follicular adenocarcinoma NOS	tumor	morph	na	na
BB5h100	1	1	[M]Adrenal cortical carcinoma	tumor	cancer	na	na
BB5hz00	1	1	[M]Adrenal cortical tumours NOS	tumor	cancer	na	na
BB5j300	1	1	[M]Endometrioid adenofibroma NOS	tumor	cancer	na	na
BB5y.00	1	1	[M]Adenoma and adenocarcinoms OS	tumor	morph	na	na
BB60000	1	1	[M]Skin appendage adenoma	tumor;benign	benign	na	na
BB61.00	1	1	[M]Sweat gland adenoma and adenocarcinomas	tumor	cancer	na	na
BB63.11	1	1	[M]Clear cell hidradenoma	tumor	morph	na	na
BB66.00	1	1	[M]Papillary hydradenoma	tumor	morph	na	na
BB6A.00	1	1	[M]Ceruminous adenoma and adenocarcinoma	tumor	morph	na	na
BB6B.00	1	1	[M]Eccrine papillary adenoma	tumor;benign	benign	na	na
BB6z.00	1	1	[M]Adnexal and skin appendage neoplasm NOS	tumor	cancer	na	na
BB71.00	1	1	[M]Mucoepidermoid carcinoma	tumor	morph	na	na
BB80011	1	1	[M]Cystoma NOS	tumor	morph	na	na
BB81.13	1	1	[M]Ovarian papillary tumour	tumor	cancer	ovary	ovary
BB81200	1	1	[M]Serous cystadenocarcinoma, NOS	tumor	morph	na	na
BB81E00	1	1	[M]Mucinous cystadenocarcinoma NOS	tumor	morph	na	na
BB81H00	1	1	[M]Papillary mucinous cystadenocarcinoma	tumor	morph	na	na
BB82113	1	1	[M]Mucoid adenocarcionoma	tumor	morph	na	na
BB82114	1	1	[M]Mucous adenocarcinoma	tumor	morph	na	na
BB82z00	1	1	[M]Mucinous adenoma or adenocarcinoma NOS	tumor	morph	na	na
BB85z00	1	1	[M]Signet ring carcinoma NOS	tumor	cancer	na	na
BB8z.00	1	1	[M]Cystic, mucinous or serous neoplasm NOS	tumor	morph	na	na
BB91000	1	1	[M]Intraductal papillary adenocarcinoma with invasion	tumor	morph	na	na
BB96.00	1	1	[M]Noninfiltrating intraductal papillary adenocarcinoma	tumor	morph	na	na
BB9J.11	1	1	[M]Paget's disease, breast	tumor	cancer	na	na
BB9K.00	1	1	[M]Paget's disease and infiltrating breast duct carcinoma	tumor	cancer	na	na
BBEB.11	1	1	[M]Intraepidermal naevus	tumor	cancer	na	na
BBEL.00	1	1	[M]Giant pigmented naevus	tumor	cancer	na	na
BBEP.00	1	1	[M]Epithelioid cell melanoma	tumor	cancer	na	na
BBJF.00	1	1	[M]Pleomorphic lipoma	tumor	morph	na	na
BBK0013	1	1	[M]Leiomyofibroma	tumor	morph	na	na
BBK0400	1	1	[M]Epithelioid leiomyosarcoma	tumor	morph	na	na
BBK0500	1	1	[M]Cellular leiomyoma	tumor	morph	na	na
BBK0600	1	1	[M]Bizarre leiomyoma	tumor	morph	na	na
BBK0700	1	1	[M]Myxoid leiomyosarcoma	tumor	morph	na	na
BBK0z00	1	1	[M]Leiomyomatous neoplasm NOS	tumor	morph	na	na
BBK1z00	1	1	[M]Angiomyomatous neoplasm NOS	tumor	morph	na	na
BBL3.12	1	1	[M]Mixed tumour NOS	tumor	morph	na	na
BBL7200	1	1	[M]Epithelial nephroblastoma	tumor	cancer	na	na
BBLE.00	1	1	[M]Adenosarcoma	tumor	morph	na	na
BBLF.00	1	1	[M]Endometrial stromal nodule	tumor	cancer	na	na
BBP5.00	1	1	[M]Epithelioid mesothelioma, malignant	tumor	morph	na	na
BBQ1z00	1	1	[M]Seminoma NOS	tumor	morph	na	na
BBQ3.00	1	1	[M]Embryonal carcinoma NOS	tumor	cancer	na	na
BBQ4.00	1	1	[M]Endodermal sinus tumour	tumor	cancer	na	na
BBQ7011	1	1	[M]Adult cystic teratoma	tumor	morph	na	na
BBQA200	1	1	[M]Strumal carcinoid	tumor	morph	na	na
BBQB.00	1	1	[M]Mixed germ cell tumour	tumor	cancer	na	na
BBR..00	1	1	[M]Trophoblastic neoplasms	medr_tumor;medr_benign	ca_bg	na	na
BBR0.11	1	1	[M]Hydatid mole	tumor	morph	na	na
BBT..00	1	1	[M]Blood vessel tumours	tumor	cancer	na	na
BBTC.00	1	1	[M]Verrucous keratotic haemangioma	tumor	cancer	na	na
BBTG.00	1	1	[M]Epithelioid haemangioma	tumor	morph	na	na
BBTL.00	1	1	[M]Intravascular bronchial alveolar tumour	tumor	cancer	na	na
BBU6.00	1	1	[M]Lymphangiomyomatosis	tumor	cancer	na	na
BBV1.11	1	1	[M]Osteoblastic sarcoma	tumor	cancer	na	na
BBW0.11	1	1	[M]Cartilaginous exostosis	tumor	cancer	na	na
BBWz.00	1	1	[M]Chondromatous neoplasm NOS	tumor	cancer	na	na
BBX0.00	1	1	[M]Giant cell tumour of bone NOS	tumor	cancer	na	na
BBX2.00	1	1	[M]Giant cell tumour of soft parts NOS	tumor	cancer	na	na
BBX3.00	1	1	[M]Malignant giant cell tumour of soft parts	tumor	cancer	na	na
BBY0.00	1	1	[M]Ewing's sarcoma	tumor	cancer	na	na
BBZ1.00	1	1	[M]Odontogenic tumour NOS	tumor	cancer	na	na
BBZ4.00	1	1	[M]Cementoma NOS	tumor	cancer	na	na
BBZB.00	1	1	[M]Ameloblastic fibro-odontoma	tumor	cancer	na	na
BBZE.00	1	1	[M]Calcifying odontogenic cyst	tumor	cancer	na	na
BBZN.11	1	1	[M]Odontogenic fibrosarcoma	tumor	cancer	na	na
BBa0.11	1	1	[M]Rathke's pouch tumour	tumor	cancer	na	na
BBa4.00	1	1	[M]Melanotic neuroectodermal tumour	tumor	cancer	na	na
BBb1.00	1	1	[M]Gliomatosis cerebri	tumor	morph	na	na
BBbE.00	1	1	[M]Gemistocytic astrocytoma	tumor	cancer	na	na
BBbM.00	1	1	[M]Giant cell glioblastoma	tumor	cancer	na	na
BBbV.00	1	1	[M]Medullomyoblastoma	tumor	cancer	na	na
BBc0000	1	1	[M]Ganglioneuroma	tumor	cancer	na	na
BBc0200	1	1	[M]Ganglioneuromatosis	tumor	cancer	na	na
BBc7.11	1	1	[M]Neuroastrocytoma	tumor	cancer	na	na
BBd7.00	1	1	[M]Haemangioblastic meningioma	tumor	morph	na	na
BBd9.00	1	1	[M]Transitional meningioma	tumor	morph	na	na
BBe3.00	1	1	[M]Melanotic neurofibroma	tumor	cancer	na	na
BBf..00	1	1	[M]Granular cell tumours and alveolar soft part sarcoma	tumor	cancer	na	na
BBg8.00	1	1	[M]Malignant lymphoma, immunoblastic type	tumor	cancer	blood	NHL
BBgB.00	1	1	[M]Malignant lymphoma, follicular centre cell NOS	tumor	cancer	blood	NHL
BBgG.12	1	1	[M]Lymphoblastic lymphoma NOS	tumor	cancer	blood	NHL
BBgL.00	1	1	[M]Malignant lymphoma, small lymphocytic NOS	tumor	cancer	blood	NHL
BBgP.00	1	1	[M]Malignant lymphoma, mixed small and large cell, diffuse	tumor	cancer	blood	NHL
BBgV.00	1	1	[M]Malignant lymphoma, small cell, noncleaved, diffuse	tumor	cancer	blood	NHL
BBj0.11	1	1	[M]Lymphogranuloma, malignant	tumor	cancer	na	na
BBj6.00	1	1	[M]Hodgkin's disease, nodular sclerosis NOS	tumor	cancer	blood	HODG
BBn2.00	1	1	[M]Plasmacytoma NOS	tumor	cancer	na	na
BBnz.00	1	1	[M]Plasma cell tumour NOS	tumor	cancer	blood	MM
BBr2011	1	1	[M]Lymphatic leukaemia	tumor	cancer	blood	LEU
BBr6011	1	1	[M]Granulocytic leukaemia NOS	tumor	cancer	blood	LEU
BBr6100	1	1	[M]Acute myeloid leukaemia	tumor	cancer	blood	AML
BBr6300	1	1	[M]Chronic myeloid leukaemia	tumor	cancer	blood	CML
BBrA400	1	1	[M]Hairy cell leukaemia	tumor	cancer	blood	HCL
BBrA500	1	1	[M]Acute megakaryoblastic leukaemia	tumor	cancer	blood	LEU
Byu1200	1	1	[X]Malignant neoplasm of intestinal tract, part unspecified	tumor	cancer	na	na
Byu2400	1	1	[X]Malignant neoplasm/ill-defined sites within resp system	tumor	cancer	na	na
Byu4300	1	1	[X]Malignant neoplasm of skin, unspecified	tumor	cancer	na	na
Byu5300	1	1	[X]Kaposi's sarcoma, unspecified	tumor	cancer	na	na
Byu5800	1	1	[X]Mal neoplasm/connective+soft tissue of trunk,unspecified	tumor	cancer	na	na
Byu7000	1	1	[X]Malignant neoplasm of uterine adnexa, unspecified	tumor	cancer	na	na
Byu7300	1	1	[X]Malignant neoplasm of female genital organ, unspecified	tumor	cancer	na	na
Byu8000	1	1	[X]Malignant neoplasm/other specified male genital organs	tumor	cancer	na	na
Byu8200	1	1	[X]Malignant neoplasm of male genital organ, unspecified	tumor	cancer	na	na
ByuA000	1	1	[X]Malignant neoplasm/other and unspecified cranial nerves	tumor	cancer	na	na
ByuC100	1	1	[X]Malignant neoplasm/overlap lesion/other+ill-defined sites	tumor	cancer	na	na
ByuD100	1	1	[X]Other types of follicular non-Hodgkin's lymphoma	tumor	cancer	blood	NHL
ByuD300	1	1	[X]Other specified types of non-Hodgkin's lymphoma	tumor	cancer	blood	NHL
ByuD800	1	1	[X]Other specified leukaemias	tumor	cancer	na	na
ByuE000	1	1	[X]Malignant neoplasms/independent(primary)multiple sites	tumor	cancer	na	na
ByuFA00	1	1	[X]Carcinoma in situ of other parts of cervix	tumor	cancer	na	na
ByuFG00	1	1	[X]Other carcinoma in situ of breast	tumor	cancer	breast	breast
ByuHD00	1	1	[X]Myelodysplastic syndrome, unspecified	tumor	cancer	blood	MDS
B565.00	1	1	Secondary and unspec malig neop intrapelvic lymph nodes	medr_tumor;tumor	cancer	na	na
BBEb.00	1	1	[M] Epithelioid cell naevus	medr_tumor;tumor;medr_benign	benign	na	na
BBc1.00	1	1	[M]Neuroblastoma NOS	medr_tumor;tumor;medr_benign	cancer	na	na
8BAV.00	0	0	Cancer care review	rev	anc	na	na
9Ow1.00	0	0	Bowel cancer detected by national screening programme	tumor;crc	cancer	crc	colon
B100.00	0	0	Malignant neoplasm of cervical oesophagus	tumor;oeso	cancer	oeso	oeso
B106.00	0	0	Malignant neoplasm, overlapping lesion of oesophagus	tumor;oeso	cancer	oeso	oeso
B10z.11	0	0	Oesophageal cancer	tumor;oeso	cancer	oeso	oeso
B11..00	0	0	Malignant neoplasm of stomach	tumor;stom	cancer	stom	stom
B11..11	0	0	Gastric neoplasm	tumor;stom;benign	ca_bg	stom	stom
B110000	0	0	Malignant neoplasm of cardiac orifice of stomach	tumor;stom	cancer	stom	stom
B117.00	0	0	Malignant neoplasm, overlapping lesion of stomach	tumor;stom	cancer	stom	stom
B11y000	0	0	Malignant neoplasm of anterior wall of stomach NEC	tumor;stom	cancer	stom	stom
B11y100	0	0	Malignant neoplasm of posterior wall of stomach NEC	tumor;stom	cancer	stom	stom
B11yz00	0	0	Malignant neoplasm of other specified site of stomach NOS	tumor;stom	cancer	stom	stom
B13..00	0	0	Malignant neoplasm of colon	tumor;crc	cancer	crc	colon
B133.00	0	0	Malignant neoplasm of sigmoid colon	tumor;crc	cancer	crc	colon
B134.00	0	0	Malignant neoplasm of caecum	tumor;crc	cancer	crc	colon
B138.00	0	0	Malignant neoplasm, overlapping lesion of colon	tumor;crc	cancer	crc	colon
B13z.11	0	0	Colonic cancer	tumor;crc	cancer	crc	colon
B141.12	0	0	Recatal carcinoma		cancer	crc	rectum
B150100	0	0	Hepatoblastoma of liver	tumor;liver	cancer	liver	liver
B150200	0	0	Primary angiosarcoma of liver	tumor;liver	cancer	liver	liver
B151000	0	0	Malignant neoplasm of interlobular bile ducts	tumor;liver	cancer	liver	liver
B151100	0	0	Malignant neoplasm of interlobular biliary canals	tumor;liver	cancer	liver	liver
B151200	0	0	Malignant neoplasm of intrahepatic biliary passages	tumor;liver	cancer	liver	liver
B151300	0	0	Malignant neoplasm of intrahepatic canaliculi	tumor;liver	cancer	liver	liver
B151400	0	0	Malignant neoplasm of intrahepatic gall duct	tumor;liver	cancer	liver	liver
B1z0.11	0	0	Cancer of bowel	tumor;crc	cancer	crc	colon
B224100	0	0	Malignant neoplasm of lower lobe of lung	tumor;lung	cancer	lung	lung
B22z.00	0	0	Malignant neoplasm of bronchus or lung NOS	tumor;lung	cancer	lung	lung
B22z.11	0	0	Lung cancer	tumor;lung	cancer	lung	lung
B577000	0	0	Secondary malignant neoplasm of liver intrahepatic bile duct	tumor;liver	cancer	liver	meta
B715400	0	0	Benign neoplasm of hepatic duct	tumor;liver;benign	ignore	na	na
B801000	0	0	Carcinoma in situ of upper 1/3 oesophagus	tumor;oeso	cancer	oeso	oeso
B801100	0	0	Carcinoma in situ of middle 1/3 oesophagus	tumor;oeso	cancer	oeso	oeso
B802100	0	0	Carcinoma in situ of fundus of stomach	tumor;stom	cancer	stom	stom
B802200	0	0	Carcinoma in situ of body of stomach	tumor;stom	cancer	stom	stom
B802300	0	0	Carcinoma in situ of pyloric antrum	tumor;stom	cancer	stom	stom
B802400	0	0	Carcinoma in situ of pyloric canal	tumor;stom	cancer	stom	stom
B803.00	0	0	Carcinoma in situ of colon	tumor;crc	cancer	crc	colon
B803200	0	0	Carcinoma in situ of descending colon	tumor;crc	cancer	crc	colon
B808200	0	0	Carcinoma in situ of hepatic duct	tumor;liver	cancer	liver	liver
B812.00	0	0	Carcinoma in situ of bronchus and lung	tumor;lung	cancer	lung	lung
B812000	0	0	Carcinoma in situ of carina of bronchus	tumor;lung	cancer	lung	lung
B812300	0	0	Carcinoma in situ of middle lobe bronchus and lung	tumor;lung	cancer	lung	lung
B902.00	0	0	Neop of uncertain behaviour stomach, intestines and rectum	tumor;stom;benign	ca_bg	stom	stom
B902z00	0	0	Neop of uncertain behaviour stomach, intestine or rectum NOS	tumor;stom;benign	ca_bg	stom	stom
B903200	0	0	Neoplasm of uncertain behaviour of hepatic duct	tumor;liver	benign	na	na
B907.00	0	0	Neoplasm of uncertain behaviour trachea, bronchus and lung	tumor;lung;benign	ca_bg	lung	lung
B907z00	0	0	Neop of uncertain behaviour of trachea, bronchus or lung NOS	tumor;lung;benign	ca_bg	lung	lung
BB5C.00	0	0	[M]Gastrinoma and carcinomas	tumor;stom	cancer	stom	stom
BB5C100	0	0	[M]Gastrinoma, malignant	tumor;stom	cancer	stom	stom
BB5Cz00	0	0	[M]Gastrinoma or carcinoma NOS	tumor;stom	cancer	stom	stom
ZV10016	0	0	[V]Personal history of malignant neoplasm of oesophagus	tumor;oeso	cancer	oeso	oeso
ZV10018	0	0	[V]Personal history of malignant neoplasm of stomach	tumor;stom	cancer	stom	stom
