Read0	Read1	Read3	Read4	Read code	description	internal comment 2016	status 2016	type 2016	organ 2016	internal comment 2015	status 2015	type 2015	organ 2015	read_code	medical_freq	ahd_freq
9	91	91z	91z3	B91z300	Neoplasm of uncertain or unknown behaviour of renal pelvis			?	?	tumor;benign	ca_bg	na	na	B91z300	34	1
9	92	920	920	B920.00	Neop uncertain behaviour pituitary and craniopharyngeal duct					tumor;benign	ca_bg	na	na	B920.00	28	
9	92	920	9200	B920000	Neoplasm of uncertain behaviour of pituitary gland					tumor;benign	ca_bg	na	na	B920000	17	
9	92	922	922	B922.00	Neoplasm of uncertain behaviour of adrenal gland					tumor;benign	ca_bg	na	na	B922.00	79	
9	92	923	923	B923.00	Neoplasm of uncertain behaviour of paraganglia					tumor;benign	ca_bg	na	na	B923.00	7	
9	92	923	9230	B923000	Neoplasm of uncertain behaviour of carotid body					tumor;benign	ca_bg	na	na	B923000	7	
9	92	924	9240	B924000	Neoplasm of uncertain behaviour of thyroid gland					tumor;benign	ca_bg	na	na	B924000	108	
9	92	924	9241	B924100	Neoplasm of uncertain behaviour of parathyroid gland					tumor;benign	ca_bg	na	na	B924100	4	
9	92	925	9250	B925000	Neoplasm of uncertain behaviour of brain					tumor;benign	ca_bg	na	na	B925000	157	1
9	92	925	9251	B925100	Neoplasm of uncertain behaviour of spinal cord					tumor;benign	ca_bg	na	na	B925100	21	
9	92	925	9252	B925200	"Neoplasm of uncertain or unknown behav brain, supratentorial"					tumor;benign	ca_bg	na	na	B925200	8	
9	92	926	926	B926.00	Neoplasm of uncertain behaviour of meninges					tumor;benign	ca_bg	na	na	B926.00	9	
9	92	927	927	B927.00	Neurofibromatosis - Von Recklinghausen's disease		Benign	na	na	medr_tumor;tumor;benign	benign	na	na	B927.00	2542	2
9	92	928	928	B928.00	Neopl uncert/unkn behav of periph nerves & autonom nerv sys					tumor;benign	ca_bg	na	na	B928.00	9	
9	93	931	931	B931.00	Neop of uncertain behaviour connective and other soft tissue					tumor;benign	ca_bg	na	na	B931.00	15	
9	93	932	932	B932.00	Neoplasm of uncertain behaviour of skin					tumor;benign	ca_bg	na	na	B932.00	462	
9	93	933	933	B933.11	Cystosarcoma phyllodes		Cancer	na	na	tumor	cancer	na	na	B933.11	107	
9	93	934	934	B934.00	Polycythaemia vera		Benign	na	na	tumor;benign	benign	na	na	B934.00	12043	9
9	93	934	934	B934.11	Polycythaemia rubra vera		Cancer	Blood	PCV	tumor;benign	cancer	blood	PCV	B934.11	1971	2
9	93	934	934	B934.12	Primary polycythaemia		Benign	na	na	tumor;benign	benign	na	na	B934.12	443	
9	93	935	935	B935.00	Neoplasm of uncertain behaviour of histiocytic and mast cell					tumor;benign	ca_bg	na	na	B935.00	44	
9	93	935	935	B935.12	Mastocytoma NOS		Cancer	Blood	UNS	tumor	cancer	blood	UNS	B935.12	411	
9	93	936	936	B936.00	Neoplasm of uncertain behaviour of plasma cells					tumor;benign	ca_bg	na	na	B936.00	41	
9	93	936	936	B936.11	Myeloma - solitary		Cancer	Blood	MM	tumor	cancer	blood	MM	B936.11	64	
9	93	937	937	B937.12	Idiopathic thrombocythaemia		Cancer	Blood	THR	tumor	cancer	blood	THR	B937.12	67	
9	93	937	937	B937.14	Myelodysplasia		Cancer	Blood	MDS	tumor	cancer	blood	MDS	B937.14	3336	36
9	93	937	9370	B937000	"Refractory anaemia without sideroblasts, so stated"		Cancer	?	?	tumor	cancer	na	na	B937000	132	2
9	93	937	9371	B937100	Refractory anaemia with sideroblasts		Cancer	Blood	SID	tumor	cancer	blood	SID	B937100	112	
9	93	937	9372	B937200	Refractory anaemia with excess of blasts		Cancer	Blood	UNS	tumor	cancer	blood	UNS	B937200	73	
9	93	937	9374	B937400	Essential (haemorrhagic) thrombocythaemia		Cancer	Blood	THR	tumor	cancer	blood	THR	B937400	1745	5
9	93	937	9374	B937411	Primary thrombocythaemia		Cancer	Blood	THR	tumor	cancer	blood	THR	B937411	641	1
9	93	937	9375	B937500	Idiopathic thrombocythaemia		Cancer	Blood	THR	tumor	cancer	blood	THR	B937500	1054	6
9	93	937	937W	B937W00	"Myelodysplastic syndrome, unspecified"		Cancer	Blood	MDS	tumor	cancer	blood	MDS	B937W00	529	2
9	93	937	937W	B937W11	Myelodysplasia		Cancer	Blood	MDS	tumor	cancer	blood	MDS	B937W11	5888	179
9	93	937	937X	B937X00	"Refractory anaemia, unspecified"		Anc	na	na	tumor	anc	na	na	B937X00	1845	3
9	93	93y	93y0	B93y000	Neoplasm of uncertain behaviour of eye					tumor;benign	ca_bg	na	na	B93y000	27	
9	9z	9z.	9z..	B9z..00	Neoplasm of uncertain behaviour NOS					tumor;benign	ca_bg	na	na	B9z..00	87	
A	A.	A..	A...	BA...00	Unspecified nature neoplasm		Ca_bg	na	na	tumor;benign	ca_bg	na	na	BA...00	159	8
A	A0	A0.	A0..	BA0..00	Neoplasm of unspecified nature					tumor;benign	ca_bg	na	na	BA0..00	3760	15
A	A0	A01	A01.	BA01.00	Neoplasm of unspecified nature of respiratory system					tumor;benign	ca_bg	na	na	BA01.00	6	
A	A0	A02	A022	BA02200	Neoplasm of unspecified nature of skin		Ca_bg	Skin	Skin	tumor;benign	ca_bg	na	na	BA02200	342	
A	A0	A03	A03.	BA03.00	Neoplasm of unspecified nature of breast		Ca_bg	Breast	Breast	tumor;benign	ca_bg	na	na	BA03.00	199	
A	A0	A04	A04.	BA04.00	Neoplasm of unspecified nature of bladder		Ca_bg	Bladder	Bladder	tumor;benign	ca_bg	na	na	BA04.00	636	7
A	A0	A06	A06.	BA06.00	Neoplasm of unspecified nature of brain		Ca_bg	Brain	Brain	medr_tumor;tumor;benign	ca_bg	na	na	BA06.00	2168	14
A	A0	A07	A07.	BA07.00	"Neop unspec nature of endocrine glands, other nervous system"					tumor;benign	ca_bg	na	na	BA07.00	9	1
A	A0	A0y	A0y.	BA0y.00	Neoplasm of unspecified nature of other specified sites					tumor;benign	ca_bg	na	na	BA0y.00	8	
A	A0	A0z	A0z.	BA0z.00	Neoplasm of unspecified nature NOS					tumor;benign	ca_bg	na	na	BA0z.00	21	5
A	Az	Az.	Az..	BAz..00	Neoplasm of unspecified nature NOS					tumor;benign	ca_bg	na	na	BAz..00	25	1
B	B.	B..	B...	BB...11	[M]Tumour morphology		[M] Cancer	na	na	tumor;benign	ca_bg	na	na	BB...11	73	1
B	B0	B0.	B0..	BB0..00	[M]Neoplasms NOS					medr_tumor;tumor;medr_benign;benign	benign	na	na	BB0..00	291	2
B	B0	B00	B00.	BB00.00	"[M]Neoplasm, benign"		[M] Benign	na	na	tumor;benign	benign	na	na	BB00.00	231	
B	B0	B01	B01.	BB01.00	"[M]Neoplasm, uncertain whether benign or malignant"		[M] Ca_bg	na	na	tumor;benign	ca_bg	na	na	BB01.00	84	
B	B0	B02	B02.	BB02.00	"[M]Neoplasm, malignant"					tumor	morph	na	na	BB02.00	2510	10
B	B0	B03	B03.	BB03.00	"[M]Neoplasm, metastatic"		[M] Metastases To	na	na	medr_tumor;tumor;medr_benign	morph	na	na	BB03.00	17499	671
B	B0	B03	B03.	BB03.11	[M]Secondary neoplasm					tumor	morph	na	na	BB03.11	191	
B	B0	B04	B04.	BB04.00	"[M]Neoplasm, malig, uncertain whether primary or metastatic"					tumor	morph	na	na	BB04.00	152	20
B	B0	B05	B05.	BB05.00	"[M]Tumour cells, benign"		[M] Benign	na	na	tumor;benign	benign	na	na	BB05.00	536	1
B	B0	B06	B06.	BB06.00	"[M]Tumour cells, uncertain whether benign or malignant"		[M] Ca_bg	na	na	tumor;benign	ca_bg	na	na	BB06.00	443	
B	B0	B07	B07.	BB07.00	"[M]Tumour cells, malignant"					tumor	morph	na	na	BB07.00	363	5
B	B0	B08	B08.	BB08.00	"[M]Malignant tumour, small cell type"					tumor	morph	na	na	BB08.00	193	10
B	B0	B0z	B0z.	BB0z.00	[M]Unspecified tumour cell NOS					tumor	morph	na	na	BB0z.00	207	
B	B1	B1.	B1..	BB1..00	[M]Epithelial neoplasms NOS					tumor	morph	na	na	BB1..00	163	
B	B1	B11	B11.	BB11.00	[M]Carcinoma in situ NOS		[M] CIS	na	na	tumor	morph	na	na	BB11.00	643	12
B	B1	B11	B11.	BB11.11	[M]Intraepithelial carcinoma NOS					tumor	morph	na	na	BB11.11	227	
B	B1	B12	B12.	BB12.00	[M]Carcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na	BB12.00	5841	174
B	B1	B13	B13.	BB13.00	"[M]Carcinoma, metastatic, NOS"		[M] Metastases To	na	na	tumor	morph	na	na	BB13.00	10141	1009
B	B1	B13	B13.	BB13.11	[M]Secondary carcinoma		[M] Metastases To	na	na	tumor	morph	na	na	BB13.11	246	5
B	B1	B14	B14.	BB14.00	[M]Carcinomatosis		[M] Metastases To	na	na	tumor	morph	na	na	BB14.00	576	300
B	B1	B17	B17.	BB17.00	[M]Large cell carcinoma NOS					tumor	morph	na	na	BB17.00	126	6
B	B1	B18	B18.	BB18.00	"[M]Carcinoma, undifferentiated type, NOS"					tumor	morph	na	na	BB18.00	103	2
B	B1	B19	B19.	BB19.00	"[M]Carcinoma, anaplastic type, NOS"					tumor	morph	na	na	BB19.00	171	4
B	B1	B1A	B1A.	BB1A.00	[M]Pleomorphic carcinoma					tumor	morph	na	na	BB1A.00	76	
B	B1	B1B	B1B.	BB1B.00	[M]Giant cell and spindle cell carcinoma					tumor	morph	na	na	BB1B.00	47	1
B	B1	B1C	B1C.	BB1C.00	[M]Giant cell carcinoma					tumor	morph	na	na	BB1C.00	27	
B	B1	B1D	B1D.	BB1D.00	[M]Spindle cell carcinoma					tumor	morph	na	na	BB1D.00	238	6
B	B1	B1J	B1J.	BB1J.00	[M]Small cell carcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na	BB1J.00	1943	142
B	B1	B1M	B1M.	BB1M.00	"[M]Small cell carcinoma, intermediate cell"					tumor	morph	na	na	BB1M.00	71	3
B	B1	B1z	B1z.	BB1z.00	[M]Unspecified epithelial neoplasm					tumor;benign	benign	na	na	BB1z.00	26	
B	B2	B2.	B2..	BB2..00	[M]Papillary and squamous cell neoplasms					tumor	morph	na	na	BB2..00	814	
B	B2	B2.	B2..	BB2..11	[M]Papillary neoplasms					tumor;benign	benign	na	na	BB2..11	249	2
B	B2	B2.	B2..	BB2..12	[M]Squamous cell neoplasms					medr_tumor;tumor;medr_benign	morph	na	na	BB2..12	9466	68
B	B2	B20	B20.	BB20.00	[M]Papilloma NOS (excluding papilloma of urinary bladder)	ido - copying from 2015 - all papillomas are benign	[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na	BB20.00	21546	187
B	B2	B21	B21.	BB21.00	[M]Papillary carcinoma in situ		[M] CIS	na	na	tumor	morph	na	na	BB21.00	58	
B	B2	B22	B22.	BB22.00	[M]Papillary carcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na	BB22.00	241	
B	B2	B23	B23.	BB23.00	[M]Verrucous papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB23.00	185	
B	B2	B24	B24.	BB24.00	[M]Verrucous carcinoma NOS					tumor	morph	na	na	BB24.00	154	
B	B2	B25	B25.	BB25.00	[M]Squamous cell papilloma		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na	BB25.00	3010	56
B	B2	B25	B25.	BB25.11	[M]Dyskeratotic papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB25.11	23	
B	B2	B25	B25.	BB25.12	[M]Hyperkeratotic papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB25.12	1227	
B	B2	B25	B25.	BB25.13	[M]Keratotic papilloma		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na	BB25.13	1296	1
B	B2	B25	B25.	BB25.14	[M]Parakeratotic papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB25.14	18	
B	B2	B27	B27.	BB27.00	[M]Inverted papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB27.00	184	
B	B2	B28	B28.	BB28.00	[M]Papillomatosis NOS		[M] Benign	na	na	tumor;benign	benign	na	na	BB28.00	1766	
B	B2	B29	B29.	BB29.00	[M]Squamous cell carcinoma in situ NOS		[M] CIS	na	na	tumor	morph	na	na	BB29.00	1098	5
B	B2	B29	B29.	BB29.12	[M]Intraepidermal carcinoma NOS					tumor	morph	na	na	BB29.12	1074	
B	B2	B29	B29.	BB29.13	[M]Intraepithelial squamous cell carcinoma					tumor	morph	na	na	BB29.13	952	2
B	B2	B2A	B2A.	BB2A.00	[M]Squamous cell carcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na	BB2A.00	35951	178
B	B2	B2A	B2A.	BB2A.11	[M]Epidermoid carcinoma NOS					tumor	morph	na	na	BB2A.11	94	
B	B2	B2B	B2B.	BB2B.00	"[M]Squamous cell carcinoma, metastatic NOS"		[M] Metastases To	na	na	tumor	morph	na	na	BB2B.00	871	106
B	B2	B2C	B2C.	BB2C.00	"[M]Squamous cell carcinoma, keratinising type NOS"					tumor	morph	na	na	BB2C.00	229	
B	B2	B2D	B2D.	BB2D.00	"[M]Squamous cell carcinoma, large cell, non-keratinising"					tumor	morph	na	na	BB2D.00	5	
B	B2	B2E	B2E.	BB2E.00	"[M]Squamous cell carcinoma, small cell, non-keratinising"					tumor	morph	na	na	BB2E.00	49	9
B	B2	B2F	B2F.	BB2F.00	"[M]Squamous cell carcinoma, spindle cell type"					tumor	morph	na	na	BB2F.00	19	
B	B2	B2J	B2J.	BB2J.00	"[M]Squamous cell carcinoma, microinvasive"					tumor	morph	na	na	BB2J.00	88	
B	B2	B2K	B2K.	BB2K.00	[M]Queyrat's erythroplasia					tumor	cancer	na	na	BB2K.00	80	1
B	B2	B2L	B2L.	BB2L.00	[M]Bowen's disease		[M] CIS	na	na	tumor	cancer	na	na	BB2L.00	3444	
B	B2	B2M	B2M.	BB2M.00	[M]Lymphoepithelial carcinoma					tumor	morph	na	na	BB2M.00	18	
B	B2	B2N	B2N.	BB2N.00	"[M]Intraepit neop,grade III,of cervix, vulva and vagina"					tumor	cancer	na	na	BB2N.00	61	
B	B3	B3.	B3..	BB3..00	[M]Basal cell neoplasms					tumor	morph	na	na	BB3..00	4839	2
B	B3	B30	B30.	BB30.00	[M]Basal cell tumour					tumor	morph	na	na	BB30.00	254	
B	B3	B31	B31.	BB31.00	[M]Basal cell carcinoma NOS					tumor	morph	na	na	BB31.00	16085	4
B	B3	B32	B32.	BB32.00	[M]Multicentric basal cell carcinoma					tumor	morph	na	na	BB32.00	41	
B	B3	B33	B33.	BB33.00	"[M]Basal cell carcinoma, morphoea type"					tumor	morph	na	na	BB33.00	4635	
B	B3	B34	B34.	BB34.00	"[M]Basal cell carcinoma, fibroepithelial type"					tumor	morph	na	na	BB34.00	195	
B	B3	B35	B35.	BB35.00	[M]Basosquamous carcinoma					tumor	morph	na	na	BB35.00	270	
B	B3	B36	B36.	BB36.00	[M]Metatypical carcinoma					tumor	morph	na	na	BB36.00	7	1
B	B3	B38	B38.	BB38.00	[M]Trichoepithelioma		[M] Benign	na	na	tumor	cancer	na	na	BB38.00	600	
B	B3	B39	B39.	BB39.00	[M]Trichofolliculoma		[M] Benign	na	na	tumor	cancer	na	na	BB39.00	176	
B	B3	B3A	B3A.	BB3A.00	[M]Tricholemmoma		[M] Benign	na	na	tumor	cancer	na	na	BB3A.00	200	
B	B3	B3B	B3B.	BB3B.00	[M]Pilomatrixoma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na	BB3B.00	2809	1
B	B3	B3B	B3B.	BB3B.11	[M]Malherbe's calcified epithelioma		[M] Benign	na	na	tumor	cancer	na	na	BB3B.11	245	
B	B3	B3z	B3z.	BB3z.00	[M]Basal cell neoplasm NOS					tumor	morph	na	na	BB3z.00	311	
B	B4	B4.	B4..	BB4..00	[M]Transitional cell papillomas and carcinomas					tumor	morph	na	na	BB4..00	7991	57
B	B4	B40	B40.	BB40.00	[M]Transitional cell papilloma NOS					tumor;benign	morph	na	na	BB40.00	182	
B	B4	B41	B41.	BB41.00	[M]Urothelial papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB41.00	75	
B	B4	B41	B41.	BB41.11	[M]Urinary bladder papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB41.11	913	1
B	B4	B42	B42.	BB42.00	[M]Transitional cell carcinoma in situ		[M] CIS	na	na	tumor	morph	na	na	BB42.00	576	5
B	B4	B43	B43.	BB43.00	[M]Transitional cell carcinoma NOS					tumor	morph	na	na	BB43.00	3064	33
B	B4	B43	B43.	BB43.11	[M]Urothelial carcinoma					tumor	morph	na	na	BB43.11	214	5
B	B4	B44	B44.	BB44.00	[M]Schneiderian papilloma		[M] Benign	na	na	tumor;benign	benign	na	na	BB44.00	32	
B	B4	B48	B48.	BB48.00	[M]Basaloid carcinoma					tumor	morph	na	na	BB48.00	223	
B	B4	B4A	B4A.	BB4A.00	[M]Papillary transitional cell carcinoma					tumor	morph	na	na	BB4A.00	697	1
B	B4	B4z	B4z.	BB4z.00	[M]Transitional cell papilloma or carcinoma NOS					tumor	morph	na	na	BB4z.00	126	2
B	B5	B5.	B5..	BB5..00	[M]Adenomas and adenocarcinomas					tumor	morph	na	na	BB5..00	1075	4
B	B5	B5.	B5..	BB5..11	[M]Adenocarcinomas					medr_tumor;tumor;medr_benign	morph	na	na	BB5..11	22185	460
B	B5	B5.	B5..	BB5..12	[M]Adenomas		[M] Benign	na	na	medr_tumor;tumor;medr_benign;benign	benign	na	na	BB5..12	5588	7
B	B5	B50	B50.	BB50.00	[M]Adenoma NOS		[M] Benign	na	na	tumor;benign	benign	na	na	BB50.00	1325	
B	B5	B50	B500	BB50000	[M]Microcystic adenoma		[M] Benign	na	na	tumor;benign	benign	na	na	BB50000	50	
B	B5	B51	B51.	BB51.00	[M]Adenocarcinoma in situ		[M] CIS	na	na	tumor	cancer	na	na	BB51.00	1175	13
B	B5	B51	B510	BB51000	[M]Adenocarcinoma in situ in villous adenoma		[M] CIS	na	na	tumor	morph	na	na	BB51000	126	1
B	B5	B51	B511	BB51100	[M]Adenocarcinoma in situ in tubulovillous adenoma		[M] CIS	na	na	tumor	morph	na	na	BB51100	199	
B	B5	B52	B52.	BB52.00	[M]Adenocarcinoma NOS					medr_tumor;tumor;medr_benign	morph	na	na	BB52.00	3785	71
B	B5	B52	B520	BB52000	[M]Adenocarcinoma in tubulovillous adenoma					tumor	morph	na	na	BB52000	112	
B	B5	B53	B53.	BB53.00	"[M]Adenocarcinoma, metastatic, NOS"		[M] Metastases To	na	na	tumor	morph	na	na	BB53.00	2142	167
B	B5	B55	B55.	BB55.00	[M]Linitis plastica					tumor	cancer	na	na	BB55.00	258	3
B	B5	B56	B56.	BB56.00	[M]Superficial spreading adenocarcinoma					tumor	morph	na	na	BB56.00	15	
B	B5	B57	B57.	BB57.00	"[M]Adenocarcinoma, intestinal type"					tumor	cancer	na	na	BB57.00	433	11
B	B5	B59	B59.	BB59.00	[M]Monomorphic adenoma		[M] Benign	na	na	tumor;benign	benign	na	na	BB59.00	33	
B	B5	B5a	B5a.	BB5a.00	[M]Renal adenoma and carcinoma		[M] Cancer	Kidney	Kidney	tumor	cancer	na	na	BB5a.00	2506	135
B	B5	B5a	B5a0	BB5a000	[M]Renal cell carcinoma					tumor	cancer	kidney	kidney	BB5a000	1732	84
B	B5	B5a	B5a0	BB5a012	[M]Hypernephroma					tumor	cancer	na	na	BB5a012	466	4
B	B5	B5a	B5az	BB5az00	[M]Renal adenoma or carcinoma NOS					tumor	cancer	kidney	kidney	BB5az00	119	8
B	B5	B5b	B5b.	BB5b.00	[M]Granular cell carcinoma					tumor	morph	na	na	BB5b.00	68	
B	B5	B5B	B5B0	BB5B000	[M]Islet cell adenoma					tumor	cancer	na	na	BB5B000	8	
B	B5	B5B	B5B2	BB5B200	[M]Insulinoma NOS		[M] Benign	Pancreas	Pancreas	tumor	cancer	na	na	BB5B200	245	
B	B5	B5B	B5B4	BB5B400	[M]Glucagonoma NOS		[M] Benign	Pancreas	Pancreas	tumor	cancer	na	na	BB5B400	19	
B	B5	B5B	B5Bz	BB5Bz00	[M]Pancreatic adenoma or carcinoma NOS		[M] Cancer	pancreas	pancreas	tumor	cancer	pancreas	pancreas	BB5Bz00	231	24
B	B5	B5c	B5c.	BB5c.00	[M]Parathyroid adenomas and adenocarcinomas		[M] Cancer	Parathyroid	Parathyroid	tumor	cancer	na	na	BB5c.00	735	
B	B5	B5C	B5C.	BB5C.00	[M]Gastrinoma and carcinomas		[M] Cancer	Stomach	Stomach	tumor;stom	cancer	stom	stom	BB5C.00	113	7
B	B5	B5c	B5c1	BB5c100	[M]Water-clear cell adenoma		[M] Benign	na	na	tumor;benign	benign	na	na	BB5c100	4	
B	B5	B5C	B5C1	BB5C100	"[M]Gastrinoma, malignant"		[M] Cancer	Stomach	Stomach	tumor;stom	cancer	stom	stom	BB5C100	11	1
B	B5	B5c	B5cz	BB5cz00	[M]Parathyroid adenoma or adenocarcinoma NOS					tumor	morph	na	na	BB5cz00	345	
B	B5	B5C	B5Cz	BB5Cz00	[M]Gastrinoma or carcinoma NOS		[M] Cancer	Stomach	Stomach	tumor;stom	cancer	stom	stom	BB5Cz00	15	
B	B5	B5D	B5D.	BB5D.11	[M]Biliary tract adenomas and adenocarcinomas					tumor	cancer	na	na	BB5D.11	5	1
B	B5	B5D	B5D1	BB5D100	[M]Cholangiocarcinoma					medr_tumor;medr_benign	cancer	na	na	BB5D100	2878	227
B	B5	B5D	B5D1	BB5D111	[M]Bile duct carcinoma					tumor	cancer	na	na	BB5D111	32	
B	B5	B5D	B5D2	BB5D200	[M]Bile duct cystadenoma					tumor	cancer	na	na	BB5D200	21	
B	B5	B5D	B5D4	BB5D411	[M]Hepatocellular adenoma					tumor	cancer	na	na	BB5D411	21	
B	B5	B5D	B5D5	BB5D500	[M]Hepatocellular carcinoma NOS					tumor	cancer	na	na	BB5D500	259	15
B	B5	B5D	B5D5	BB5D511	[M]Hepatoma NOS		[M] Cancer	Liver	Liver	tumor	cancer	liver	liver	BB5D511	395	8
B	B5	B5D	B5D5	BB5D512	"[M]Hepatoma, malignant"		[M] Cancer	Liver	Liver	tumor	cancer	liver	liver	BB5D512	156	15
B	B5	B5D	B5D5	BB5D513	[M]Liver cell carcinoma		[M] Cancer	Liver	Liver	tumor	cancer	liver	liver	BB5D513	159	5
B	B5	B5D	B5D8	BB5D800	"[M]Hepatocellular carcinoma, fibrolamellar"		[M] Cancer	Liver	Liver	tumor	cancer	liver	liver	BB5D800	16	1
B	B5	B5e	B5e.	BB5e.00	[M]Lipoadenoma					tumor	morph	na	na	BB5e.00	47	
B	B5	B5f	B5f.	BB5f.00	[M]Thyroid adenoma and adenocarcinoma		[M] Cancer	Thyroid	Thyroid	tumor	cancer	na	na	BB5f.00	372	
B	B5	B5f	B5f0	BB5f000	[M]Follicular adenoma		[M] Benign	Thyroid	Thyroid	tumor	morph	na	na	BB5f000	597	
B	B5	B5f	B5f1	BB5f100	[M]Follicular adenocarcinoma NOS					tumor	morph	na	na	BB5f100	60	1
B	B5	B5f	B5f1	BB5f111	[M]Follicular carcinoma					tumor	morph	na	na	BB5f111	322	
B	B5	B5f	B5f5	BB5f511	[M]Colloid adenoma		[M] Benign	Thyroid	Thyroid	tumor	morph	na	na	BB5f511	127	
B	B5	B5f	B5f6	BB5f600	[M]Papillary and follicular adenocarcinoma					tumor	morph	na	na	BB5f600	57	
B	B5	B5f	B5fz	BB5fz00	[M]Thyroid adenoma or adenocarcinoma NOS					tumor	cancer	na	na	BB5fz00	109	
B	B5	B5g	B5g.	BB5g.00	[M]Multiple endocrine adenomas		[M] Benign	na	na	tumor	cancer	na	na	BB5g.00	90	1
B	B5	B5h	B5h.	BB5h.00	[M]Adrenal cortical tumours					tumor	cancer	na	na	BB5h.00	146	2
B	B5	B5h	B5h0	BB5h000	[M]Adrenal cortical adenoma NOS					tumor	cancer	na	na	BB5h000	98	
B	B5	B5h	B5h1	BB5h100	[M]Adrenal cortical carcinoma					tumor	cancer	na	na	BB5h100	5	
B	B5	B5h	B5hz	BB5hz00	[M]Adrenal cortical tumours NOS					tumor	cancer	na	na	BB5hz00	16	
B	B5	B5j	B5j.	BB5j.00	[M]Endometrioid adenomas and carcinomas		[M] Cancer	Uterus	Uterus	medr_tumor;tumor;medr_benign	cancer	uterus	uterus	BB5j.00	1893	21
B	B5	B5J	B5J.	BB5J.00	[M]Adenoid cystic carcinoma					medr_tumor;medr_benign	benign	na	na	BB5J.00	349	1
B	B5	B5J	B5J.	BB5J.13	[M]Cylindroma NOS					tumor	cancer	na	na	BB5J.13	392	1
B	B5	B5j	B5j0	BB5j000	[M]Endometrioid adenoma NOS					tumor	cancer	na	na	BB5j000	54	1
B	B5	B5j	B5j0	BB5j011	[M]Endometrioid cystadenoma NOS					tumor	cancer	na	na	BB5j011	127	
B	B5	B5j	B5j2	BB5j200	[M]Endometrioid carcinoma					medr_tumor;tumor;medr_benign	cancer	uterus	uterus	BB5j200	861	14
B	B5	B5j	B5j3	BB5j300	[M]Endometrioid adenofibroma NOS					tumor	cancer	na	na	BB5j300	4	
B	B5	B5j	B5jz	BB5jz00	[M]Endometrioid adenoma or carcinoma NOS					medr_tumor;tumor;medr_benign	cancer	uterus	uterus	BB5jz00	176	
B	B5	B5K	B5K.	BB5K.00	[M]Cribriform carcinoma					tumor	cancer	na	na	BB5K.00	16	
B	B5	B5L	B5L.	BB5L.00	[M]Adenomatous and adenocarcinomatous polyps					tumor	morph	na	na	BB5L.00	140	
B	B5	B5L	B5L0	BB5L000	[M]Adenomatous polyp NOS		[M] Benign	na	na	tumor	morph	na	na	BB5L000	1706	
B	B5	B5L	B5L0	BB5L011	[M]Polypoid adenoma		[M] Benign	na	na	medr_tumor;tumor;medr_benign	benign	na	na	BB5L011	8423	124
B	B5	B5L	B5L1	BB5L100	[M]Adenocarcinoma in adenomatous polyp					tumor	morph	na	na	BB5L100	42	
B	B5	B5L	B5L2	BB5L200	[M]Adenocarcinoma in situ in adenomatous polyp		[M] CIS	na	na	tumor	morph	na	na	BB5L200	22	
B	B5	B5L	B5L3	BB5L300	[M]Adenocarcinoma in multiple adenomatous polyps					tumor	morph	na	na	BB5L300	5	
B	B5	B5M	B5M.	BB5M.00	[M]Tubular adenomas and adenocarcinomas					tumor	morph	na	na	BB5M.00	2017	
B	B5	B5M	B5M0	BB5M000	[M]Tubular adenoma NOS		[M] Benign	na	na	tumor	morph	na	na	BB5M000	4278	
B	B5	B5M	B5M1	BB5M100	[M]Tubular adenocarcinoma					tumor	morph	na	na	BB5M100	24	
B	B5	B5M	B5Mz	BB5Mz00	[M]Tubular adenoma or adenocarcinoma NOS					tumor	morph	na	na	BB5Mz00	10	
B	B5	B5N	B5N.	BB5N.00	[M]Adenomatous and adenocarcinomatous polyps of colon		[M] Cancer	Colon	Colon	tumor;crc	cancer	crc	colon	BB5N.00	122	
B	B5	B5N	B5N0	BB5N011	[M]Adenomatosis NOS					tumor	morph	na	na	BB5N011	37	
B	B5	B5N	B5N0	BB5N012	[M]Familial polyposis coli		[M] Benign	Colon	Colon	tumor	cancer	na	na	BB5N012	400	1
B	B5	B5N	B5N2	BB5N200	[M]Multiple adenomatous polyps		[M] Benign	Colon	Colon	tumor	morph	na	na	BB5N200	79	
B	B5	B5N	B5N2	BB5N211	[M]Multiple polyposis					tumor	morph	na	na	BB5N211	644	
B	B5	B5N	B5Nz	BB5Nz00	[M]Adenomatous or adenocarcinomatous polyps of the colon NOS					tumor;crc	cancer	crc	colon	BB5Nz00	47	
B	B5	B5R	B5R.	BB5R.00	[M]Carcinoid tumours					tumor	morph	na	na	BB5R.00	2579	33
