	code0	desc0
567	0125	CRANIECTOMY-OTHER
568	0212	REPAIR OF CEREBRAL MENINGES  NEC
569	R01311	EVACUATION OF SUBDURAL(CEREBRAL) HEMATOMA
570	0123	CRANIOTOMY REOPEN SITE
571	0221	INSERTION / REPLACE EXTERNAL VENTRICULAR DRAIN (EVD)
572	311	TRACHEOSTOMY - TEMPORARY
573	0206	OSTEOPLASTY CRANIAL NEC (CRANIOPLASTY)
574	5318597	בדיקת CTV של ורידי המח
575	5226544	כריתת פוליפ מורכבת
576	R48691	TRANSANAL ENDORECTAL MICROSURGERY (TEM)
577	4620	ILEOSTOMY NOS
578	1398735	חוקן חומר ניגוד יודי
579	4651	CLOSURE SMALL BOWEL STOMA
580	3422242	US זרוע
581	3596	PERCUTANEOUS BALLOON HEART VALVULOPLASTY
582	2000551	צנתור לב טיפולי בהמשך לצנתור לב אבחנתי
583	1999899	צנתור לב אבחנתי
584	2001688	אקוקרדיוגרפיה דרך בית החזה (TTE)
585	2615817	חזה להדגמת עורקי הריאה - PE
586	1397001	FNB- US חזה
587	3974	ENDOVASCULAR REMOV OF OBSTRUCTION FROM HEAD & NECK VESSEL(S)
588	9910	INJECT / INFUS THROMBOLYTIC AGENT
589	3062809	טיפול טרומבוליטי בשבץ מוחי חד
590	5303	OTHER & OPEN REPAIR DIRECT INGUINAL HERNIA, UNILAT, W GRAFT
591	2986976	מפוי פרפוזיה של הלב - מבחן פרמקולוגי1
592	5733	TRANSURETHRAL BIOPSY OF BLADDER
593	1655607	וונוגרפיה גפה עליונה שמאלית
594	1655606	וונוגרפיה גפה עליונה ימנית
595	R39270	A-V SHUNT FOR HEMODIALYSIS
596	1397559	US שלפוחית שתן וערמונית
597	8660	FREE SKIN GRAFT NOT OTHERWISE SPECIFIED
598	712015	ERCP אבחנתי
599	527	PANCREATICO-DUODENECT RAD (WHIPPLE)
600	5954336	US מפשעות
601	1398504	US ניקוז מורסה - כיס מרה
602	2777660	החדרת תומך למעי הגס מעל מוליך בהנחיית שיקוף
603	1399664	צילום עצמות אף
604	8116	ARTHRODESIS / FUSION OF METATARSOPHALANGEAL JOINT
605	79373	OPEN REDUC FRAC WITH INT FIX (SCREW) TARS / METATARSALS
606	512	CHOLECYSTECTOMY
607	81543	TOTAL KNEE REPLACEMENT, UNICOMPARTMENT
608	9219	SCAN OF OTHER SITES
609	1496442	תהודה מגנטית (MRI) - ערמונית
610	R98512	ESWL KIDNEY, URETER & / OR BLADDER (COMLEX STONE)
611	8774	RETROGRADE PYELOGRAM
612	1496298	תהודה מגנטית (MRI) - לב
613	1396257	CT פרקי ירכיים
614	3025937	CT ירכיים
615	7785	PARTIAL OSTECTOMY / CONDYLECTOMY FEMUR
616	5922479	ספינל
617	8860	CONTRAST PHLEBOGRAM NOS
618	3116736	וונוגרפיה CO2 גפה עליונה ימנית
619	3116737	וונוגרפיה CO2 גפה עליונה שמאלית
620	R39271	A-V SHUNT FOR HEMODIALYSIS W GORTEX
621	R39505	ANGIOPLASTY (PTA) OF A-V SHUNT FOR DIALYSIS
622	R88674	SHUNTOGRAPHY OF RENAL DIALYSIS SHUNT
623	3112643	הרחבת הוריד הברכיאלי עם בלון
624	R39421	ENDOVASCULAR REVISION OF A-V SHUNT FOR RENAL DIALYSIS
625	1467896	פתיחת שנט
626	3025734	הרחבת השקה שנט לדיאליזה
627	3101537	טרומבקטומיה מכנית בשנט לדיאליזה
628	1598119	מפוי גליום זיהום
629	8152	PARTIAL HIP REPLACEMENT
630	8611	CLOSED BIOPSY SKIN & SUBQ TISSUE
631	9672	CONTINUOUS INVASIVE MECHANICAL VENTILATION FOR 96 HR OR MORE
632	7971	CLOSED REDUCTION OF DISLOCATION OF SHOULDER
633	184	SUTURE  EXTERNAL EAR LACERATION
634	8021	ARTHROSCOPY OF SHOULDER
635	8041	DIVISION OF JOINT STRUCTURE OF SHOULDER
636	7761	LOC EXC LESION SCAPULA / CLAVIC/RIB/STERNUM
637	282	TONSILLECTOMY
638	3230	THORACOSCOPIC SEGMENTAL RESECTON OF LUNG
639	3026236	בטן בתוספת חתכים ללבלב
640	5148539	PET CT
641	3582384	הרחבת  הצרות בוושט  מעל מוליך תחת שיקוף
642	4429	PYLOROPLASTY NOS
643	1398690	וושט, קיבה ותריסריון קונטרסט רגיל
644	R5700	CYSTOLAPAXY
645	4462069	אלסטוגרפיה של הכבד
646	1736	SIGMOIDECTOMY, LAPAROSCOPIC
647	R86302	LOCAL EXC LESION OF TISSUE OR SKIN BY LASER
648	6561	SALPINGO-OOPHORECTOMY BILATERAL
649	R36141	BYPASS AORTOCOR (CABG) - 5 COR ART
650	2688410	המשך UPTAKE
651	1599108	מפוי בלוטת התריס טכנציום
652	0689	PARATHYROIDECTOMY PARTIAL
653	0981	DACRYOCYSTORHINOSTOMY
654	9960	CARDIOPULMONARY RESUSCITATION (CPR), NOS
655	R397272	ENDOVASCULAR EMBOLIZATION OF INTRACRANIAL TUMOR
656	2612880	סגירת כלי דם לגידול מוחי בדרך אנדווסקולרית
657	7926	OPEN REDUCTION OF FRACTURE OF TIBIA / FIBULA
658	78474	OTHER EXTERN FIX W / O FX REDUC - TIBIA/FIBULA
659	7840	REPAIR OTHER BONE NOS
660	2382468	TCD  (דופלר טראנסקרניאלי)
661	1742	LAPAROSCOPIC ROBOTIC ASSISTED PROCEDURE
662	1396302	CT פרקי אמה ושורש כף יד
663	R793221	ORIF (PLATE) OF RADIUS / ULNA LOWER END FX
664	5108536	צילום כף יד - שמאל
665	1396293	CT עש גבי-עליון
666	3057915	ברונכוסקופיה טיפולית
667	3000978	פענוח נוזל חוט השידרה
668	3950	ANGIOPLASTY OF OTHER NON-CORONARY VESSEL
669	R88480	NEEDLE ANGIOGRAPHY OF LEG
670	1467500	אנגיוגרפיה של גפה תחתונה
671	3101197	הרחבת העורק הטיביאלי האחורי עם בלון
672	3321142	אנגיופלסטיה של עורקי כף הרגל
673	3101198	הרחבת העורק הטיביאלי הקידמי עם בלון
674	R59792	REPAIR OF URINARY STRESS INCONTINENCE BY TVT
675	684	TOTAL ABDOMINAL HYSTERECTOMY
676	4869	RESECT RECTUM NEC
677	54111	STAGING LAPAROTOMY
678	R54403	OMENTECTOMY
679	669887	הכנסת IV PCA
680	86071	REPLACEMENT OF PORTACATH
681	9925	INJECT / INFUS CHEMOTHERAPEUTIC AGENT
682	3404	CHEST TUBE DRAINAGE
683	1398816	ERCP
684	R54304	DEBRID. OPERAT. WOUND OF ABDOMINAL WALL
685	1496361	תהודה מגנטית (MRI) - מפרק ברך ימין
686	7815	APPLICATION EXTERNAL FIXATION TO FEMUR
687	7735	DIVISION / OSTEOTOMY OF FEMUR, NEC
688	R78655	REMOVAL OF ILIZAROV FROM FEMUR
689	806	EXC OF MENISCUS OF KNEE
690	3101200	הרחבת העורק הפופליטאלי עם בלון
691	8411	AMPUTATION TOE(S)
692	3112645	הרחבת הוריד הצפאלי עם בלון
693	5794	INSERTION OF INDWELLING URINARY CATHETER
694	816	OTHER PROCEDURERS ON SPINE
695	8005	ARTHROTOMY OF HIP FOR REMOVAL OF PROSTHESIS W / O REPLACEMENT
696	4573	OPEN & OTHER HEMICOLECTOMY RT
697	5361	OTHER OPEN REPAIR OF INCISIONAL HERNIA W GRAFT / PROSTHESIS
698	5108535	צילום כף יד - ימין
699	8184	TOTAL ELBOW REPLACEMENT
700	1467788	צילום פרק יד ימין
701	1399241	צילום פרק יד שמאל
702	1399682	צילום עצם העצה (סקרום)
703	34093	LYSIS OF PLEURAL ADHESIONS
704	6099	PROSTATIC OPERATION NEC
705	4101	TRANSPLANT BONE MARROW, AUTOLOGOUS W / O PURGING
706	4108	ALLOGENEIC HEMATOPOIETIC STEM CELL TRANSPLANT W PURGING
707	6849	TOTAL ABDOMINAL HYSTERECTOMY, OTHER AND UNSPECIFIED
708	R88472	ARTERIOGRAPHY PELVIC ARTERIES
709	R39796	ENDOVASC THERAPEUTIC EMBOLIZATION OF NORMAL BLOOD VESSEL
710	1467491	אנגיוגרפיה של עורקי האגן
711	0051	IMPLANT / REVISION  CRT-D TOTAL SYSTEM
712	2646100	השתלת CRTD
713	3243280	פלאזמפורזיס
714	86072	REMOVAL OF PORTACATH
715	6551	OOPHORECTOMY BILAT
716	4903	EXC PERIANAL SKIN TAG
717	R00663	PTCA BY GIDEWIRE & PRESSURE TRANSDUCER
718	1449	SCLERAL BUCKLING NEC
719	1452	REPAIR OF RETINAL DETACHMENT WITH CRYOTHERAPY
720	14751	INJECTION OF GAS / AIR AS VITREOUS SUBSTITUTE
721	3030550	פענוח לשד עצם
722	2615816	ניקור\ניקוז מלעורי למורסה בחלל הבטן בהנח
723	2777661	אזופגוסקופיה עם הרחבה והחדרת תומך/תותב
724	8723	THORACIC SPINE X-RAY NEC
725	8724	LUMBOSAC SPINE X-RAY NEC
726	8722	CERVICAL SPINE X-RAY NEC
727	1151	SUTURE CORNEA LACERATION
728	1239	IRIDOPLASTY NEC
729	570	T.U. BLADDER CLEARANCE
730		
731	5304	OTHER & OPEN REPAIR INDIRECT INGUINAL HERNIA, UNILAT, W GRAFT
732	55010	EXPLORATION OF KIDNEY
733	R36099	PRIMARY CORONARY INTERVENTION (PCI)
734	0391	INJECT ANESTHETIC-SPINAL CANAL FOR ANALGESIA
735	03921	INJECT INTO SPINAL CANAL
736	0039	OTHER COMPUTER ASSISTED SURGERY
737	5310	REPAIR OF BILAT INGUINAL HERNIA, NOT OTHERWISE SPECIFIED
738	606	PROSTATECTOMY OTHER
739	3242	LOBECTOMY RIGHT UPPER LOBE
740	324	LOBECTOMY OF LUNG
741	R99100	INFUSION STREPTOKINASE
742	3613	BYPASS AORTOCOR (CABG) - 3 COR ART
743	3615	BYPASS 1 INT MAM-COR ARTERY
744	R01591	ENDOSCOPIC EXCISION OF LESION OF BRAIN
745	2771188	בדיקת נשיפה ללקטוז
746	3094805	EEG בשינה
747	1399511	צילום עצם העוקץ (קוקסיקס)
748	615000	פנאנדוסקופיה
749	8191	ARTHROCENTESIS (JOINT ASPIRATION)
750	0113	BIOPSY BRAIN PERCUTANEOUS / STEREOTACTIC
751	1397298	US כתף
752	7817	APPLICATION EXTERNAL FIXATION TO TIBIA / FIBULA
753	R79362	ORIF (PLATE) OF TIBIA / FIBULA FX
754	R65611	SALPINGO-OOPHORECTOMY BILAT. TRANSVAGINAL
755	R59801	INSERTION OF URETERAL STENT
756	560	T.U. REMOV URETER OBSTRUCT
757	5699	URETERAL OPERATION NEC
758	R48631	RESECTION OF RECTUM, HIGH ANTERIOR
759	4613	COLOSTOMY PERMANENT NEC
760	5110	ENDOSCOPIC RETROGRADE CHOLANGIOPANCREATOGRAPHY (ERCP)
761	1823721	US שד
762	4497	LAPAROSCOPIC REMOVAL GASTRIC RESTRICTIVE DEVICE(S)
763	4431	HIGH GASTRIC BYPASS
764	R43702	LAPAROSCOPIC BILIOPANCREATIC DIVERSION (SCOPINARO)
765	R74103	CESAREAN SECTION - LOW UTERINE SEGMENT
766	3344276	PET-CT/עם גליום 68
767	3054532	ברונכוסקופיה עם FNA
768	4232	LOCAL EXC OF LESION OR TISSUE OF ESOPHAGUS
769	4219	ESOPHAGOSTOMY THORACIC
770	1399059	בדיקת בליעה עם חומר ניגוד
771	793	OPEN FX REDUCT WITH INT FIX
772	043	PERIPHERAL NERVE SUTURE
773	8242	SUTURE OF FLEXOR TENDON OF HAND, DELAYED
774	7864	REMOVAL IMPLANT DEVICES FROM CAR / METACARPALS
775	1467743	צילום עצם הבריח (קלוויקולה) משמאל
776	2191748	אורודינמית
777	6712	BIOPSY CERVIX NEC
778	9229	RADIOTHERAPEUTIC PROCEDURE
779	R34601	PLEURODESIS
780	8153	REVISION OF HIP REPLACEMENT
781	R83395	MARGINAL RESECT LESION THIGH
782	4051	RAD DISSEC AXILLARY NODE
783	1979983	"סימון מיקום של גוש בשד ע""י מחט FNL"
784	9771	REMOVAL IUD
785	8579	OTHER TOTAL RECONSTRUCTION OF BREAST
786	8595	INSERT TISSUE EXPANDER TO BREAST
787	8554	IMPLANT BREAST, BILAT
788	8659	CLOSURE OF SKIN / SUBCUT TISSUE BY ADHESIVES/STAPLES/SUTURE
789	8596	REMOVAL OF TISSUE EXPANDER FROM BREAST
790	6563	SALPINGO-OOPHORECTOMY, BILAT. LAPAROSCOPIC
791	1397370	USD - US דופלר אשכים
792	R55511	NEPHRECTOMY TOTAL, UNILATERAL, LAPAROSCOPIC
793	R38080	THROMBOEMBOLECTOMY OF COMMON FEMORAL ARTERY
794	38080	THROMBOEMBOLECTOMY OF COMMON FEMORAL ARTERY
795	8451	INSERTION OF INTERBODY SPINAL FUSION DEVICE
796	R80501	EXC INTERVETEBRAL DISC, ANTER APPROACH
797	8162	FUSION OR REFUSION OF 2-3 VERTEBRAE
798	R83142	FASCIOTOMY OPEN
799	2682148	תהודה מגנטית שוקיים
800		
801	R14751	INJECTION OF GAS / AIR AS VITREOUS SUBSTITUTE
802	1397604	US שאיבת נוזל - אבר בנפרד
803	5954335	US בית שחי
804	4872543	ריפוי בדיבור פרטני
805	03917	GENERAL ANESTHESIA
806	R68291	HYSTEROSCOPIC EXC / DESTRUCT LESION OF UTERUS
807	0239	VENTRICULAR SHUNT TO EXTRACRANIAL SITE NEC
808	3614	BYPASS AORTOCOR (CABG) - 4+ COR ART
809	8145	REPAIR CRUCIATE LIGAMENT, NOT ELSWERE CLASSIFIED
810	8016	ARTHROTOMY / ARTHROSTOMY OF KNEE
811	8381	GRAFT TENDON
812	1467950	CT כתף שמאל
813	9427	ELCTROCONVULSIVE THERAPY (ECT,EST)
814	1398798	מלוי כיס מרה - כולציסטוגרפיה
815	3129	TRACHEOSTOMY PERMANENT NEC
816	8038	BIOPSY (ASPIRATION) OF FOOT / TOE JOINT
817	545346	א.ק.ג במאמץ
818	8845	ARTERIOGRAPHY RENAL
819	3112637	החדרת סטנט לעורק הכליה השמאלית
820	1467509	אנגיוגרפיה של עורקי הכליות
821	4401	VAGOTOMY TRUNCAL
822	4442	SUTURE DUODEN ULCER SITE
823	3871	IVC FILTER INSERTION (OPERATIVE)
824	81513	TOTAL HIP REPLACEMENT CEMENTLESS
825	1319	LENS INTRACAPSULAR EXTRACTION, NEC
826	45751	HARTMAN'S PROCEDURE
827	2383465	מפוי פאראתירואיד משולב עם מפוי בלוטת התריס
828	1512514	בקורת פרמקט
829	1396578	USD-US דופלר צואר
830	R88670	PHLEBOGRAPHY UPPER LIMB
831	R39273	BRACHIO-VENOUS SHUNT FOR HEMODIALYSIS W GRAFT
832	8417	AMPUTATION ABOVE KNEE
833	9981	HYPOTHERMIA  (THE MECHNICAL REDUCTION OF BODY TEMPERATURE
834	1473	VITRECTOMY MECHANICAL, ANTERIOR APPROACH
835	1639	EVISCERATION EYEBALL NEC
836	164	ENUCLEATION OF EYEBALL
837	0852	BLEPHARORRHAPHY
838	163	EVISCERATION OF EYEBALL
839	0821	EXCISION OF CHALAZION
840	1595272	מפוי לב במנוחה
841	79151	CLOSED REDUCTION INTERNAL FIX (NAIL) FEMUR
842	1396221	CT כתף ימין
843	79312	OPEN REDUCTION INTERNAL FIX (PLATE) OF FRACTURE OF HUMERUS
844	1508528	US כף יד
845	9961	ATRIAL CARDIOVERSION
846	3326	CLOSED (PERCUTANEOUS) (NEEDLE) BIOPSY OF LUNG
847	1396248	CT עש גבי תחתון
848	3872	INSERTION OF FILTER INTO VENA CAVA (PERCUTANEOUS)
849	R3873	REMOVAL OF FILTER FROM VENA CAVA (PERCUTANEOUS)
850	1488987	שליפת גוף זר
851	1399149	בדיקת מנגנון בליעה עם חומר ניגוד (שיקוף CINE
852	3065095	מרפק שמאל
853	7763	LOCAL EXCISION OF LESION / TISSUE RADIUS/ULNA
854	7783	PARTIAL OSTECTOMY / CONDYLECTOMY RADIUS/ULNA
855	5253	PANCREATECTOMY SUBTOTAL, RADICAL
856	5252	PANCREATECTOMY DISTAL
857	0151	EXCISON CEREBRAL MENINGEAL LESION
858	45791	COLECTOMY SUB-TOTAL
859	5412	REOPEN RECENT LAPAROTOMY SITE
860	4639	ENTEROSTOMY NEC
861	5679	ANASTOM. OF URETER NEC
862	5461	RECLOS POST OP DISRUPT ABD WALL
863	86221	DEBRIDEMENT OF WOUND / INFECTION (NOT BURN) (EXCISIONAL)
864	3999	OPS ON VESSEL NEC (REMOV CATH)
865	R88571	PRIMARY CORONARY ANGIOGRAPHY W / O PCI
866	5302	OTHER & OPEN REPAIR INDIRECT INGUINAL HERNIA, UNILAT
867	8154	TOTAL KNEE REPLACEMENT
868	3723	RT & LT HEART CARDIAC CATHETERIZATION
869	3599	OTHER HEART VALVE OPERATIONS
870		
871	2061396	אקוקרדיוגרפיה דרך הושט (TEE)
872	3051278	ממוגרפיה לצילום דגימה ניתוחית
873	2931	CRICOPHARYNGEAL MYOTOMY
874	4231	EXC ESOPHAGEAL DIVERTICLE
875	4242	ESOPHAGECTOMY TOTAL
876	433	PYLOROMYOTOMY
877	7720	WEDGE OSTEOTOMY NOS
878	8375	TRANSFER / TRANSPLANT OF TENDON
879	7728	WEDGE OSTEOTOMY OF TARSALS / METATARSALS
880	7868	REMOVAL IMPLANT DEVICE FROM TAR / METATARSAL
881	5700	CYSTOLAPAXY
882	8624	CHEMOSURGERY OF SKIN
883	8671	CUTTING / PREPAR OF PEDICLE/FLAPS
884	8674	ATTACHMENT OF PEDICLE / FLAP GRAFT (NOT HAND)
885	5955360	דופלקס עורקי הרקה, טמפורליים
886	R38211	BIOPSY OF TEMPORAL ARTERY
887	R53593	REPAIR VENTRAL HERNIA
888	R54001	EXPLORATION ABDOMINAL WALL - SURG.
889	1398603	US כף רגל
890	5351	REPAIR OF INCISIONAL VENTRAL HERNIA
891	8301	EXPLOR TENDON SHEATH
892	R40111	FNA OF LYMPHNODE, PERCUTANEOUS
893	R06091	EXPLORATION OF NECK, BY INCISION
894	3425	BIOPSY MEDIASTINUM PERCUTAN
895	80513	EXC INTERVERTEBRAL DISC, LUMBAR
896	2131	EXC INTRANASAL LES
897	22601	FENS OP.
898	R03091	LAMINECTOMY
899	8545	MASTECTOMY RADICAL UNILAT
900	1496433	תהודה מגנטית (MRI) - שדיים
901	1399583	צילום סרעפת
902	8712	DENTAL X-RAY NEC
903	544	EXC / DESTRUCT PERITONEAL TISSUE
904	R45330	WEDGE RESECT SM BOWEL EXCEPT DUODENUM
905	4562	RESECT SM BOWEL PART NEC
906	R79322	ORIF (PLATE) OF RADIUS / ULNA FX
907	3736	EXC / DESTRUCT LT ATRIAL APPENDAGE (LAA)
908	3523	OPEN AND OTHER REPLACE MITRAL VALVE WITH TISSUE GRFT
909	1398672	מעבר מעיים דקים (פסאג' בריום)
910	554	NEPHRECTOMY PARTIAL
911	R81512	TOTAL HIP REPLACEMENT, CEMENTED
912	4591	ANASTOM BOWEL SM-TO-SM
913	R45624	WEDGE RESECTION OF SMALL INTESTINE
914	2751	SUTURE OF LIP LACERATION
915	217	NASAL FRACTURE REDUCTION
916	2432	SUTURE OF GUM LACERATION
917	9355	WIRING DENTAL\IMF
918	7674	OPEN REDUCT MAXILLARY FX
919	4437013	סדציה
920	2162	FRACTURE OF TURBINATES
921	215	SUBMUC RESECTION NASAL SEPTUM
922	2169	TURBINECTOMY NOS
923	79153	CLOSED REDUCTION # INTERN FIX (SCREW) OF FEMUR
924	R80513	EXC INTERVERTEBRAL DISC, LUMBAR
925	4598401	הולטר קצב הלב רב ערוצי
926	2682153	תהודה מגנטית מפרקי ירכיים
927	4105	TRANSPLANT STEM CELL HEMATOPOI,ALLOGENIC, W / O PURGING
928	8941	TREADMILL STRESS TEST
929	7908	CLOSED REDUCTION OF FRACTURE OF TOES
930	0393	IMPLANTATION / REPLACEMENT SPINAL NEUROSTIMULATOR
931	R03933	REVISION OF SPINAL CORD STIMULATOR
932	R54002	DRAINAGE ABSCESS ABDOMINAL WALL
933	R03932	PRMANENT IMPLANTATION OF SPINAL CORD STIMULATOR
934	R93541	APPLICATION OF P.O.P CAST
935	3026237	CT לב לקביעת מדד הסתיידות
936	6529	EXC LOCAL OF OVARY NOS (CYSTECTOMY)
937	R65951	RELEASE OVARIAN TORSION, LAPAROSCOPIC
938	1398834	צילום רחם וחצוצרות -היסטרוסלפינוגרפיה
939	R73406	MEDICAL INDUCTION OF LABOR BY PGE2
940	754	MANUAL REMOVAL OF RETAINED PLACENTA
941	7053	REPAIR OR CYSTOCELE & RECTOCELE W GRAFT OR PROSTHESIS
942	5521	NEPHROSCOPY
943	0159	EXCISION LESION OF BRAIN NEC
944	3096416	MRA האאורטה בבית החזה עם ח.נ.
945	3571647	MRI, המשך בדיקה, לא לחיוב
946	1397622	US שאיבת נוזל - בטן, כבד, לבלב, מרה
947	R81926	INJECTON INTO KNEE
948	4023	EXC AXILLARY LYHMPH NODE
949	1399050	ושט קיבה תריסריון-גסטרוגר
950	1398933	צילום ושט עם חומר ניגוד
951	8847	ARTERIOGRAPHY INTRA-ABD NEC
952	R02412	FITTING & ADJUSTMENT OF CEREBRAL VENTRICULAR SHUNT
953	4231056	בדיקת קוצב בחדר ניתוח
954	81541	TOTAL KNEE REPLACEMENT, BICOMPARTMENT
955	1399277	STICH צילום מדידות 2 גפיים
956	R81542	TOTAL KNEE REPLACEMENT, TRICOMPARTMENT
957	3611	BYPASS AORTOCOR (CABG) - 1 COR ART
958	R36101	OFF PUMP CABG
959	4921	ANOSCOPY
960	4911	FISTULOTOMY ANAL
961	5651	FORMATION OF CUTAN. ILEOURETEROSTOMY
962	566	EXT URIN DIVERSION NEC
963	459	INTESTINAL ANASTOMOSIS
964	46	OTHER INTESTINAL OPS
965	R46030	COLOSTOMY, LOOP
966	8934	DIGITAL RECTAL EXAM
967	R48731	FISTULOTOMY RECTAL, WITH SETON
968	R88741	TRANSRECTAL ULTRASOUND OF RECTUM (TRUS
969	4852	ABDOMINOPERINEAL RESECTION OF RECTUM, OPEN
970	1496181	MRI - תהודה מגנטית
971	3025934	CT בטן פרוטוקול קרוהן
972	3492315	תהודה מגנטית (MRE) למעיים
973	1399729	צילום ארובות עיניים (אורביטה)
974	9214	BONE SCAN
975	9390	NON-INVASIVE MECHANICAL VENTILATION (CPAP) (NPPV)
976	8603	INCISION PILONIDAL SINUS / CYST
977	2599	OP ON TONGUE NEC
978	R57491	FULGURATION OF BLADDER, TRANSURETHRAL
979	046	PERIPH NERVE TRANSPOSIT
980	8244	SUTURE (PRIMARY) OF FLEXOR TENDON OF HAND
981	7914	CLOSED REDUCTION INTERNAL FIX FX OF FINGER
982	R97881	REMOVAL OF KIRSCHNER WIRE
983	8108	FUSION LUMBAR LUMBOSACRAL, POSTERIOR / POSTEROLAT TECH
984	81051	FUSION DORSOLUMBAR POST. APPR. INSTRUMENT
985	R57492	TUR OF BLADDER NECK
986	5787	RECONSTRUCTION OF BLADDER
987	5771	CYSTECTOMY RADICAL URINARY BLADDER
988	5425	PERITONEAL LAVAGE
989	5300537	בקורת מכשיר שמיעה/ ייעוץ לשתי אוזניים
990	R43991	TOTAL GASTRECTOMY W ROUX-EN-Y ESOPHAGOENTEROSTOMY
991	R3872	INSERTION OF FILTER INTO VENA CAVA (PERCUTANEOUS)
992	81926	INJECTION INTO KNEE
993	R88423	AORTOGRAPHY OF AORTIC ARCH
994	062	LOBECTOMY OF THYROID UNILAT
995	R66511	SALPINGECTOMY BILAT. LAPAROSCOPIC
996	6531	OOPHORECTOMY UNILAT LAPAROSCOPIC
997	1398135	KNB- US כליות
998	5226542	צריבה עם ארגון
999	439	TOTAL GASTRECTOMY
1000	46391	FEEDING JEJUNOSTOMY
1001	4593	ANASTOM SMALL-TO-LARGE BOWEL NEC
1002	4258	ANASTO ESOPHAGUS WITH INTERPOS - INTRATHO
1003	341	INCISION OF MEDIASTINUM (MEDIASTINOTOMY)
1004	4211	ESOPHAGOSTOMY CERVICAL
1005	8684	RELAXATION OF SCAR (Z PLASTY)
1006	R46390	JEJUNOSTOMY
1007	1397235	US ניקוז מורסה - בטן,  כבד
1008	R54911	PERCUTANEOUS ABDOMINAL DRAINAGE
1009	1655605	החלפת נקז מורסה
1010	R531700	REPAIR BILAT. ING. HERNIA, NOS, W GRFT
1011	1264	TRABECULECTOMY AB EXTERNO
1012	1879	PLASTIC REP EXT EAR NEC
1013	1398540	US פרק ירך ימין
1014	7931	ORIF OF HUMERUS FX
1015	9191	BACT SMEAR NOS
1016	9181	BACT SMEAR NEC
1017	3721	RT HEART CARDIAC CATHETERIZATION
1018	5187	ENDOSCOP INSERT STENT INTO BILE DUCT
1019	R38450	RESECT & REPLACE THORACIC AORTA
1020	3022	VOCAL CORDECTOMY
1021	9395	HYPERBARIC OXYGENATION
1022	5341	OTHER & OPEN REPAIR UMBILICAL HERNIA W GRAFT / PROSTHESIS
1023	79353	OPEN REDUCTION INTERN FIX (SCREW) FX FEMUR
1024	79352	OPEN REDUCTION INTERN FIX (PLATE) FX FEMUR
1025	1395915	CT מרפק ימין
1026	9859	ESWL EX. CORP. SHOCKWAVE LITHOTRIPSY
1027	5593	REPLACEMENT OF NEPHROSTOMY TUBE
1028	5501	NEPHROTOMY
1029	3927	ARTERIOVENOSTOMY FOR DIALYSIS (A-V F)
1030	5554	NEPHRECTOMY BILAT.
1031	R39272	BRACHIO-VENOUS A-V SHUNT FOR HEMODIALYSIS
1032	R55692	TRANSPLANT KIDNEY NEC (LIVE DONOR)
1033	3943	REMOVAL RENAL DIALYSIS SHUNT
1034	5503	NEPHROSTOMY / PYELOSTOLITHOTOMY, PERCUTAN W/O FRAGMENTATION
1035	3893	VENOUS CATHETERIZATION  (PERCUT)
1036	5582	CLOSURE OF NEPHROSTOMY & PYELOSTOMY
1037	5121	CHOLECYSTECTOMY PARTIAL, OPEN
1038	530	UNILAT ING HERNIA REPAIR
1039	R53050	REPAIR INGUINAL HERNIA, UNILAT, REC. W GRAFT
1040	8907	COMPREHENSIVE CONSULTATION
1041	3032696	יעוץ רדיולוגיה התערבותית
