"icd","ccs","ccsdesc","icddesc","icdvers"
"0843","19","Ot Rx eye","WEDG RESEC ENTROPION REP","ICD-9-CM"
"0844","19","Ot Rx eye","LID RECONS ENTROPION REP","ICD-9-CM"
"0849","19","Ot Rx eye","ENTROPION/ECTROP REP NEC","ICD-9-CM"
"0851","19","Ot Rx eye","CANTHOTOMY","ICD-9-CM"
"0852","19","Ot Rx eye","BLEPHARORRHAPHY","ICD-9-CM"
"0859","19","Ot Rx eye","ADJUST LID POSITION NEC","ICD-9-CM"
"0861","19","Ot Rx eye","LID RECONST W SKIN GRAFT","ICD-9-CM"
"0862","19","Ot Rx eye","LID RECONST W MUC GRAFT","ICD-9-CM"
"0863","19","Ot Rx eye","LID RECONST W HAIR GRAFT","ICD-9-CM"
"0864","19","Ot Rx eye","LID RECON-TARSOCONJ FLAP","ICD-9-CM"
"0869","19","Ot Rx eye","LID RECONSTR W GRAFT NEC","ICD-9-CM"
"0870","19","Ot Rx eye","LID RECONSTRUCTION NOS","ICD-9-CM"
"0871","19","Ot Rx eye","LID MARG RECON-PART THIC","ICD-9-CM"
"0872","19","Ot Rx eye","LID RECONS-PART THIC NEC","ICD-9-CM"
"0873","19","Ot Rx eye","LID MARG RECONS FUL THIC","ICD-9-CM"
"0874","19","Ot Rx eye","LID RECONST-FUL THIC NEC","ICD-9-CM"
"0881","19","Ot Rx eye","LINEAR REP LID LACER","ICD-9-CM"
"0882","19","Ot Rx eye","LID MARG LAC RX-PART TH","ICD-9-CM"
"0883","19","Ot Rx eye","LID LACER RX-PRT TH NEC","ICD-9-CM"
"0884","19","Ot Rx eye","LID MARG LAC RX-FUL THIC","ICD-9-CM"
"0885","19","Ot Rx eye","LID LAC RX-FUL THIC NEC","ICD-9-CM"
"0886","19","Ot Rx eye","LOWER LID RHYTIDECTOMY","ICD-9-CM"
"0887","19","Ot Rx eye","UPPER LID RHYTIDECTOMY","ICD-9-CM"
"0889","19","Ot Rx eye","EYELID REPAIR NEC","ICD-9-CM"
"0891","19","Ot Rx eye","ELECTROSURG LID EPILAT","ICD-9-CM"
"0892","19","Ot Rx eye","CRYOSURG LID EPILATION","ICD-9-CM"
"0893","19","Ot Rx eye","EYELID EPILATION NEC","ICD-9-CM"
"0899","19","Ot Rx eye","EYELID OPERATION NEC","ICD-9-CM"
"090","19","Ot Rx eye","LACRIMAL GLAND INCISION","ICD-9-CM"
"0911","18","Dx eye","LACRIMAL GLAND BIOPSY","ICD-9-CM"
"0912","18","Dx eye","LACRIMAL SAC BIOPSY","ICD-9-CM"
"0919","18","Dx eye","LACRIMAL SYS DX PROC NEC","ICD-9-CM"
"0920","19","Ot Rx eye","EXC LACRIMAL GLAND NOS","ICD-9-CM"
"0921","19","Ot Rx eye","EXCIS LES LACRIMAL GLAND","ICD-9-CM"
"0922","19","Ot Rx eye","PART DACRYOADENECT NEC","ICD-9-CM"
"0923","19","Ot Rx eye","TOTAL DACRYOADENECTOMY","ICD-9-CM"
"093","19","Ot Rx eye","OTHER LACRIMAL GLAND OPS","ICD-9-CM"
"0941","19","Ot Rx eye","LACRIMAL PUNCTUM PROBE","ICD-9-CM"
"0942","19","Ot Rx eye","LAC CANALICULI PROBE","ICD-9-CM"
"0943","19","Ot Rx eye","NASOLACRIMAL DUCT PROBE","ICD-9-CM"
"0944","19","Ot Rx eye","NASOLAC DUCT INTUBAT","ICD-9-CM"
"0949","19","Ot Rx eye","LAC PASSAGE MANIP NEC","ICD-9-CM"
"0951","19","Ot Rx eye","LAC PUNCTUM INCISION","ICD-9-CM"
"0952","19","Ot Rx eye","LAC CANALICULI INCISION","ICD-9-CM"
"0953","19","Ot Rx eye","LACRIMAL SAC INCISION","ICD-9-CM"
"0959","19","Ot Rx eye","LACRIM PASSAGE INCIS NEC","ICD-9-CM"
"096","19","Ot Rx eye","LACRIM SAC/PASSAGE EXCIS","ICD-9-CM"
"0971","19","Ot Rx eye","CORRECT EVERTED PUNCTUM","ICD-9-CM"
"0972","19","Ot Rx eye","PUNCTUM REPAIR NEC","ICD-9-CM"
"0973","19","Ot Rx eye","CANALICULUS REPAIR","ICD-9-CM"
"0981","19","Ot Rx eye","DACRYOCYSTORHINOSTOMY","ICD-9-CM"
"0982","19","Ot Rx eye","CONJUNCTIVOCYSTORHINOST","ICD-9-CM"
"0983","19","Ot Rx eye","CONJUNCTIVORHINOS W TUBE","ICD-9-CM"
"0991","19","Ot Rx eye","LAC PUNCTUM OBLITERATION","ICD-9-CM"
"0999","19","Ot Rx eye","LACRIMAL SYSTEM OP NEC","ICD-9-CM"
"100","19","Ot Rx eye","INCISE/REMOV CONJUNCT FB","ICD-9-CM"
"101","19","Ot Rx eye","CONJUNCTIVA INCISION NEC","ICD-9-CM"
"1021","18","Dx eye","CONJUNCTIVAL BIOPSY","ICD-9-CM"
"1029","18","Dx eye","CONJUNCTIVA DX PROC NEC","ICD-9-CM"
"1031","19","Ot Rx eye","EXCISE CONJUNCTIV LESION","ICD-9-CM"
"1032","19","Ot Rx eye","DESTRUCT CONJUNC LES NEC","ICD-9-CM"
"1033","19","Ot Rx eye","OTH CONJUNC DESTRUC PROC","ICD-9-CM"
"1041","19","Ot Rx eye","SYMBLEPH REP W FREE GRFT","ICD-9-CM"
"1042","19","Ot Rx eye","GRAFT CONJUNC CUL-DE-SAC","ICD-9-CM"
"1043","19","Ot Rx eye","CONJUN CUL-DE-SAC RX NEC","ICD-9-CM"
"1044","19","Ot Rx eye","CONJUNC FREE GRAFT NEC","ICD-9-CM"
"1049","19","Ot Rx eye","CONJUNCTIVOPLASTY NEC","ICD-9-CM"
"105","19","Ot Rx eye","CONJUNC/LID ADHESIOLYSIS","ICD-9-CM"
"106","19","Ot Rx eye","REPAIR CONJUNCT LACERAT","ICD-9-CM"
"1091","19","Ot Rx eye","SUBCONJUNCTIVAL INJECT","ICD-9-CM"
"1099","19","Ot Rx eye","CONJUNCTIVAL OP NEC","ICD-9-CM"
"110","19","Ot Rx eye","MAGNET REMOVAL CORNEA FB","ICD-9-CM"
"111","19","Ot Rx eye","CORNEAL INCISION","ICD-9-CM"
"1121","18","Dx eye","CORNEAL SCRAPE FOR SMEAR","ICD-9-CM"
"1122","18","Dx eye","CORNEAL BIOPSY","ICD-9-CM"
"1129","18","Dx eye","CORNEAL DX PROC NEC","ICD-9-CM"
"1131","19","Ot Rx eye","PTERYGIUM TRANSPOSITION","ICD-9-CM"
"1132","19","Ot Rx eye","PTERYG EXC W CORNEA GRFT","ICD-9-CM"
"1139","19","Ot Rx eye","PTERYGIUM EXCISION NEC","ICD-9-CM"
"1141","19","Ot Rx eye","MECH REMOV CORNEA EPITH","ICD-9-CM"
"1142","19","Ot Rx eye","THERMOCAUT CORNEA LESION","ICD-9-CM"
"1143","19","Ot Rx eye","CRYOTHERAP CORNEA LESION","ICD-9-CM"
"1149","19","Ot Rx eye","DESTRUCT CORNEA LES NEC","ICD-9-CM"
"1151","19","Ot Rx eye","SUTURE CORNEA LACERATION","ICD-9-CM"
"1152","19","Ot Rx eye","REP CORNEA POSTOP DEHISC","ICD-9-CM"
"1153","19","Ot Rx eye","RX CORNEA LAC W CONJ FLP","ICD-9-CM"
"1159","19","Ot Rx eye","CORNEAL REPAIR NEC","ICD-9-CM"
"1160","13","Corneal tran","CORNEAL TRANSPLANT NOS","ICD-9-CM"
"1161","13","Corneal tran","LAM KERATPLAST W AUTGRFT","ICD-9-CM"
"1162","13","Corneal tran","LAMELLAR KERATOPLAST NEC","ICD-9-CM"
"1163","13","Corneal tran","PERF KERATOPL W AUTOGRFT","ICD-9-CM"
"1164","13","Corneal tran","PERFORAT KERATOPLAST NEC","ICD-9-CM"
"1169","13","Corneal tran","CORNEAL TRANSPLANT NEC","ICD-9-CM"
"1171","19","Ot Rx eye","KERATOMELEUSIS","ICD-9-CM"
"1172","19","Ot Rx eye","KERATOPHAKIA","ICD-9-CM"
"1173","19","Ot Rx eye","KERATOPROSTHESIS","ICD-9-CM"
"1174","19","Ot Rx eye","THERMOKERATOPLASTY","ICD-9-CM"
"1175","19","Ot Rx eye","RADIAL KERATOTOMY (Begin 1989)","ICD-9-CM"
"1176","19","Ot Rx eye","EPIKERATOPHAKIA (Begin 1989)","ICD-9-CM"
"1179","19","Ot Rx eye","CORNEA RECONSTRUCT NEC","ICD-9-CM"
"1191","19","Ot Rx eye","CORNEAL TATTOOING","ICD-9-CM"
"1192","19","Ot Rx eye","REMOVE CORNEAL IMPLANT","ICD-9-CM"
"1199","19","Ot Rx eye","CORNEAL OPERATION NEC","ICD-9-CM"
"1200","20","Ot intraocul","REMOV ANT SEGMNT FB NOS","ICD-9-CM"
"1201","20","Ot intraocul","MAGNET REMOV ANT SEG FB","ICD-9-CM"
"1202","20","Ot intraocul","NONMAG REMOV ANT SEG FB","ICD-9-CM"
"1211","20","Ot intraocul","IRIDOTOMY W TRANSFIXION","ICD-9-CM"
"1212","20","Ot intraocul","IRIDOTOMY NEC","ICD-9-CM"
"1213","20","Ot intraocul","PROLAPSED IRIS EXCISION","ICD-9-CM"
"1214","20","Ot intraocul","IRIDECTOMY NEC","ICD-9-CM"
"1221","18","Dx eye","DX ASPIRAT-ANT CHAMBER","ICD-9-CM"
"1222","18","Dx eye","IRIS BIOPSY","ICD-9-CM"
"1229","18","Dx eye","ANT SEGMENT DX PROC NEC","ICD-9-CM"
"1231","20","Ot intraocul","GONIOSYNECHIAE LYSIS","ICD-9-CM"
"1232","20","Ot intraocul","ANT SYNECHIA LYSIS NEC","ICD-9-CM"
"1233","20","Ot intraocul","POST SYNECHIAE LYSIS","ICD-9-CM"
"1234","20","Ot intraocul","CORNEOVITREAL ADHESIOLYS","ICD-9-CM"
"1235","20","Ot intraocul","COREOPLASTY","ICD-9-CM"
"1239","20","Ot intraocul","IRIDOPLASTY NEC","ICD-9-CM"
"1240","20","Ot intraocul","REMOV ANT SEGMNT LES NOS","ICD-9-CM"
"1241","20","Ot intraocul","NONEXC DESTRUC IRIS LES","ICD-9-CM"
"1242","20","Ot intraocul","EXCISION OF IRIS LESION","ICD-9-CM"
"1243","20","Ot intraocul","NONEXC DESTR CIL BOD LES","ICD-9-CM"
"1244","20","Ot intraocul","EXCISE CILIARY BODY LES","ICD-9-CM"
"1251","14","Glaucoma prs","GONIOPUNCTURE","ICD-9-CM"
"1252","14","Glaucoma prs","GONIOTOMY","ICD-9-CM"
"1253","14","Glaucoma prs","GONIOTOMY W GONIOPUNCTUR","ICD-9-CM"
"1254","14","Glaucoma prs","TRABECULOTOMY AB EXTERNO","ICD-9-CM"
"1255","14","Glaucoma prs","CYCLODIALYSIS","ICD-9-CM"
"1259","14","Glaucoma prs","FACILIT INTRAOC CIRC NEC","ICD-9-CM"
"1261","14","Glaucoma prs","TREPHIN SCLERA W IRIDECT","ICD-9-CM"
"1262","14","Glaucoma prs","THERMCAUT SCLER W IRIDEC","ICD-9-CM"
"1263","14","Glaucoma prs","IRIDENCLEISIS/IRIDOTASIS","ICD-9-CM"
"1264","14","Glaucoma prs","TRABECULECTOM AB EXTERNO","ICD-9-CM"
"1265","14","Glaucoma prs","SCLER FISTULIZ W IRIDECT","ICD-9-CM"
"1266","14","Glaucoma prs","POSTOP REVIS SCL FISTUL","ICD-9-CM"
"1267","14","Glaucoma prs","Insert aqueous drain dev (Begin 2011)","ICD-9-CM"
"1269","14","Glaucoma prs","SCLER FISTULIZING OP NEC","ICD-9-CM"
"1271","14","Glaucoma prs","CYCLODIATHERMY","ICD-9-CM"
"1272","14","Glaucoma prs","CYCLOCRYOTHERAPY","ICD-9-CM"
"1273","14","Glaucoma prs","CYCLOPHOTOCOAGULATION","ICD-9-CM"
"1274","14","Glaucoma prs","CIL BODY DIMINUTION NOS","ICD-9-CM"
"1279","14","Glaucoma prs","GLAUCOMA PROCEDURE NEC","ICD-9-CM"
"1281","20","Ot intraocul","SUTURE SCLERAL LACER","ICD-9-CM"
"1282","20","Ot intraocul","SCLERAL FISTULA REPAIR","ICD-9-CM"
"1283","20","Ot intraocul","REVIS ANT SEG OP WND NEC","ICD-9-CM"
"1284","20","Ot intraocul","DESTRUCT SCLERAL LESION","ICD-9-CM"
"1285","20","Ot intraocul","REPAIR STAPHYLOM W GRAFT","ICD-9-CM"
"1286","20","Ot intraocul","REP SCLER STAPHYLOMA NEC","ICD-9-CM"
"1287","20","Ot intraocul","GRAFT REINFORCE SCLERA","ICD-9-CM"
"1288","20","Ot intraocul","SCLERA REINFORCEMENT NEC","ICD-9-CM"
"1289","20","Ot intraocul","SCLERAL OPERATION NEC","ICD-9-CM"
"1291","20","Ot intraocul","THERAPEUT EVAC ANT CHAMB","ICD-9-CM"
"1292","20","Ot intraocul","ANTERIOR CHAMBER INJECT","ICD-9-CM"
"1293","20","Ot intraocul","REMOV EPITHEL DOWNGROWTH","ICD-9-CM"
"1297","20","Ot intraocul","IRIS OPERATION NEC","ICD-9-CM"
"1298","20","Ot intraocul","CILIARY BODY OP NEC","ICD-9-CM"
"1299","20","Ot intraocul","ANTERIOR CHAMBER OP NEC","ICD-9-CM"
"1300","20","Ot intraocul","REMOVE FB LENS NOS","ICD-9-CM"
"1301","20","Ot intraocul","MAGNET REMOVE FB LENS","ICD-9-CM"
"1302","20","Ot intraocul","NONMAGNET REMOVE FB LENS","ICD-9-CM"
"1311","15","Cataract prs","TEMP-INF INTRCAP LENS EX","ICD-9-CM"
"1319","15","Cataract prs","INTRACAPSUL LENS EXT NEC","ICD-9-CM"
"132","15","Cataract prs","LINEAR EXTRACAP LENS EXT","ICD-9-CM"
"133","15","Cataract prs","SIMPL ASPIR LENS EXTRACT","ICD-9-CM"
"1341","15","Cataract prs","CATARAC PHACOEMULS/ASPIR","ICD-9-CM"
"1342","15","Cataract prs","POST CATARAC FRAG/ASPIR","ICD-9-CM"
"1343","15","Cataract prs","CATARACT FRAG/ASPIR NEC","ICD-9-CM"
"1351","15","Cataract prs","TEMP-INF XTRACAP LENS EX","ICD-9-CM"
"1359","15","Cataract prs","EXTRACAP LENS EXTRAC NEC","ICD-9-CM"
"1361","15","Cataract prs","DISC PRIME MEM CATARACT (Begin 1980 End 1991)","ICD-9-CM"
"1362","15","Cataract prs","EXC PRIME MEM CATARACT (Begin 1980 End 1991)","ICD-9-CM"
"1363","15","Cataract prs","MECH FRAG MEM CATARACT (Begin 1980 End 1991)","ICD-9-CM"
"1364","15","Cataract prs","AFTER-CATAR DISCISSION","ICD-9-CM"
"1365","15","Cataract prs","AFTER-CATARACT EXCISION","ICD-9-CM"
"1366","15","Cataract prs","AFTER CATAR FRAGMNTATION","ICD-9-CM"
"1369","15","Cataract prs","CATARACT EXTRACTION NEC","ICD-9-CM"
"1370","15","Cataract prs","INSERT PSEUDOPHAKOS NOS","ICD-9-CM"
"1371","15","Cataract prs","INSERT LENS AT CATAR EXT","ICD-9-CM"
"1372","15","Cataract prs","SECONDARY INSERT LENS","ICD-9-CM"
"138","15","Cataract prs","IMPLANTED LENS REMOVAL","ICD-9-CM"
"139","15","Cataract prs","OTHER OPERATIONS ON LENS","ICD-9-CM"
"1390","15","Cataract prs","OPERATION ON LENS NEC (Begin 2006)","ICD-9-CM"
"1391","15","Cataract prs","IMPL INTRAOC TELESC PROS (Begin 2006)","ICD-9-CM"
"1400","20","Ot intraocul","REMOV POST SEGMNT FB NOS","ICD-9-CM"
"1401","20","Ot intraocul","MAGNET REMOV POST SEG FB","ICD-9-CM"
"1402","20","Ot intraocul","NONMAG REMOV POST SEG FB","ICD-9-CM"
"1411","18","Dx eye","DIAGNOST VITREOUS ASPIR","ICD-9-CM"
"1419","18","Dx eye","DX PROC POST SEG NEC","ICD-9-CM"
"1421","17","Retin les pr","CHORIORET LES DIATHERMY","ICD-9-CM"
"1422","17","Retin les pr","CHORIORETIN LES CRYOTHER","ICD-9-CM"
"1423","17","Retin les pr","CHORIORET LES XENON COAG","ICD-9-CM"
"1424","17","Retin les pr","CHORIORET LES LASER COAG","ICD-9-CM"
"1425","17","Retin les pr","CHORIORET LES P/COAG NOS","ICD-9-CM"
"1426","17","Retin les pr","CHORIORET LES RADIOTHER","ICD-9-CM"
"1427","17","Retin les pr","CHORIORET LES RAD IMPLAN","ICD-9-CM"
"1429","17","Retin les pr","CHORIORET LES DESTR NEC","ICD-9-CM"
"1431","16","Rpr retina","RETINAL TEAR DIATHERMY","ICD-9-CM"
"1432","16","Rpr retina","RETINAL TEAR CRYOTHERAPY","ICD-9-CM"
"1433","16","Rpr retina","RETINAL TEAR XENON COAG","ICD-9-CM"
"1434","16","Rpr retina","RETINAL TEAR LASER COAG","ICD-9-CM"
"1435","16","Rpr retina","RETINA TEAR PHOTOCOA NOS","ICD-9-CM"
"1439","16","Rpr retina","RETINAL TEAR REPAIR NEC","ICD-9-CM"
"1441","16","Rpr retina","SCLERAL BUCKLE W IMPLANT","ICD-9-CM"
"1449","16","Rpr retina","SCLERAL BUCKLING NEC","ICD-9-CM"
"1451","16","Rpr retina","DETACH RETINA-DIATHERMY","ICD-9-CM"
"1452","16","Rpr retina","DETACH RETINA-CRYOTHERAP","ICD-9-CM"
"1453","16","Rpr retina","DETACH RETINA XENON COAG","ICD-9-CM"
"1454","16","Rpr retina","DETACH RETINA LASER COAG","ICD-9-CM"
"1455","16","Rpr retina","DETACH RET PHOTOCOAG NOS","ICD-9-CM"
"1459","16","Rpr retina","REPAIR RETINA DETACH NEC","ICD-9-CM"
"146","20","Ot intraocul","REMOV PROS MAT POST SEG","ICD-9-CM"
"1471","20","Ot intraocul","ANTERIOR REMOV VITREOUS","ICD-9-CM"
"1472","20","Ot intraocul","VITREOUS REMOVAL NEC","ICD-9-CM"
"1473","20","Ot intraocul","ANTERIOR MECHAN VITRECT","ICD-9-CM"
"1474","20","Ot intraocul","MECH VITRECTOMY NEC","ICD-9-CM"
"1475","20","Ot intraocul","VITREOUS SUBSTITUT INJEC","ICD-9-CM"
"1479","20","Ot intraocul","VITREOUS OPERATION NEC","ICD-9-CM"
"1481","20","Ot intraocul","Imp epiretinal prosth (Begin 2013)","ICD-9-CM"
"1482","20","Ot intraocul","Rem epiretinal prosth (Begin 2013)","ICD-9-CM"
"1483","20","Ot intraocul","Rev/repl epiretinal pros (Begin 2013)","ICD-9-CM"
"149","20","Ot intraocul","OTHER POST SEGMENT OPS","ICD-9-CM"
"1501","18","Dx eye","EXTRAOC MUSC-TEND BIOPSY","ICD-9-CM"
"1509","18","Dx eye","EXTRAOC MUSC DX PROC NEC","ICD-9-CM"
"1511","21","Ot extraocul","ONE EXTRAOC MUS RECESS","ICD-9-CM"
"1512","21","Ot extraocul","1 EXTRAOC MUSCL ADVANCE","ICD-9-CM"
"1513","21","Ot extraocul","1 EXTRAOC MUSCL RESECT","ICD-9-CM"
"1519","21","Ot extraocul","XTRAOC MUS OP/DETACH NEC","ICD-9-CM"
"1521","21","Ot extraocul","LENGTHEN 1 EXTRAOC MUSC","ICD-9-CM"
"1522","21","Ot extraocul","SHORTEN 1 EXTRAOC MUSC","ICD-9-CM"
"1529","21","Ot extraocul","OP ON 1 EXTRAOC MUSC NEC","ICD-9-CM"
"153","21","Ot extraocul","TEMP DETACH >1 XTROC MUS","ICD-9-CM"
"154","21","Ot extraocul","OTH OP ON >L EXTRAOC MUS","ICD-9-CM"
"155","21","Ot extraocul","EXTRAOCUL MUS TRANSPOSIT","ICD-9-CM"
"156","21","Ot extraocul","REVIS EXTRAOC MUSC SURG","ICD-9-CM"
"157","21","Ot extraocul","EXTRAOC MUSC INJ REPAIR","ICD-9-CM"
"159","21","Ot extraocul","OTH EXTRAOC MUS-TEND OP","ICD-9-CM"
"1601","21","Ot extraocul","ORBITOTOMY W BONE FLAP","ICD-9-CM"
"1602","21","Ot extraocul","ORBITOTOMY W IMPLANT","ICD-9-CM"
"1609","21","Ot extraocul","ORBITOTOMY NEC","ICD-9-CM"
"161","21","Ot extraocul","REMOVE PENETRAT FB EYE","ICD-9-CM"
"1621","18","Dx eye","OPHTHALMOSCOPY","ICD-9-CM"
"1622","18","Dx eye","DIAGNOSTIC ASP OF ORBIT","ICD-9-CM"
"1623","18","Dx eye","EYEBALL & ORBIT BIOPSY","ICD-9-CM"
"1629","18","Dx eye","EYEBAL/ORBIT DX PROC NEC","ICD-9-CM"
"1631","21","Ot extraocul","EYE EVISC W SYNCH IMPLAN","ICD-9-CM"
"1639","21","Ot extraocul","EYEBALL EVISCERATION NEC","ICD-9-CM"
"1641","21","Ot extraocul","EYE ENUC/IMPLAN/MUSC ATT","ICD-9-CM"
"1642","21","Ot extraocul","EYE ENUC W IMPLANT NEC","ICD-9-CM"
"1649","21","Ot extraocul","EYEBALL ENUCLEATION NEC","ICD-9-CM"
"1651","21","Ot extraocul","RADICAL ORBITOMAXILLECT","ICD-9-CM"
"1652","21","Ot extraocul","ORBIT EXENT W BONE REMOV","ICD-9-CM"
"1659","21","Ot extraocul","ORBITAL EXENTERATION NEC","ICD-9-CM"
"1661","21","Ot extraocul","2NDRY OCULAR IMP INSERT","ICD-9-CM"
"1662","21","Ot extraocul","REVIS/REINSERT OCUL IMP","ICD-9-CM"
"1663","21","Ot extraocul","REVIS ENUC SOCKET W GRFT","ICD-9-CM"
"1664","21","Ot extraocul","ENUC SOCKET REVIS NEC","ICD-9-CM"
"1665","21","Ot extraocul","2NDRY EXENT CAVITY GRAFT","ICD-9-CM"
"1666","21","Ot extraocul","REVIS EXENTER CAVITY NEC","ICD-9-CM"
"1669","21","Ot extraocul","2ND OP POST EYE REM NEC","ICD-9-CM"
"1671","21","Ot extraocul","REMOVE OCULAR IMPLANT","ICD-9-CM"
"1672","21","Ot extraocul","REMOVE ORBITAL IMPLANT","ICD-9-CM"
"1681","21","Ot extraocul","REPAIR OF ORBITAL WOUND","ICD-9-CM"
"1682","21","Ot extraocul","REPAIR EYEBALL RUPTURE","ICD-9-CM"
"1689","21","Ot extraocul","EYE/ORBIT INJ REPAIR NEC","ICD-9-CM"
"1691","21","Ot extraocul","RETROBULBAR INJECTION","ICD-9-CM"
"1692","21","Ot extraocul","EXCISION ORBITAL LESION","ICD-9-CM"
"1693","21","Ot extraocul","EXCISION EYE LESION NOS","ICD-9-CM"
"1698","21","Ot extraocul","OPERATION ON ORBIT NEC","ICD-9-CM"
"1699","21","Ot extraocul","OPERATION ON EYEBALL NEC","ICD-9-CM"
"1711","85","Ing/fem hern","LAP DIR ING HERN-GRAFT (Begin 2008)","ICD-9-CM"
"1712","85","Ing/fem hern","LAP INDIR ING HERN-GRAFT (Begin 2008)","ICD-9-CM"
"1713","85","Ing/fem hern","LAP ING HERN-GRAFT NOS (Begin 2008)","ICD-9-CM"
"1721","85","Ing/fem hern","LAP BIL DIR ING HRN-GRFT (Begin 2008)","ICD-9-CM"
"1722","85","Ing/fem hern","LAP BI INDIR ING HRN-GRF (Begin 2008)","ICD-9-CM"
"1723","85","Ing/fem hern","LAP BI DR/IND ING HRN-GR (Begin 2008)","ICD-9-CM"
"1724","85","Ing/fem hern","LAP BIL ING HERN-GRF NOS (Begin 2008)","ICD-9-CM"
"1731","78","Colorec resc","LAP MUL SEG RES LG INTES (Begin 2008)","ICD-9-CM"
"1732","78","Colorec resc","LAPAROSCOPIC CECECTOMY (Begin 2008)","ICD-9-CM"
"1733","78","Colorec resc","LAP RIGHT HEMICOLECTOMY (Begin 2008)","ICD-9-CM"
"1734","78","Colorec resc","LAP RES TRANSVERSE COLON (Begin 2008)","ICD-9-CM"
"1735","78","Colorec resc","LAP LEFT HEMICOLECTOMY (Begin 2008)","ICD-9-CM"
"1736","78","Colorec resc","LAP SIGMOIDECTOMY (Begin 2008)","ICD-9-CM"
"1739","78","Colorec resc","LAP PT EX LRG INTEST NEC (Begin 2008)","ICD-9-CM"
"1741","231","Ot Rx procs","OPEN ROBOTIC ASSIST PROC (Begin 2008)","ICD-9-CM"
"1742","231","Ot Rx procs","LAP ROBOTIC ASSIST PROC (Begin 2008)","ICD-9-CM"
"1743","231","Ot Rx procs","PERC ROBOTIC ASSIST PROC (Begin 2008)","ICD-9-CM"
"1744","231","Ot Rx procs","ENDO ROBOTIC ASSIST PROC (Begin 2008)","ICD-9-CM"
"1745","231","Ot Rx procs","THORACO ROBOTIC AST PROC (Begin 2008)","ICD-9-CM"
"1749","231","Ot Rx procs","ROBOTIC AST PROC NEC/NOS (Begin 2008)","ICD-9-CM"
"1751","48","Pacemaker","Implant CCM","ICD-9-CM"
"1752","48","Pacemaker","Implant CCM pulse genrtr (Begin 2009)","ICD-9-CM"
"1753","59","Vesl hed/nck","Perc ather extracran vsl (Begin 2011)","ICD-9-CM"
"1754","59","Vesl hed/nck","Perc ather intracran vsl (Begin 2011)","ICD-9-CM"
"1755","45","PTCA","Translum cor atherectomy (Begin 2011)","ICD-9-CM"
"1756","61","Ot vessels","Ather oth non-cor vessel (Begin 2011)","ICD-9-CM"
"1761","9","Ot OR nerv","LITT lesn brain","ICD-9-CM"
"1762","231","Ot Rx procs","LITT les hd/nck","ICD-9-CM"
"1763","99","OR GI Rx prs","LITT lesn liver","ICD-9-CM"
"1769","231","Ot Rx procs","LITT lesn","ICD-9-CM"
"1770","224","CA chemoRx","IV infusion clofarabine (Begin 2009)","ICD-9-CM"
"1771","61","Ot vessels","Non-coronary IFVA (Begin 2010)","ICD-9-CM"
"1781","231","Ot Rx procs","Insert antimicrobial env (Begin 2011)","ICD-9-CM"
"1801","26","Ot Rx ear pr","PIERCING OF EAR LOBE","ICD-9-CM"
"1802","26","Ot Rx ear pr","EXT AUDITORY CANAL INCIS","ICD-9-CM"
"1809","26","Ot Rx ear pr","EXTERNAL EAR INCIS NEC","ICD-9-CM"
"1811","25","Dx procs ear","OTOSCOPY","ICD-9-CM"
"1812","25","Dx procs ear","EXTERNAL EAR BIOPSY","ICD-9-CM"
"1819","25","Dx procs ear","EXT EAR DIAGNOS PROC NEC","ICD-9-CM"
"1821","26","Ot Rx ear pr","PREAURICULAR SINUS EXCIS","ICD-9-CM"
"1829","26","Ot Rx ear pr","DESTRUCT EXT EAR LES NEC","ICD-9-CM"
"1831","26","Ot Rx ear pr","RAD EXCIS EXT EAR LES","ICD-9-CM"
"1839","26","Ot Rx ear pr","EXCIS EXTERNAL EAR NEC","ICD-9-CM"
"184","26","Ot Rx ear pr","SUTURE EXT EAR LAC","ICD-9-CM"
"185","26","Ot Rx ear pr","CORRECTION PROMINENT EAR","ICD-9-CM"
"186","26","Ot Rx ear pr","EXT AUDIT CANAL RECONSTR","ICD-9-CM"
"1871","26","Ot Rx ear pr","CONSTRUCTION EAR AURICLE","ICD-9-CM"
"1872","26","Ot Rx ear pr","REATTACH AMPUTATED EAR","ICD-9-CM"
"1879","26","Ot Rx ear pr","PLASTIC REP EXT EAR NEC","ICD-9-CM"
"189","26","Ot Rx ear pr","OTHER EXT EAR OPERATIONS","ICD-9-CM"
"190","26","Ot Rx ear pr","STAPES MOBILIZATION","ICD-9-CM"
"1911","26","Ot Rx ear pr","STAPEDECT W REPLAC INCUS","ICD-9-CM"
"1919","26","Ot Rx ear pr","STAPEDECTOMY NEC","ICD-9-CM"
"1921","26","Ot Rx ear pr","REV STAPDEC W INCUS REPL","ICD-9-CM"
"1929","26","Ot Rx ear pr","STAPEDECTOMY REVIS NEC","ICD-9-CM"
"193","26","Ot Rx ear pr","OSSICULAR CHAIN OP NEC","ICD-9-CM"
"194","22","Tympanoplas","MYRINGOPLASTY","ICD-9-CM"
"1952","22","Tympanoplas","TYPE 2 TYMPANOPLASTY","ICD-9-CM"
"1953","22","Tympanoplas","TYPE 3 TYMPANOPLASTY","ICD-9-CM"
"1954","22","Tympanoplas","TYPE 4 TYMPANOPLASTY","ICD-9-CM"
"1955","22","Tympanoplas","TYPE 5 TYMPANOPLASTY","ICD-9-CM"
